experiment_folder,experiment_no,exp_date,dataset_no,dataset,dataset_freq_min,dataset_length_week,forecast_horizon_min,train_pct,test_pct,model_no,hyperparameter_no,model_name,hyperparamter,run_seed,seed_keys_overridden,runtime_ms,train_RMSE,train_RMSE_stddev,test_RMSE,test_RMSE_stddev,train_nRMSE,train_nRMSE_stddev,test_nRMSE,test_nRMSE_stddev
E00074_260517_ds20_fh10080_m17_xgb_hp1,E00074,2026-05-17,ds20,ashd,30,140,10080,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,22121.4301109314,11.0109,0.1356199346212301,24.8024,2.0996828437753265,2.9349095076898477,0.0361489283847935,6.6109763573846525,0.5596617116974509
E00075_260521_ds22_fh1440_m1_naive_hp1,E00075,2026-05-21,ds22,sa,30,40,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,3.16159725189209,7.984899999999999,0.1902019102602983,7.8362,1.6280198469988696,5.806356681236613,0.1383085739863802,5.698226931521541,1.1838424921799515
E00076_260521_ds22_fh1440_m2_snaive_hp2,E00076,2026-05-21,ds22,sa,30,40,1440,0.9,0.1,m2,hp2,m2_snaive_hp2,days: 7,,,1.808452606201172,9.4166,0.2279274738449344,9.203500000000002,2.111632767420615,6.847441837033988,0.1657413631475557,6.692482525236531,1.5355099033714692
E00077_260521_ds22_fh1440_m3_ets_hp1,E00077,2026-05-21,ds22,sa,30,40,1440,0.9,0.1,m3,hp1,m3_ets_hp1,"trend: False, damped_trend: False, seasonal_periods_days: None",,,844.0346717834473,5.2509,0.2974231740205266,7.673111111111112,1.6378806767011789,3.818281794074482,0.2162763508157503,5.579634055012698,1.1910129632471589
E00078_260521_ds22_fh1440_m4_arima_hp1,E00078,2026-05-21,ds22,sa,30,40,1440,0.9,0.1,m4,hp1,m4_arima_hp1,"p: 1, d: 0, q: 1",,,2912.563395500183,5.1497,0.3087883309539616,14.40011111111111,2.409768736022424,3.744692482230733,0.2245407191727433,10.47128722470533,1.75230457496511
E00079_260521_ds22_fh1440_m6_lr_hp1,E00079,2026-05-21,ds22,sa,30,40,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,612.7452611923218,6.646599999999999,0.1557442347782629,6.581799999999999,1.3811586762167805,4.833188933800958,0.1132520855826433,4.786068504873341,1.0043331672906637
E00080_260521_ds22_fh1440_m7_ann_hp1,E00080,2026-05-21,ds22,sa,30,40,1440,0.9,0.1,m7,hp1,m7_ann_hp1,"seed: 99, hidden_size: 10, activation_function: relu, learning_rate: 0.001, solver: adam, epochs: 500",,,14548.652815818788,7.5622,0.1519026003727389,7.5067,1.6530548858267096,5.49898314253748,0.1104585753824678,5.458625367761511,1.202047149090251
E00081_260521_ds22_fh1440_m8_dnn_hp1,E00081,2026-05-21,ds22,sa,30,40,1440,0.9,0.1,m8,hp1,m8_dnn_hp1,"seed: 1, n_hidden: 3, hidden_size: 10, activation_function: relu, learning_rate: 0.001, solver: adam, epochs: 500",,,18811.04438304901,7.284899999999999,0.149582715876163,7.2433,1.5421748027452085,5.297339702080253,0.1087716316704124,5.2670895501761015,1.1214187991777478
E00082_260521_ds22_fh1440_m9_rt_hp3,E00082,2026-05-21,ds22,sa,30,40,1440,0.9,0.1,m9,hp3,m9_rt_hp3,"seed: 1, max_depth: 15, min_samples_split: 2, min_samples_leaf: 1, max_features: sqrt",,,1272.2235679626465,2.8398000000000003,0.1925275160709358,9.6494,1.7581560542543175,2.0650091677260503,0.1399996780498651,7.016726340959133,1.278473262317143
E00083_260521_ds22_fh1440_m10_rf_hp1,E00083,2026-05-21,ds22,sa,30,40,1440,0.9,0.1,m10,hp1,m10_rf_hp1,"seed: 1, n_estimators: 100, max_depth: 3, min_samples_split: 2, min_samples_leaf: 1",,,366653.7537574768,7.135599999999999,0.1474736888020668,7.1821,1.4246649859606373,5.18877365209733,0.1072380165415335,5.222586922855575,1.0359695249478906
E00085_260525_ds25_fh1440_m1_naive_hp1,E00085,2026-05-25,ds25,aedp,30,140,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,1.6513824462890625,1.23,0.0279404127862611,1.2098,0.2365073642264302,23.271556243889087,0.5286316159617512,22.88937296248538,4.474710917633605
E00086_260525_ds25_fh1440_m6_lr_hp1,E00086,2026-05-25,ds25,aedp,30,140,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,709.0479850769043,1.0364,0.0333439982938792,1.0242,0.2644309613742939,19.608651131029795,0.6308672615383359,19.3778275650335,5.003024382315077
E00087_260525_ds25_fh1440_m17_xgb_hp1,E00087,2026-05-25,ds25,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,30423.9205121994,0.4614999999999999,0.008249579113843,1.0416,0.2979314611711149,8.73156358256489,0.1560817433627732,19.707034946044608,5.636852646721674
E00088_260525_ds26_fh1440_m1_naive_hp1,E00088,2026-05-25,ds26,aedp,30,140,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,1.9336462020874023,2.1221,0.0129138168899309,2.1193,0.1166838558765617,25.456524823644504,0.1549130108036972,25.422936270086137,1.3997292651808348
E00089_260525_ds26_fh1440_m6_lr_hp1,E00089,2026-05-25,ds26,aedp,30,140,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,1009.2128992080688,1.7121,0.0133454111963626,1.7140999999999995,0.1193626127953528,20.538200909741175,0.1600903781169352,20.562192733711434,1.431863397408213
E00090_260525_ds26_fh1440_m17_xgb_hp1,E00090,2026-05-25,ds26,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,30795.95320224762,0.8160999999999999,0.0115609495957535,1.5898,0.1006509921571676,9.789863771064642,0.1386841338151847,19.07110087395977,1.207400443133401
E00091_260525_ds27_fh1440_m1_naive_hp1,E00091,2026-05-25,ds27,aedp,30,140,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,1.391911506652832,1.2577,0.0296312522703835,1.234,0.257232709169473,13.889972422822025,0.3272459862362321,13.62823087362835,2.840864464190012
E00092_260525_ds27_fh1440_m6_lr_hp1,E00092,2026-05-25,ds27,aedp,30,140,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,733.0720663070679,1.0053999999999996,0.0274517758988375,0.9895,0.2240864168623841,11.103584538367864,0.3031759642143151,10.927985777516414,2.474798561300403
E00093_260525_ds27_fh1440_m17_xgb_hp1,E00093,2026-05-25,ds27,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,29482.06729888916,0.5588,0.0193436753947582,0.9414,0.237105789797625,6.171357708414524,0.2136305301655507,10.396771916072716,2.618583828878467
E00094_260525_ds28_fh1440_m1_naive_hp1,E00094,2026-05-25,ds28,aedp,30,140,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,0.0,5.0585,0.0799947914971136,5.0134,0.7135073308040435,15.238295400084436,0.2409774168827082,15.102435535985627,2.149379356907735
E00095_260525_ds28_fh1440_m6_lr_hp1,E00095,2026-05-25,ds28,aedp,30,140,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,672.4373817443848,4.2348,0.0621267521550366,4.221000000000001,0.5664893840331188,12.756970121632415,0.187151487908724,12.715398810666484,1.7065004596043372
E00096_260525_ds28_fh1440_m17_xgb_hp1,E00096,2026-05-25,ds28,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,29850.59721469879,2.2186,0.0264751455771886,4.0297,0.4988914488922192,6.6833413412330405,0.079754094902726,12.139124043435851,1.5028675043581623
E00097_260525_ds29_fh1440_m1_naive_hp1,E00097,2026-05-25,ds29,aedp,30,140,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,2.300667762756348,5.470799999999999,0.054751560099538,5.452,0.4790687726087861,18.685701554166183,0.1870057965279234,18.621489521334,1.6362755189165168
E00098_260525_ds29_fh1440_m6_lr_hp1,E00098,2026-05-25,ds29,aedp,30,140,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,721.9732522964478,4.6208,0.0399215898147022,4.631,0.3563864943194864,15.782497942072656,0.1363535338241874,15.81733638541778,1.2172500677760956
E00099_260525_ds29_fh1440_m17_xgb_hp1,E00099,2026-05-25,ds29,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,25706.168699264526,2.3711,0.0253265341753136,4.2671,0.3761286570665239,8.098571864276419,0.0865036299995066,14.574423686075622,1.2846800891851986
E00100_260525_ds30_fh1440_m1_naive_hp1,E00100,2026-05-25,ds30,aedp,30,140,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,0.7076740264892578,8.0683,0.1494590616560637,7.972700000000001,1.313066559199833,23.37734936015693,0.4330474448613759,23.100354875714,3.804520864067237
E00101_260525_ds30_fh1440_m6_lr_hp1,E00101,2026-05-25,ds30,aedp,30,140,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,715.4131174087524,6.8065,0.1188661712459297,6.7784,1.06023909253212,19.72136985733156,0.344406629936956,19.639952022469146,3.0719705106923545
E00102_260525_ds30_fh1440_m17_xgb_hp1,E00102,2026-05-25,ds30,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,24154.35037612915,2.6748,0.0449562750532855,5.823200000000001,0.8466092893943986,7.750050700711149,0.1302577430006276,16.872325123516212,2.452992715903854
E00103_260525_ds31_fh1440_m1_naive_hp1,E00103,2026-05-25,ds31,aedp,30,140,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,1.1934995651245115,51.44770000000001,0.7632478918702927,51.0246,6.983136468187725,23.60067320918379,0.350125740774207,23.40658397225375,3.203383664592049
E00104_260525_ds31_fh1440_m6_lr_hp1,E00104,2026-05-25,ds31,aedp,30,140,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,633.643388748169,43.9458,0.6364292401970364,43.9315,5.911274354993175,20.159316445947027,0.2919500486641652,20.15275658754925,2.7116869034382995
E00105_260525_ds31_fh1440_m17_xgb_hp1,E00105,2026-05-25,ds31,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,24214.19050693512,17.301499999999997,0.3535289552812078,37.6531,4.610844329765789,7.936740564275823,0.1621748172139071,17.272657638975467,2.115138873948115
E00106_260525_ds32_fh1440_m1_naive_hp1,E00106,2026-05-25,ds32,aedp,30,140,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,4.417705535888672,50.417,0.645736272276331,50.1074,5.915079978796192,24.41745075361188,0.3127364505648533,24.267508417627624,2.864731620007768
E00107_260525_ds32_fh1440_m6_lr_hp1,E00107,2026-05-25,ds32,aedp,30,140,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,602.2982597351074,43.0094,0.5181407359224155,43.0866,4.784148018891837,20.82987695504284,0.2509406728449895,20.867265677064758,2.31701010867924
E00108_260525_ds32_fh1440_m17_xgb_hp1,E00108,2026-05-25,ds32,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,24172.734332084656,17.023,0.3277671938027557,36.8274,3.9628925238461306,8.24440692978033,0.1587408872667622,17.83587333406522,1.9192679660207792
E00109_260525_ds33_fh1440_m1_naive_hp1,E00109,2026-05-25,ds33,aedp,30,140,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,1.0483264923095703,49.0975,0.6397732671293276,48.7848,5.867003414577724,22.918771486853,0.2986469232187882,22.772802754352583,2.7387241829277063
E00110_260525_ds33_fh1440_m6_lr_hp1,E00110,2026-05-25,ds33,aedp,30,140,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,612.1553182601929,41.9529,0.508961131456355,42.0116,4.706281197624205,19.583663695927388,0.2375836624581363,19.611064925853118,2.196897669356321
E00111_260525_ds33_fh1440_m17_xgb_hp1,E00111,2026-05-25,ds33,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,23965.020966529846,16.3377,0.3385889182409183,35.872400000000006,3.8924837315010063,7.626457822104143,0.1580537103751587,16.745279052599123,1.8170160427427955
E00112_260525_ds34_fh1440_m1_naive_hp1,E00112,2026-05-25,ds34,aedp,30,140,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,1.5792608261108398,480.3123,6.727241122646206,476.7708,61.736809718172005,25.49707307642108,0.3571113180045881,25.309074800507386,3.277259293358372
E00113_260525_ds34_fh1440_m6_lr_hp1,E00113,2026-05-25,ds34,aedp,30,140,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,864.8513078689575,410.6905,5.4423817549549725,410.9813,50.44864463117144,21.801244087007376,0.288905375348222,21.8166810201249,2.678034226413474
E00114_260525_ds34_fh1440_m17_xgb_hp1,E00114,2026-05-25,ds34,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,28045.01061439514,160.7808,3.0569490527503187,352.2712,42.21634108783523,8.534946548080162,0.1622761969428452,18.7000926878586,2.2410276266829983
E00115_260525_ds35_fh1440_m1_naive_hp1,E00115,2026-05-25,ds35,aedp,30,140,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,2.626180648803711,474.774,6.381238542268523,471.58720000000005,58.23699484539206,24.637440136810167,0.3311415169824943,24.472067571699217,3.022091509330901
E00116_260525_ds35_fh1440_m6_lr_hp1,E00116,2026-05-25,ds35,aedp,30,140,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,1054.2954206466677,406.1347,5.145569033428451,406.6586,47.37287229159275,21.075541960451403,0.2670189374964028,21.10272869537723,2.4583197588597305
E00117_260525_ds35_fh1440_m17_xgb_hp1,E00117,2026-05-25,ds35,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,29472.812032699585,161.40260000000004,3.909974486986955,353.3439,39.69429969837539,8.375662726740547,0.2029002480329506,18.336069759416137,2.0598557052225384
E00118_260525_ds36_fh1440_m1_naive_hp1,E00118,2026-05-25,ds36,aedp,30,140,1440,0.9,0.1,m1,hp1,m1_naive_hp1,hyperparameter_1: No hyperparameter,,,1.950335502624512,482.145,6.123026502927737,479.273,55.72702221244795,24.25218597933058,0.3079919474543415,24.10772263711478,2.8031030224736835
E00119_260525_ds36_fh1440_m6_lr_hp1,E00119,2026-05-25,ds36,aedp,30,140,1440,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,685.515570640564,412.2436,4.836289376508948,413.1599,44.40665258832285,20.736103155666378,0.2432682894335845,20.78219360151329,2.233681563205109
E00120_260525_ds36_fh1440_m17_xgb_hp1,E00120,2026-05-25,ds36,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,27928.684377670288,161.7223,3.001646549997365,353.6194,35.83875594071002,8.134729794159629,0.1509846423270014,17.787270332989642,1.8027111643632887
E00122_260721_ds11_fh1440_m17_xgb_hp1,E00122,2026-07-21,ds11,aedp,30,140,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,27711.49911880493,22.5888,0.5045404509716411,49.1725,6.678267593886575,8.166062946012191,0.1823961025571877,17.77631968996956,2.4142563368568117
