datetime,netload_kW,air_temperature_in_degrees_c,relative_humidity_in_percentage,wind_speed_in_km_h,cloud_opacity
2010-07-01 00:00:00,106.446,8.4,66.0,13.0,0.0
2010-07-01 00:30:00,107.454,7.9,67.0,13.0,0.0
2010-07-01 01:00:00,97.336,7.5,68.0,16.6,0.0
2010-07-01 01:30:00,89.238,7.4,69.0,18.4,0.0
2010-07-01 02:00:00,81.964,7.2,68.0,20.5,0.0
2010-07-01 02:30:00,85.35,7.1,68.0,16.6,0.0
2010-07-01 03:00:00,83.982,6.9,68.0,18.4,0.0
2010-07-01 03:30:00,80.546,6.5,70.0,16.6,0.0
2010-07-01 04:00:00,79.128,6.4,73.0,14.8,0.0
2010-07-01 04:30:00,80.778,6.4,73.0,16.6,0.0
2010-07-01 05:00:00,87.064,6.5,72.0,16.6,0.0
2010-07-01 05:30:00,99.462,6.8,71.0,14.8,0.0
2010-07-01 06:00:00,114.38,6.6,72.0,18.4,0.0
2010-07-01 06:30:00,149.18,7.3,69.0,16.6,0.0
2010-07-01 07:00:00,171.416,7.1,69.0,13.0,0.0
2010-07-01 07:30:00,190.23000000000002,7.0,71.0,13.0,0.0
2010-07-01 08:00:00,204.86200000000002,7.4,70.0,14.8,2.6
2010-07-01 08:30:00,170.254,8.1,65.0,16.6,14.3
2010-07-01 09:00:00,121.742,9.3,62.0,20.5,21.4
2010-07-01 09:30:00,96.76,10.9,57.0,14.8,20.2
2010-07-01 10:00:00,81.532,12.2,53.0,16.6,17.3
2010-07-01 10:30:00,55.396,13.9,45.0,16.6,11.0
2010-07-01 11:00:00,49.108000000000004,14.6,45.0,16.6,4.9
2010-07-01 11:30:00,48.086,14.8,41.0,22.3,7.4
2010-07-01 12:00:00,29.646,14.4,44.0,20.5,12.9
2010-07-01 12:30:00,16.557999999999993,15.2,44.0,25.9,12.0
2010-07-01 13:00:00,-0.5859999999999985,15.2,42.0,22.3,10.2
2010-07-01 13:30:00,-4.885999999999996,15.4,42.0,14.8,8.9
2010-07-01 14:00:00,-2.0219999999999914,15.6,42.0,14.8,9.8
2010-07-01 14:30:00,17.162000000000006,15.7,38.0,7.6,17.2
2010-07-01 15:00:00,48.872,15.2,38.0,16.6,23.2
2010-07-01 15:30:00,83.892,15.3,39.0,14.8,18.8
2010-07-01 16:00:00,115.54599999999999,14.8,48.0,9.4,7.6
2010-07-01 16:30:00,155.002,14.2,55.0,7.6,0.0
2010-07-01 17:00:00,201.304,13.4,58.0,0.0,0.0
2010-07-01 17:30:00,250.304,13.0,66.0,0.0,0.0
2010-07-01 18:00:00,300.392,13.0,56.0,0.0,0.0
2010-07-01 18:30:00,297.448,13.3,54.0,0.0,0.0
2010-07-01 19:00:00,284.836,13.0,57.0,7.6,0.0
2010-07-01 19:30:00,288.53,12.2,58.0,11.2,0.0
2010-07-01 20:00:00,300.986,12.2,58.0,9.4,5.1
2010-07-01 20:30:00,283.65999999999997,11.5,59.0,13.0,32.0
2010-07-01 21:00:00,276.094,10.8,64.0,14.8,52.3
2010-07-01 21:30:00,242.33,11.2,61.0,9.4,56.2
2010-07-01 22:00:00,220.17399999999998,11.0,64.0,11.2,56.2
2010-07-01 22:30:00,196.248,9.8,70.0,7.6,56.2
2010-07-01 23:00:00,167.342,9.4,69.0,9.4,56.2
2010-07-01 23:30:00,127.69,8.1,76.0,9.4,56.2
2010-07-02 00:00:00,154.244,9.1,69.0,7.6,56.1
2010-07-02 00:30:00,93.432,8.3,71.0,13.0,54.1
2010-07-02 01:00:00,97.578,8.2,71.0,14.8,51.9
2010-07-02 01:30:00,86.61,7.6,74.0,11.2,53.4
2010-07-02 02:00:00,81.066,7.6,74.0,14.8,55.1
2010-07-02 02:30:00,80.54,7.4,74.0,14.8,47.9
2010-07-02 03:00:00,74.94200000000001,7.1,77.0,13.0,38.8
2010-07-02 03:30:00,75.854,7.5,74.0,13.0,43.5
2010-07-02 04:00:00,72.956,7.5,74.0,14.8,50.3
2010-07-02 04:30:00,78.242,7.2,75.0,14.8,43.2
2010-07-02 05:00:00,80.334,7.7,74.0,13.0,33.7
2010-07-02 05:30:00,93.7,7.5,74.0,13.0,46.2
2010-07-02 06:00:00,102.756,8.2,71.0,14.8,60.8
2010-07-02 06:30:00,129.898,8.6,70.0,11.2,57.3
2010-07-02 07:00:00,147.734,8.2,72.0,14.8,49.8
2010-07-02 07:30:00,162.498,8.7,70.0,16.6,55.6
2010-07-02 08:00:00,186.546,8.5,71.0,16.6,63.7
2010-07-02 08:30:00,173.344,9.8,66.0,14.8,65.3
2010-07-02 09:00:00,152.82399999999998,9.9,65.0,14.8,63.5
2010-07-02 09:30:00,147.166,10.5,62.0,14.8,60.8
2010-07-02 10:00:00,134.252,10.7,63.0,16.6,59.4
2010-07-02 10:30:00,135.368,11.2,61.0,18.4,62.0
2010-07-02 11:00:00,132.338,11.4,61.0,18.4,65.5
2010-07-02 11:30:00,129.79000000000002,12.0,59.0,20.5,68.5
2010-07-02 12:00:00,124.12,12.4,57.0,14.8,70.8
2010-07-02 12:30:00,125.37400000000001,12.5,57.0,16.6,68.6
2010-07-02 13:00:00,129.33599999999998,12.9,54.0,16.6,63.9
2010-07-02 13:30:00,142.43200000000002,12.7,57.0,14.8,47.1
2010-07-02 14:00:00,137.024,13.4,53.0,14.8,29.8
2010-07-02 14:30:00,124.262,13.6,54.0,14.8,44.3
2010-07-02 15:00:00,138.82600000000002,13.9,51.0,16.6,66.3
2010-07-02 15:30:00,147.138,13.8,54.0,14.8,68.7
2010-07-02 16:00:00,171.954,13.4,56.0,14.8,61.1
2010-07-02 16:30:00,214.536,13.5,56.0,13.0,58.7
2010-07-02 17:00:00,243.77599999999998,13.0,61.0,13.0,57.6
2010-07-02 17:30:00,306.436,13.0,59.0,13.0,56.9
2010-07-02 18:00:00,319.49,13.0,60.0,14.8,56.3
2010-07-02 18:30:00,302.158,12.6,64.0,16.6,55.7
2010-07-02 19:00:00,303.86,12.3,67.0,16.6,55.1
2010-07-02 19:30:00,297.294,12.0,68.0,16.6,55.0
2010-07-02 20:00:00,296.476,11.8,68.0,14.8,55.2
2010-07-02 20:30:00,325.906,11.4,72.0,16.6,58.1
2010-07-02 21:00:00,316.868,11.0,73.0,14.8,61.1
2010-07-02 21:30:00,278.422,10.8,72.0,22.3,59.1
2010-07-02 22:00:00,244.792,10.6,75.0,16.6,55.7
2010-07-02 22:30:00,220.166,11.0,73.0,20.5,55.0
2010-07-02 23:00:00,194.244,10.5,76.0,20.5,53.7
2010-07-02 23:30:00,176.94,9.8,86.0,18.4,37.3
2010-07-03 00:00:00,127.48,9.5,87.0,16.6,11.8
2010-07-03 00:30:00,131.728,9.2,90.0,18.4,0.0
2010-07-03 01:00:00,111.064,9.2,90.0,20.5,0.0
2010-07-03 01:30:00,100.722,9.3,89.0,18.4,0.0
2010-07-03 02:00:00,94.728,9.1,90.0,18.4,0.0
2010-07-03 02:30:00,86.01,9.0,89.0,18.4,0.0
2010-07-03 03:00:00,83.376,8.8,89.0,18.4,0.0
2010-07-03 03:30:00,76.966,8.6,90.0,20.5,0.0
2010-07-03 04:00:00,74.534,8.0,94.0,16.6,0.0
2010-07-03 04:30:00,68.91799999999999,7.7,94.0,20.5,0.0
2010-07-03 05:00:00,72.506,7.8,93.0,18.4,0.0
2010-07-03 05:30:00,85.094,7.9,93.0,20.5,0.0
2010-07-03 06:00:00,91.458,7.6,88.0,22.3,0.0
2010-07-03 06:30:00,97.232,7.8,76.0,33.5,0.0
2010-07-03 07:00:00,113.47,7.8,76.0,31.3,3.7
2010-07-03 07:30:00,145.696,7.9,73.0,31.3,15.3
2010-07-03 08:00:00,166.24,8.6,69.0,29.5,20.8
2010-07-03 08:30:00,160.306,9.4,65.0,33.5,22.6
2010-07-03 09:00:00,137.836,10.1,60.0,31.3,23.2
2010-07-03 09:30:00,101.13799999999999,10.9,58.0,27.7,21.0
2010-07-03 10:00:00,80.352,11.6,55.0,31.3,18.2
2010-07-03 10:30:00,58.006,12.4,53.0,29.5,11.6
2010-07-03 11:00:00,39.708,13.0,47.0,29.5,4.3
2010-07-03 11:30:00,32.768000000000015,13.6,42.0,27.7,0.1
2010-07-03 12:00:00,20.656000000000006,14.3,43.0,25.9,0.0
2010-07-03 12:30:00,24.798000000000002,14.3,42.0,31.3,0.0
2010-07-03 13:00:00,26.829999999999984,14.4,44.0,35.3,0.8
2010-07-03 13:30:00,29.29400000000001,14.2,45.0,29.5,4.5
2010-07-03 14:00:00,39.358000000000004,14.3,44.0,29.5,9.6
2010-07-03 14:30:00,51.94,14.3,47.0,35.3,14.3
2010-07-03 15:00:00,70.342,14.5,43.0,29.5,15.2
2010-07-03 15:30:00,102.672,14.2,47.0,29.5,12.4
2010-07-03 16:00:00,148.596,14.1,53.0,29.5,6.4
2010-07-03 16:30:00,182.678,13.8,54.0,24.1,0.0
2010-07-03 17:00:00,217.75,13.6,51.0,22.3,0.0
2010-07-03 17:30:00,265.45,13.0,55.0,20.5,0.0
2010-07-03 18:00:00,301.492,12.3,50.0,20.5,0.0
2010-07-03 18:30:00,291.12,11.6,52.0,18.4,0.0
2010-07-03 19:00:00,281.176,11.7,54.0,16.6,0.0
2010-07-03 19:30:00,278.502,11.8,52.0,18.4,0.0
2010-07-03 20:00:00,308.39799999999997,10.9,56.0,22.3,0.0
2010-07-03 20:30:00,284.906,11.1,53.0,25.9,0.0
2010-07-03 21:00:00,272.012,10.8,54.0,24.1,0.0
2010-07-03 21:30:00,250.09,10.8,53.0,24.1,0.0
2010-07-03 22:00:00,235.814,11.0,54.0,22.3,0.0
2010-07-03 22:30:00,220.12,11.0,53.0,24.1,0.0
2010-07-03 23:00:00,190.348,10.9,55.0,24.1,0.0
2010-07-03 23:30:00,153.38,11.0,56.0,27.7,0.0
2010-07-04 00:00:00,114.642,10.9,57.0,27.7,0.0
2010-07-04 00:30:00,115.658,10.7,58.0,25.9,0.0
2010-07-04 01:00:00,104.794,10.2,61.0,25.9,0.0
2010-07-04 01:30:00,99.016,10.0,63.0,20.5,0.0
2010-07-04 02:00:00,99.422,10.1,62.0,20.5,0.0
2010-07-04 02:30:00,82.438,9.8,63.0,18.4,0.0
2010-07-04 03:00:00,78.776,9.6,63.0,14.8,0.0
2010-07-04 03:30:00,76.086,9.5,63.0,16.6,0.0
2010-07-04 04:00:00,80.47,9.4,63.0,13.0,0.0
2010-07-04 04:30:00,77.252,8.9,65.0,11.2,0.0
2010-07-04 05:00:00,75.848,8.6,66.0,14.8,0.0
2010-07-04 05:30:00,85.756,8.0,68.0,13.0,0.0
2010-07-04 06:00:00,95.97,7.4,70.0,20.5,0.0
2010-07-04 06:30:00,112.354,7.8,68.0,16.6,0.0
2010-07-04 07:00:00,120.324,7.5,70.0,18.4,3.9
2010-07-04 07:30:00,130.248,7.8,69.0,14.8,16.8
2010-07-04 08:00:00,146.272,8.9,65.0,13.0,23.8
2010-07-04 08:30:00,145.574,9.7,63.0,16.6,25.8
2010-07-04 09:00:00,126.356,10.9,58.0,14.8,26.2
2010-07-04 09:30:00,99.586,11.9,56.0,16.6,24.0
2010-07-04 10:00:00,85.16,13.5,53.0,13.0,21.2
2010-07-04 10:30:00,63.012,14.9,53.0,11.2,14.1
2010-07-04 11:00:00,34.878,15.0,58.0,18.4,6.0
2010-07-04 11:30:00,22.795999999999992,15.3,64.0,24.1,2.1
2010-07-04 12:00:00,31.171999999999997,15.5,64.0,24.1,1.0
2010-07-04 12:30:00,42.44199999999999,15.3,65.0,24.1,6.0
2010-07-04 13:00:00,45.062,15.8,64.0,22.3,12.4
2010-07-04 13:30:00,40.97800000000001,15.6,64.0,24.1,11.5
2010-07-04 14:00:00,55.10000000000001,15.8,65.0,24.1,10.8
2010-07-04 14:30:00,76.54599999999999,15.9,64.0,24.1,17.2
2010-07-04 15:00:00,91.80199999999999,15.9,64.0,24.1,22.2
2010-07-04 15:30:00,113.722,15.4,67.0,24.1,19.9
2010-07-04 16:00:00,154.454,15.5,65.0,22.3,15.0
2010-07-04 16:30:00,185.81,15.3,68.0,20.5,12.9
2010-07-04 17:00:00,216.44199999999998,14.8,71.0,18.4,7.2
2010-07-04 17:30:00,259.592,14.7,72.0,18.4,0.0
2010-07-04 18:00:00,288.066,14.4,74.0,18.4,0.0
2010-07-04 18:30:00,283.348,14.2,76.0,14.8,0.0
2010-07-04 19:00:00,287.466,13.9,79.0,14.8,0.0
2010-07-04 19:30:00,277.25,13.5,83.0,16.6,0.0
2010-07-04 20:00:00,282.868,13.4,79.0,13.0,0.0
2010-07-04 20:30:00,257.938,13.4,76.0,13.0,0.0
2010-07-04 21:00:00,252.054,13.1,77.0,16.6,0.0
2010-07-04 21:30:00,239.694,12.9,79.0,14.8,0.0
2010-07-04 22:00:00,218.388,12.6,80.0,14.8,0.0
2010-07-04 22:30:00,179.284,12.2,78.0,14.8,0.0
2010-07-04 23:00:00,146.216,12.1,76.0,14.8,0.0
2010-07-04 23:30:00,138.366,10.5,81.0,14.8,0.0
2010-07-05 00:00:00,94.688,10.2,81.0,13.0,0.0
2010-07-05 00:30:00,94.612,9.7,82.0,13.0,0.0
2010-07-05 01:00:00,96.314,9.4,83.0,13.0,0.0
2010-07-05 01:30:00,84.748,8.7,85.0,14.8,0.0
2010-07-05 02:00:00,75.648,8.9,84.0,14.8,0.0
2010-07-05 02:30:00,73.582,8.7,84.0,14.8,0.0
2010-07-05 03:00:00,76.542,8.3,85.0,13.0,0.0
2010-07-05 03:30:00,71.934,8.2,84.0,13.0,0.0
2010-07-05 04:00:00,68.826,8.2,84.0,14.8,0.0
2010-07-05 04:30:00,69.33,8.2,83.0,13.0,0.0
2010-07-05 05:00:00,78.648,8.3,82.0,16.6,0.0
2010-07-05 05:30:00,77.26,8.2,82.0,13.0,0.0
2010-07-05 06:00:00,83.242,8.4,80.0,14.8,0.0
2010-07-05 06:30:00,104.962,8.6,79.0,16.6,0.0
2010-07-05 07:00:00,123.748,9.2,76.0,11.2,4.0
2010-07-05 07:30:00,136.55,9.6,73.0,11.2,18.2
2010-07-05 08:00:00,143.544,9.9,74.0,14.8,28.6
2010-07-05 08:30:00,154.88,10.3,71.0,14.8,52.1
2010-07-05 09:00:00,162.64399999999998,11.4,68.0,13.0,70.8
2010-07-05 09:30:00,151.94,11.8,68.0,13.0,78.0
2010-07-05 10:00:00,132.566,12.0,65.0,16.6,83.9
2010-07-05 10:30:00,131.80599999999998,12.1,67.0,13.0,76.1
2010-07-05 11:00:00,112.53,11.1,83.0,13.0,62.8
2010-07-05 11:30:00,112.614,12.0,84.0,13.0,53.6
2010-07-05 12:00:00,107.436,12.7,81.0,9.4,48.1
2010-07-05 12:30:00,114.25199999999998,13.0,84.0,7.6,73.0
2010-07-05 13:00:00,141.524,13.3,83.0,1.8,94.0
2010-07-05 13:30:00,138.58,13.6,84.0,9.4,86.7
2010-07-05 14:00:00,145.894,13.1,87.0,7.6,70.0
2010-07-05 14:30:00,130.004,13.0,89.0,9.4,68.5
2010-07-05 15:00:00,142.446,12.9,89.0,13.0,75.3
2010-07-05 15:30:00,141.32399999999998,13.1,87.0,14.8,74.0
2010-07-05 16:00:00,154.43200000000002,13.3,84.0,11.2,66.3
2010-07-05 16:30:00,188.548,13.1,85.0,11.2,68.7
2010-07-05 17:00:00,202.082,12.7,86.0,9.4,72.7
2010-07-05 17:30:00,247.682,12.8,86.0,9.4,66.1
2010-07-05 18:00:00,273.226,13.1,85.0,7.6,56.1
2010-07-05 18:30:00,263.506,12.9,86.0,7.6,54.3
2010-07-05 19:00:00,260.596,13.2,84.0,11.2,54.9
2010-07-05 19:30:00,248.646,12.9,86.0,14.8,55.5
2010-07-05 20:00:00,237.614,12.0,94.0,13.0,56.1
2010-07-05 20:30:00,265.212,12.1,92.0,13.0,55.7
2010-07-05 21:00:00,242.14,11.8,92.0,11.2,55.1
2010-07-05 21:30:00,221.81,11.5,94.0,9.4,55.0
2010-07-05 22:00:00,200.932,11.4,92.0,1.8,55.0
2010-07-05 22:30:00,156.552,11.7,92.0,7.6,55.0
2010-07-05 23:00:00,139.866,11.7,91.0,9.4,55.0
2010-07-05 23:30:00,121.976,11.5,94.0,11.2,55.5
2010-07-06 00:00:00,120.806,11.2,94.0,9.4,56.1
2010-07-06 00:30:00,75.352,11.1,95.0,9.4,56.2
2010-07-06 01:00:00,71.574,10.7,95.0,9.4,56.2
2010-07-06 01:30:00,70.484,10.9,95.0,9.4,55.7
2010-07-06 02:00:00,65.146,10.7,95.0,13.0,55.4
2010-07-06 02:30:00,67.428,10.4,96.0,11.2,58.1
2010-07-06 03:00:00,70.44,10.4,96.0,11.2,61.7
2010-07-06 03:30:00,64.174,10.5,96.0,9.4,66.3
2010-07-06 04:00:00,68.39999999999999,10.7,95.0,9.4,70.5
2010-07-06 04:30:00,69.648,10.6,96.0,9.4,71.4
2010-07-06 05:00:00,71.892,10.8,95.0,16.6,69.9
2010-07-06 05:30:00,80.65599999999999,10.9,96.0,9.4,48.9
2010-07-06 06:00:00,89.53999999999999,10.9,96.0,5.4,18.5
2010-07-06 06:30:00,117.16,11.2,95.0,9.4,21.1
2010-07-06 07:00:00,130.204,11.2,94.0,9.4,32.8
2010-07-06 07:30:00,146.948,11.0,92.0,14.8,42.1
2010-07-06 08:00:00,158.414,10.6,95.0,14.8,48.9
2010-07-06 08:30:00,140.296,11.4,92.0,11.2,41.2
2010-07-06 09:00:00,105.15599999999999,12.7,86.0,11.2,30.5
2010-07-06 09:30:00,101.85799999999999,12.3,88.0,9.4,41.6
2010-07-06 10:00:00,99.25,12.5,88.0,13.0,52.5
2010-07-06 10:30:00,84.138,13.4,85.0,11.2,47.0
2010-07-06 11:00:00,53.769999999999996,14.2,82.0,11.2,35.4
2010-07-06 11:30:00,44.732,15.4,77.0,11.2,24.7
2010-07-06 12:00:00,10.975999999999999,16.4,66.0,29.5,14.5
2010-07-06 12:30:00,-7.646000000000001,17.0,61.0,20.5,10.7
2010-07-06 13:00:00,-5.221999999999994,16.3,62.0,18.4,12.6
2010-07-06 13:30:00,14.519999999999996,14.4,80.0,27.7,43.3
2010-07-06 14:00:00,35.05199999999999,14.7,74.0,27.7,69.3
2010-07-06 14:30:00,74.566,14.8,72.0,29.5,59.7
2010-07-06 15:00:00,97.932,14.0,84.0,35.3,46.8
2010-07-06 15:30:00,118.214,12.7,92.0,31.3,61.7
2010-07-06 16:00:00,138.46800000000002,13.4,87.0,27.7,76.9
2010-07-06 16:30:00,174.296,13.3,89.0,29.5,57.1
2010-07-06 17:00:00,195.99,13.0,84.0,29.5,16.1
2010-07-06 17:30:00,233.616,13.0,81.0,22.3,0.0
2010-07-06 18:00:00,244.992,12.8,80.0,24.1,0.0
2010-07-06 18:30:00,248.942,12.5,82.0,18.4,0.0
2010-07-06 19:00:00,251.724,12.6,81.0,16.6,0.0
2010-07-06 19:30:00,241.826,12.5,79.0,24.1,0.0
2010-07-06 20:00:00,246.04,12.3,78.0,20.5,5.0
2010-07-06 20:30:00,241.176,12.2,79.0,20.5,30.7
2010-07-06 21:00:00,229.734,11.9,79.0,18.4,50.0
2010-07-06 21:30:00,222.276,12.0,78.0,18.4,54.3
2010-07-06 22:00:00,214.16,11.9,78.0,20.5,54.9
2010-07-06 22:30:00,190.774,11.9,78.0,16.6,55.0
2010-07-06 23:00:00,164.82,11.8,79.0,16.6,55.0
2010-07-06 23:30:00,127.12,10.9,83.0,18.4,55.0
2010-07-07 00:00:00,107.388,11.3,81.0,20.5,55.0
2010-07-07 00:30:00,87.614,12.0,80.0,27.7,55.5
2010-07-07 01:00:00,83.694,13.1,79.0,33.5,56.1
2010-07-07 01:30:00,75.286,12.9,79.0,33.5,56.2
2010-07-07 02:00:00,69.502,13.0,76.0,31.3,56.2
2010-07-07 02:30:00,67.208,12.9,76.0,33.5,55.7
2010-07-07 03:00:00,63.782000000000004,12.9,73.0,25.9,55.2
2010-07-07 03:30:00,66.94,12.7,71.0,27.7,55.5
2010-07-07 04:00:00,71.52,11.3,75.0,27.7,56.1
2010-07-07 04:30:00,69.832,10.7,77.0,20.5,56.2
2010-07-07 05:00:00,72.918,10.8,78.0,14.8,56.8
2010-07-07 05:30:00,67.244,10.3,78.0,25.9,63.7
2010-07-07 06:00:00,70.86,10.7,81.0,31.3,71.5
2010-07-07 06:30:00,94.298,10.6,77.0,29.5,79.1
2010-07-07 07:00:00,108.046,10.4,78.0,25.9,84.8
2010-07-07 07:30:00,104.822,10.9,76.0,14.8,80.6
2010-07-07 08:00:00,120.34200000000001,11.0,75.0,27.7,73.1
2010-07-07 08:30:00,122.016,11.2,75.0,22.3,70.1
2010-07-07 09:00:00,131.048,11.9,74.0,27.7,67.2
2010-07-07 09:30:00,108.594,13.1,76.0,27.7,69.7
2010-07-07 10:00:00,101.64999999999999,13.1,74.0,27.7,73.8
2010-07-07 10:30:00,93.572,13.5,76.0,27.7,63.6
2010-07-07 11:00:00,100.868,14.0,76.0,27.7,47.9
2010-07-07 11:30:00,110.81600000000002,14.0,76.0,22.3,54.6
2010-07-07 12:00:00,112.95800000000001,13.9,82.0,24.1,67.2
2010-07-07 12:30:00,107.494,14.5,77.0,20.5,78.3
2010-07-07 13:00:00,98.594,14.1,80.0,25.9,85.5
2010-07-07 13:30:00,99.922,14.6,74.0,33.5,66.7
2010-07-07 14:00:00,93.566,15.2,72.0,35.3,37.7
2010-07-07 14:30:00,86.968,15.1,73.0,35.3,25.7
2010-07-07 15:00:00,87.544,15.0,75.0,38.9,17.5
2010-07-07 15:30:00,104.244,14.9,73.0,38.9,12.4
2010-07-07 16:00:00,124.36200000000001,14.8,75.0,35.3,6.3
2010-07-07 16:30:00,147.148,14.7,75.0,35.3,0.0
2010-07-07 17:00:00,172.608,14.6,75.0,37.1,0.0
2010-07-07 17:30:00,219.328,14.5,73.0,31.3,0.0
2010-07-07 18:00:00,251.378,14.4,74.0,35.3,0.0
2010-07-07 18:30:00,255.082,14.1,76.0,27.7,0.0
2010-07-07 19:00:00,255.706,13.7,76.0,27.7,0.0
2010-07-07 19:30:00,261.144,13.7,76.0,29.5,0.0
2010-07-07 20:00:00,256.762,13.5,76.0,29.5,5.1
2010-07-07 20:30:00,252.65,13.2,72.0,24.1,32.0
2010-07-07 21:00:00,251.274,12.6,71.0,16.6,52.3
2010-07-07 21:30:00,234.806,12.5,70.0,14.8,56.2
2010-07-07 22:00:00,219.884,11.4,72.0,14.8,56.2
2010-07-07 22:30:00,205.536,10.7,75.0,13.0,56.2
2010-07-07 23:00:00,185.85999999999999,9.4,79.0,14.8,54.9
2010-07-07 23:30:00,134.31,9.2,79.0,11.2,38.1
2010-07-08 00:00:00,117.976,8.8,81.0,11.2,12.0
2010-07-08 00:30:00,92.606,8.5,82.0,11.2,0.0
2010-07-08 01:00:00,83.138,8.0,84.0,13.0,0.0
2010-07-08 01:30:00,79.14,8.3,83.0,11.2,0.0
2010-07-08 02:00:00,72.862,8.3,83.0,11.2,0.0
2010-07-08 02:30:00,68.998,8.2,83.0,24.1,0.0
2010-07-08 03:00:00,70.586,8.4,85.0,13.0,0.0
2010-07-08 03:30:00,69.65400000000001,8.4,83.0,18.4,0.0
2010-07-08 04:00:00,69.318,9.0,83.0,13.0,0.0
2010-07-08 04:30:00,73.706,9.2,83.0,20.5,0.0
2010-07-08 05:00:00,78.62,9.4,85.0,11.2,0.0
2010-07-08 05:30:00,90.05199999999999,9.7,84.0,9.4,0.0
2010-07-08 06:00:00,93.384,10.1,82.0,20.5,0.0
2010-07-08 06:30:00,112.2,10.6,79.0,24.1,0.0
2010-07-08 07:00:00,128.556,12.2,81.0,24.1,4.8
2010-07-08 07:30:00,136.144,12.8,78.0,27.7,28.0
2010-07-08 08:00:00,156.464,12.9,80.0,27.7,44.7
2010-07-08 08:30:00,135.754,13.4,77.0,27.7,42.0
2010-07-08 09:00:00,113.948,13.9,77.0,33.5,35.1
2010-07-08 09:30:00,106.316,14.1,75.0,33.5,44.5
2010-07-08 10:00:00,77.76400000000001,14.1,76.0,33.5,52.9
2010-07-08 10:30:00,82.54400000000001,14.3,74.0,31.3,37.2
2010-07-08 11:00:00,75.75800000000001,13.8,84.0,33.5,12.4
2010-07-08 11:30:00,76.41000000000001,14.2,82.0,31.3,28.2
2010-07-08 12:00:00,61.897999999999996,13.4,88.0,35.3,52.3
2010-07-08 12:30:00,70.48,13.4,86.0,27.7,51.8
2010-07-08 13:00:00,86.562,13.6,86.0,29.5,44.9
2010-07-08 13:30:00,86.798,13.1,91.0,35.3,38.2
2010-07-08 14:00:00,114.132,12.8,93.0,22.3,33.5
2010-07-08 14:30:00,113.75199999999998,12.7,95.0,35.3,40.4
2010-07-08 15:00:00,126.60400000000001,12.4,99.0,22.3,51.2
2010-07-08 15:30:00,144.372,12.5,97.0,31.3,45.4
2010-07-08 16:00:00,163.86200000000002,12.4,97.0,22.3,29.2
2010-07-08 16:30:00,178.328,12.3,96.0,20.5,19.6
2010-07-08 17:00:00,193.76,12.4,95.0,27.7,8.4
2010-07-08 17:30:00,237.326,12.0,97.0,29.5,0.0
2010-07-08 18:00:00,258.312,12.3,97.0,18.4,0.0
2010-07-08 18:30:00,272.644,12.5,94.0,27.7,0.0
2010-07-08 19:00:00,275.586,12.1,96.0,22.3,0.0
2010-07-08 19:30:00,275.162,11.8,96.0,24.1,0.0
2010-07-08 20:00:00,247.474,11.9,94.0,22.3,0.0
2010-07-08 20:30:00,236.886,12.0,95.0,18.4,0.0
2010-07-08 21:00:00,225.18,11.8,95.0,20.5,0.0
2010-07-08 21:30:00,214.162,11.7,96.0,24.1,0.0
2010-07-08 22:00:00,195.67600000000002,11.5,96.0,14.8,0.0
2010-07-08 22:30:00,170.732,11.4,96.0,14.8,0.0
2010-07-08 23:00:00,146.832,11.4,95.0,13.0,0.0
2010-07-08 23:30:00,135.834,11.5,94.0,13.0,0.0
2010-07-09 00:00:00,115.704,11.3,94.0,18.4,0.0
2010-07-09 00:30:00,95.534,10.6,96.0,16.6,0.0
2010-07-09 01:00:00,93.836,10.6,95.0,14.8,0.0
2010-07-09 01:30:00,88.324,10.7,94.0,13.0,0.0
2010-07-09 02:00:00,76.138,9.8,97.0,13.0,5.1
2010-07-09 02:30:00,75.128,10.2,95.0,16.6,32.0
2010-07-09 03:00:00,75.974,10.0,95.0,14.8,52.2
2010-07-09 03:30:00,75.27,9.7,95.0,9.4,55.2
2010-07-09 04:00:00,72.58800000000001,9.7,96.0,18.4,54.0
2010-07-09 04:30:00,71.56,9.9,95.0,14.8,54.3
2010-07-09 05:00:00,76.758,10.5,94.0,9.4,53.6
2010-07-09 05:30:00,87.288,10.5,95.0,14.8,37.3
2010-07-09 06:00:00,91.926,10.1,95.0,13.0,11.8
2010-07-09 06:30:00,111.808,10.3,94.0,13.0,0.0
2010-07-09 07:00:00,120.372,9.9,92.0,14.8,8.7
2010-07-09 07:30:00,132.028,10.4,90.0,13.0,66.8
2010-07-09 08:00:00,153.238,10.6,90.0,11.2,94.8
2010-07-09 08:30:00,146.898,11.4,89.0,14.8,89.9
2010-07-09 09:00:00,113.72800000000001,11.4,89.0,16.6,66.8
2010-07-09 09:30:00,89.10400000000001,12.5,84.0,11.2,46.3
2010-07-09 10:00:00,68.898,13.0,83.0,11.2,31.4
2010-07-09 10:30:00,41.242000000000004,14.2,84.0,25.9,21.7
2010-07-09 11:00:00,10.391999999999996,15.1,79.0,27.7,12.5
2010-07-09 11:30:00,27.328000000000003,15.2,81.0,27.7,5.7
2010-07-09 12:00:00,23.421999999999997,15.4,79.0,29.5,1.1
2010-07-09 12:30:00,40.57799999999999,15.3,80.0,31.3,5.3
2010-07-09 13:00:00,62.791999999999994,14.7,84.0,27.7,14.1
2010-07-09 13:30:00,75.81,14.9,74.0,24.1,38.3
