datetime,netload_kW,air_temperature_in_degrees_c,relative_humidity_in_percentage,wind_speed_in_km_h,cloud_opacity
2011-11-23 02:30:00,49.234,15.2,96.0,13.0,96.5
2011-11-23 03:00:00,45.756,15.0,96.0,11.2,96.4
2011-11-23 03:30:00,48.232,15.1,97.0,16.6,96.4
2011-11-23 04:00:00,54.186,14.9,96.0,13.0,96.4
2011-11-23 04:30:00,47.58,15.1,96.0,13.0,96.9
2011-11-23 05:00:00,46.044,14.8,97.0,16.6,97.0
2011-11-23 05:30:00,60.391999999999996,15.2,97.0,5.4,96.4
2011-11-23 06:00:00,64.198,15.3,97.0,13.0,93.7
2011-11-23 06:30:00,79.684,15.5,97.0,20.5,89.6
2011-11-23 07:00:00,97.17399999999999,15.8,96.0,27.7,83.4
2011-11-23 07:30:00,106.93,15.8,96.0,24.1,89.0
2011-11-23 08:00:00,111.786,14.7,97.0,27.7,95.5
2011-11-23 08:30:00,113.152,15.1,97.0,25.9,95.6
2011-11-23 09:00:00,101.526,15.5,93.0,24.1,94.3
2011-11-23 09:30:00,98.39,15.8,90.0,18.4,92.2
2011-11-23 10:00:00,91.19200000000001,15.7,93.0,22.3,89.3
2011-11-23 10:30:00,98.82000000000001,16.0,91.0,27.7,91.9
2011-11-23 11:00:00,95.57000000000001,16.4,93.0,24.1,96.1
2011-11-23 11:30:00,96.622,16.2,93.0,25.9,95.8
2011-11-23 12:00:00,83.93199999999999,16.2,94.0,24.1,94.5
2011-11-23 12:30:00,74.93799999999999,16.3,97.0,37.1,93.9
2011-11-23 13:00:00,77.24000000000001,16.6,93.0,37.1,92.8
2011-11-23 13:30:00,70.20400000000001,16.9,86.0,35.3,87.8
2011-11-23 14:00:00,73.736,17.1,85.0,35.3,83.6
2011-11-23 14:30:00,70.138,17.8,81.0,31.3,83.5
2011-11-23 15:00:00,54.654,17.8,75.0,35.3,83.5
2011-11-23 15:30:00,39.158,17.8,73.0,37.1,84.0
2011-11-23 16:00:00,55.95599999999999,17.4,76.0,37.1,83.9
2011-11-23 16:30:00,79.18,17.1,79.0,33.5,76.8
2011-11-23 17:00:00,83.54599999999999,17.2,77.0,33.5,71.6
2011-11-23 17:30:00,103.176,17.3,72.0,37.1,62.5
2011-11-23 18:00:00,126.92399999999999,17.4,68.0,35.3,39.3
2011-11-23 18:30:00,142.29399999999998,17.5,65.0,33.5,24.4
2011-11-23 19:00:00,142.61999999999998,17.4,66.0,33.5,13.5
2011-11-23 19:30:00,137.4,17.4,66.0,31.3,21.8
2011-11-23 20:00:00,133.458,17.5,67.0,27.7,34.7
2011-11-23 20:30:00,136.812,17.6,68.0,27.7,49.2
2011-11-23 21:00:00,132.346,17.6,67.0,27.7,61.8
2011-11-23 21:30:00,132.314,17.8,69.0,31.3,64.3
2011-11-23 22:00:00,123.998,17.7,65.0,29.5,64.3
2011-11-23 22:30:00,109.96799999999999,17.7,66.0,29.5,64.3
2011-11-23 23:00:00,101.196,17.7,65.0,29.5,63.1
2011-11-23 23:30:00,85.086,17.6,67.0,27.7,47.9
2011-11-24 00:00:00,76.054,17.8,66.0,25.9,27.0
2011-11-24 00:30:00,60.474,17.8,67.0,25.9,24.1
2011-11-24 01:00:00,56.94,16.2,89.0,35.3,25.8
2011-11-24 01:30:00,54.461999999999996,16.3,85.0,33.5,19.7
2011-11-24 02:00:00,49.74,17.3,74.0,29.5,13.5
2011-11-24 02:30:00,50.122,17.6,72.0,29.5,32.0
2011-11-24 03:00:00,53.046,17.6,69.0,33.5,52.4
2011-11-24 03:30:00,48.826,17.7,69.0,33.5,57.8
2011-11-24 04:00:00,47.68,17.7,67.0,33.5,59.3
2011-11-24 04:30:00,49.827999999999996,17.8,65.0,31.3,58.3
2011-11-24 05:00:00,48.019999999999996,17.8,67.0,35.3,58.4
2011-11-24 05:30:00,57.72,17.9,66.0,31.3,76.4
2011-11-24 06:00:00,61.224,18.1,67.0,35.3,90.5
2011-11-24 06:30:00,80.93,17.9,67.0,35.3,91.5
2011-11-24 07:00:00,94.972,18.0,64.0,37.1,89.2
2011-11-24 07:30:00,82.298,18.0,68.0,35.3,89.8
2011-11-24 08:00:00,88.08800000000001,18.1,62.0,31.3,90.9
2011-11-24 08:30:00,76.332,18.1,61.0,33.5,93.4
2011-11-24 09:00:00,78.57,18.0,62.0,27.7,96.4
2011-11-24 09:30:00,78.274,16.5,78.0,29.5,97.0
2011-11-24 10:00:00,88.484,16.3,81.0,24.1,96.9
2011-11-24 10:30:00,82.732,16.3,81.0,27.7,95.8
2011-11-24 11:00:00,72.934,16.3,79.0,25.9,94.3
2011-11-24 11:30:00,67.49199999999999,17.3,77.0,29.5,88.3
2011-11-24 12:00:00,65.148,17.7,71.0,29.5,80.7
2011-11-24 12:30:00,26.881999999999998,17.6,68.0,24.1,82.8
2011-11-24 13:00:00,25.960000000000008,17.6,68.0,24.1,86.6
2011-11-24 13:30:00,32.626000000000005,17.3,68.0,24.1,89.7
2011-11-24 14:00:00,44.214,17.4,72.0,25.9,93.5
2011-11-24 14:30:00,57.08999999999999,17.3,73.0,22.3,93.2
2011-11-24 15:00:00,56.78,17.2,66.0,22.3,91.0
2011-11-24 15:30:00,46.846000000000004,17.6,66.0,22.3,83.1
2011-11-24 16:00:00,49.47200000000001,17.6,71.0,25.9,73.1
2011-11-24 16:30:00,66.30799999999999,17.3,71.0,22.3,74.6
2011-11-24 17:00:00,79.49600000000001,17.1,71.0,25.9,81.7
2011-11-24 17:30:00,104.316,16.2,80.0,20.5,83.8
2011-11-24 18:00:00,120.636,16.0,80.0,18.4,77.2
2011-11-24 18:30:00,135.868,16.1,82.0,16.6,59.1
2011-11-24 19:00:00,136.936,16.2,82.0,18.4,33.8
2011-11-24 19:30:00,139.6,16.3,79.0,18.4,20.7
2011-11-24 20:00:00,139.346,16.3,81.0,16.6,13.7
2011-11-24 20:30:00,141.648,16.5,78.0,18.4,32.0
2011-11-24 21:00:00,141.79,16.6,80.0,13.0,52.9
2011-11-24 21:30:00,126.562,16.7,79.0,9.4,63.7
2011-11-24 22:00:00,113.41,16.6,80.0,13.0,70.9
2011-11-24 22:30:00,104.71,16.5,80.0,11.2,72.4
2011-11-24 23:00:00,106.494,16.6,80.0,13.0,72.5
2011-11-24 23:30:00,97.122,16.9,74.0,16.6,74.4
2011-11-25 00:00:00,76.05799999999999,17.0,75.0,11.2,76.3
2011-11-25 00:30:00,62.044,16.3,82.0,13.0,74.6
2011-11-25 01:00:00,56.169999999999995,15.6,93.0,13.0,72.2
2011-11-25 01:30:00,55.612,15.4,94.0,9.4,73.8
2011-11-25 02:00:00,55.112,15.3,97.0,9.4,77.4
2011-11-25 02:30:00,55.980000000000004,15.6,94.0,13.0,88.6
2011-11-25 03:00:00,55.296,15.3,97.0,11.2,95.7
2011-11-25 03:30:00,52.756,15.4,99.0,11.2,96.0
2011-11-25 04:00:00,51.536,15.7,99.0,13.0,94.9
2011-11-25 04:30:00,50.178,15.8,99.0,13.0,92.1
2011-11-25 05:00:00,54.176,15.8,100.0,11.2,88.3
2011-11-25 05:30:00,66.542,16.1,99.0,14.8,90.1
2011-11-25 06:00:00,73.396,16.3,98.0,16.6,92.7
2011-11-25 06:30:00,90.38,16.8,94.0,14.8,93.8
2011-11-25 07:00:00,96.826,17.2,91.0,14.8,95.8
2011-11-25 07:30:00,94.24799999999999,17.6,91.0,18.4,95.0
2011-11-25 08:00:00,95.726,18.0,91.0,24.1,93.3
2011-11-25 08:30:00,91.02600000000001,19.0,87.0,20.5,92.4
2011-11-25 09:00:00,82.698,18.8,88.0,22.3,91.6
2011-11-25 09:30:00,88.766,19.2,87.0,20.5,87.6
2011-11-25 10:00:00,82.48599999999999,18.6,90.0,25.9,81.8
2011-11-25 10:30:00,67.864,19.0,84.0,16.6,83.7
2011-11-25 11:00:00,54.32200000000001,19.1,79.0,20.5,89.0
2011-11-25 11:30:00,52.44599999999999,19.0,80.0,18.4,92.1
2011-11-25 12:00:00,54.73199999999999,19.1,81.0,24.1,93.9
2011-11-25 12:30:00,57.974,19.0,84.0,18.4,94.4
2011-11-25 13:00:00,56.914,18.7,88.0,20.5,94.1
2011-11-25 13:30:00,77.236,18.7,88.0,18.4,90.4
2011-11-25 14:00:00,71.702,18.6,83.0,20.5,87.2
2011-11-25 14:30:00,70.672,18.5,87.0,20.5,87.5
2011-11-25 15:00:00,57.556,18.4,87.0,20.5,88.2
2011-11-25 15:30:00,68.41799999999999,18.6,86.0,22.3,92.1
2011-11-25 16:00:00,71.186,18.5,87.0,24.1,95.6
2011-11-25 16:30:00,74.27000000000001,18.5,89.0,24.1,91.8
2011-11-25 17:00:00,90.402,18.5,89.0,27.7,86.7
2011-11-25 17:30:00,111.118,18.5,89.0,24.1,82.7
2011-11-25 18:00:00,126.92000000000002,18.4,91.0,24.1,73.8
2011-11-25 18:30:00,155.70999999999998,18.7,90.0,24.1,85.9
2011-11-25 19:00:00,166.93599999999998,18.6,90.0,25.9,95.5
2011-11-25 19:30:00,153.724,18.6,90.0,25.9,96.5
2011-11-25 20:00:00,135.66,18.5,95.0,29.5,96.5
2011-11-25 20:30:00,130.056,18.7,94.0,29.5,96.5
2011-11-25 21:00:00,120.606,18.9,93.0,31.3,96.4
2011-11-25 21:30:00,120.216,18.9,93.0,33.5,96.5
2011-11-25 22:00:00,103.47800000000001,18.8,94.0,29.5,96.5
2011-11-25 22:30:00,111.432,18.7,94.0,31.3,96.5
2011-11-25 23:00:00,95.35000000000001,18.6,96.0,33.5,96.4
2011-11-25 23:30:00,80.24000000000001,18.5,98.0,33.5,93.8
2011-11-26 00:00:00,79.77,18.6,98.0,37.1,88.4
2011-11-26 00:30:00,64.992,18.8,98.0,35.3,85.7
2011-11-26 01:00:00,56.827999999999996,19.0,98.0,35.3,84.4
2011-11-26 01:30:00,56.816,19.2,98.0,35.3,86.9
2011-11-26 02:00:00,56.412,19.6,96.0,35.3,89.6
2011-11-26 02:30:00,59.431999999999995,19.6,96.0,40.7,88.5
2011-11-26 03:00:00,53.928,19.7,96.0,40.7,86.5
2011-11-26 03:30:00,50.64,19.7,97.0,40.7,88.4
2011-11-26 04:00:00,49.228,19.9,95.0,42.5,90.8
2011-11-26 04:30:00,50.846,19.9,95.0,42.5,92.2
2011-11-26 05:00:00,48.752,19.9,96.0,42.5,92.9
2011-11-26 05:30:00,56.534,20.1,95.0,46.4,90.9
2011-11-26 06:00:00,57.717999999999996,20.0,97.0,46.4,87.8
2011-11-26 06:30:00,70.486,20.1,95.0,40.7,88.7
2011-11-26 07:00:00,71.25200000000001,19.8,97.0,44.3,90.5
2011-11-26 07:30:00,84.154,19.9,98.0,46.4,94.2
2011-11-26 08:00:00,86.668,20.1,98.0,31.3,96.6
2011-11-26 08:30:00,97.198,20.3,99.0,20.5,96.3
2011-11-26 09:00:00,99.536,20.4,99.0,18.4,95.4
2011-11-26 09:30:00,101.26,19.9,98.0,16.6,94.0
2011-11-26 10:00:00,102.432,19.8,95.0,0.0,90.2
2011-11-26 10:30:00,103.618,20.6,91.0,18.4,69.2
2011-11-26 11:00:00,118.90400000000001,21.9,85.0,13.0,43.6
2011-11-26 11:30:00,79.264,22.7,78.0,16.6,57.3
2011-11-26 12:00:00,-20.167999999999992,23.0,77.0,20.5,75.5
2011-11-26 12:30:00,41.331999999999994,25.1,67.0,14.8,54.8
2011-11-26 13:00:00,25.242000000000004,26.7,57.0,14.8,19.9
2011-11-26 13:30:00,-42.498000000000005,27.6,55.0,24.1,16.8
2011-11-26 14:00:00,-59.14800000000001,27.2,60.0,27.7,20.8
2011-11-26 14:30:00,-65.852,24.7,71.0,37.1,32.8
2011-11-26 15:00:00,-54.3,25.2,69.0,33.5,46.1
2011-11-26 15:30:00,-9.772000000000006,26.4,64.0,38.9,46.7
2011-11-26 16:00:00,9.147999999999996,25.7,66.0,35.3,44.6
2011-11-26 16:30:00,14.385999999999996,25.4,67.0,33.5,49.9
2011-11-26 17:00:00,40.786,23.6,76.0,33.5,57.5
2011-11-26 17:30:00,73.738,24.4,70.0,25.9,54.5
2011-11-26 18:00:00,87.65,23.6,73.0,20.5,38.7
2011-11-26 18:30:00,94.272,23.4,73.0,14.8,25.3
2011-11-26 19:00:00,114.378,26.5,33.0,22.3,9.5
2011-11-26 19:30:00,123.58,26.2,30.0,33.5,0.0
2011-11-26 20:00:00,129.15,25.7,31.0,29.5,0.0
2011-11-26 20:30:00,124.702,24.9,33.0,24.1,0.0
2011-11-26 21:00:00,133.064,24.1,35.0,24.1,0.0
2011-11-26 21:30:00,129.798,23.6,37.0,18.4,0.0
2011-11-26 22:00:00,110.706,23.4,38.0,20.5,0.0
2011-11-26 22:30:00,109.708,23.3,36.0,25.9,0.0
2011-11-26 23:00:00,98.664,22.8,38.0,22.3,0.0
2011-11-26 23:30:00,88.518,22.2,42.0,13.0,0.0
2011-11-27 00:00:00,72.778,21.8,40.0,16.6,0.0
2011-11-27 00:30:00,67.94200000000001,21.1,44.0,13.0,0.0
2011-11-27 01:00:00,66.33800000000001,20.7,44.0,16.6,0.0
2011-11-27 01:30:00,58.462,19.6,52.0,18.4,0.0
2011-11-27 02:00:00,56.338,19.7,52.0,16.6,0.0
2011-11-27 02:30:00,57.21,19.5,52.0,16.6,0.0
2011-11-27 03:00:00,55.519999999999996,19.9,47.0,22.3,0.0
2011-11-27 03:30:00,56.275999999999996,20.0,46.0,22.3,0.0
2011-11-27 04:00:00,56.222,19.6,49.0,20.5,0.0
2011-11-27 04:30:00,58.918,19.8,46.0,20.5,0.0
2011-11-27 05:00:00,55.18,20.0,46.0,24.1,0.0
2011-11-27 05:30:00,57.376,20.5,44.0,22.3,0.0
2011-11-27 06:00:00,59.092,20.8,43.0,27.7,0.0
2011-11-27 06:30:00,58.11,21.5,42.0,27.7,0.0
2011-11-27 07:00:00,57.757999999999996,22.4,42.0,24.1,0.0
2011-11-27 07:30:00,47.583999999999996,23.2,41.0,27.7,0.0
2011-11-27 08:00:00,37.239999999999995,23.9,39.0,35.3,0.0
2011-11-27 08:30:00,24.108000000000004,24.9,38.0,35.3,0.0
2011-11-27 09:00:00,4.890000000000001,25.1,38.0,33.5,0.0
2011-11-27 09:30:00,-12.060000000000002,25.8,37.0,37.1,0.0
2011-11-27 10:00:00,-30.63599999999998,26.8,34.0,37.1,0.0
2011-11-27 10:30:00,-52.48600000000002,26.6,35.0,40.7,0.0
2011-11-27 11:00:00,-59.540000000000006,27.0,36.0,38.9,0.0
2011-11-27 11:30:00,-69.94200000000001,27.5,37.0,35.3,3.4
2011-11-27 12:00:00,-81.774,27.2,36.0,29.5,16.9
2011-11-27 12:30:00,-78.48199999999999,27.4,34.0,33.5,33.9
2011-11-27 13:00:00,-66.63800000000002,26.6,37.0,29.5,48.5
2011-11-27 13:30:00,-23.34400000000001,26.9,36.0,27.7,53.2
2011-11-27 14:00:00,-8.749999999999986,27.2,35.0,25.9,56.5
2011-11-27 14:30:00,-19.689999999999998,27.2,38.0,22.3,45.8
2011-11-27 15:00:00,-36.736000000000004,27.4,37.0,16.6,28.7
2011-11-27 15:30:00,-15.356000000000009,27.3,36.0,14.8,16.6
2011-11-27 16:00:00,7.5020000000000095,24.5,53.0,27.7,6.4
2011-11-27 16:30:00,7.117999999999995,22.9,66.0,27.7,7.6
2011-11-27 17:00:00,37.81,21.5,78.0,31.3,7.1
2011-11-27 17:30:00,59.236000000000004,21.7,73.0,31.3,0.0
2011-11-27 18:00:00,80.71199999999999,21.3,72.0,25.9,0.0
2011-11-27 18:30:00,101.224,20.7,73.0,22.3,0.0
2011-11-27 19:00:00,114.864,20.2,76.0,20.5,0.0
2011-11-27 19:30:00,135.08999999999997,19.9,74.0,16.6,0.0
2011-11-27 20:00:00,132.31,19.9,76.0,14.8,0.0
2011-11-27 20:30:00,135.646,19.6,77.0,13.0,0.0
2011-11-27 21:00:00,136.062,19.6,81.0,7.6,0.0
2011-11-27 21:30:00,127.852,19.6,78.0,7.6,0.0
2011-11-27 22:00:00,110.44,19.2,81.0,0.0,0.0
2011-11-27 22:30:00,113.65,19.9,78.0,0.0,0.0
2011-11-27 23:00:00,106.904,19.6,80.0,7.6,0.0
2011-11-27 23:30:00,88.062,18.7,84.0,0.0,0.0
2011-11-28 00:00:00,74.944,18.6,84.0,0.0,0.0
2011-11-28 00:30:00,69.29,18.3,84.0,9.4,0.0
2011-11-28 01:00:00,58.244,18.7,82.0,3.6,0.0
2011-11-28 01:30:00,54.918,18.4,83.0,9.4,0.0
2011-11-28 02:00:00,52.486,18.2,84.0,9.4,0.0
2011-11-28 02:30:00,50.444,17.9,86.0,7.6,0.0
2011-11-28 03:00:00,47.658,17.9,85.0,9.4,0.0
2011-11-28 03:30:00,49.366,17.7,87.0,9.4,0.0
2011-11-28 04:00:00,47.82,17.9,84.0,9.4,0.0
2011-11-28 04:30:00,51.222,17.9,84.0,13.0,0.0
2011-11-28 05:00:00,50.424,18.3,84.0,11.2,0.0
2011-11-28 05:30:00,59.498,19.1,81.0,11.2,0.0
2011-11-28 06:00:00,62.812000000000005,19.7,77.0,11.2,0.0
2011-11-28 06:30:00,75.69200000000001,20.7,73.0,13.0,0.0
2011-11-28 07:00:00,68.36,22.2,57.0,20.5,0.0
2011-11-28 07:30:00,55.230000000000004,23.1,52.0,20.5,0.0
2011-11-28 08:00:00,38.812,24.3,46.0,24.1,0.0
2011-11-28 08:30:00,19.431999999999988,25.2,45.0,20.5,0.0
2011-11-28 09:00:00,-3.980000000000004,26.3,42.0,22.3,0.0
2011-11-28 09:30:00,-28.122,27.2,40.0,16.6,0.0
2011-11-28 10:00:00,-49.146,27.1,43.0,20.5,1.6
2011-11-28 10:30:00,-59.26599999999999,27.4,46.0,16.6,1.4
2011-11-28 11:00:00,-72.84,26.8,50.0,24.1,0.0
2011-11-28 11:30:00,-82.19800000000001,26.3,54.0,24.1,0.0
2011-11-28 12:00:00,-90.664,27.1,51.0,24.1,0.0
2011-11-28 12:30:00,-87.806,27.6,50.0,31.3,0.0
2011-11-28 13:00:00,-81.666,27.1,52.0,31.3,0.0
2011-11-28 13:30:00,-72.94200000000001,27.8,48.0,33.5,0.0
2011-11-28 14:00:00,-68.52199999999999,26.6,50.0,35.3,0.0
2011-11-28 14:30:00,-54.66999999999999,27.4,47.0,37.1,0.0
2011-11-28 15:00:00,-41.92,26.7,48.0,40.7,0.0
2011-11-28 15:30:00,-31.47200000000001,26.0,49.0,40.7,0.0
2011-11-28 16:00:00,-19.450000000000003,26.7,46.0,40.7,1.4
2011-11-28 16:30:00,-7.602000000000004,25.5,54.0,37.1,6.5
2011-11-28 17:00:00,18.537999999999997,25.0,59.0,38.9,10.0
2011-11-28 17:30:00,55.544,24.7,61.0,35.3,9.4
2011-11-28 18:00:00,102.84799999999998,23.4,69.0,35.3,11.7
2011-11-28 18:30:00,126.47,23.0,74.0,33.5,12.0
2011-11-28 19:00:00,138.86599999999999,22.3,80.0,37.1,7.0
2011-11-28 19:30:00,132.724,22.0,82.0,37.1,0.0
2011-11-28 20:00:00,137.49599999999998,21.6,83.0,37.1,0.0
2011-11-28 20:30:00,135.128,21.6,83.0,35.3,0.0
2011-11-28 21:00:00,133.666,21.4,85.0,38.9,0.0
2011-11-28 21:30:00,129.826,21.4,84.0,37.1,0.0
2011-11-28 22:00:00,120.816,21.1,85.0,31.3,0.0
2011-11-28 22:30:00,116.084,21.0,86.0,31.3,0.0
2011-11-28 23:00:00,104.56,21.0,86.0,35.3,0.0
2011-11-28 23:30:00,95.868,20.9,86.0,38.9,0.0
2011-11-29 00:00:00,78.122,21.0,85.0,29.5,0.0
2011-11-29 00:30:00,67.964,21.2,85.0,25.9,0.0
2011-11-29 01:00:00,59.926,21.0,84.0,18.4,0.0
2011-11-29 01:30:00,58.75599999999999,20.3,88.0,5.4,0.0
2011-11-29 02:00:00,57.104,19.6,90.0,7.6,0.0
2011-11-29 02:30:00,56.598,19.5,92.0,11.2,0.0
2011-11-29 03:00:00,56.87,19.6,91.0,9.4,0.0
2011-11-29 03:30:00,53.104,19.2,93.0,9.4,0.0
2011-11-29 04:00:00,53.769999999999996,19.1,93.0,9.4,0.0
2011-11-29 04:30:00,54.3,19.6,90.0,9.4,0.0
2011-11-29 05:00:00,52.432,19.6,90.0,11.2,4.2
2011-11-29 05:30:00,64.996,21.2,85.0,11.2,21.0
2011-11-29 06:00:00,64.208,21.5,85.0,20.5,30.8
2011-11-29 06:30:00,76.866,21.9,81.0,24.1,29.1
2011-11-29 07:00:00,75.01599999999999,23.1,75.0,22.3,23.6
2011-11-29 07:30:00,54.224,23.8,70.0,18.4,9.7
2011-11-29 08:00:00,37.705999999999996,24.7,66.0,13.0,0.0
2011-11-29 08:30:00,13.74799999999999,25.4,65.0,14.8,0.0
2011-11-29 09:00:00,1.3000000000000114,24.8,66.0,16.6,0.0
2011-11-29 09:30:00,-25.769999999999996,25.7,64.0,20.5,1.7
2011-11-29 10:00:00,-49.69399999999999,25.2,68.0,25.9,12.6
2011-11-29 10:30:00,-59.432,26.7,63.0,33.5,15.4
2011-11-29 11:00:00,-48.88200000000002,26.3,63.0,29.5,13.3
2011-11-29 11:30:00,-72.49399999999999,26.9,61.0,35.3,9.1
2011-11-29 12:00:00,-55.012,27.4,61.0,38.9,6.9
2011-11-29 12:30:00,-44.02799999999999,25.7,69.0,38.9,22.8
2011-11-29 13:00:00,-36.10199999999999,25.4,71.0,42.5,41.0
2011-11-29 13:30:00,-28.586,25.8,70.0,44.3,55.8
2011-11-29 14:00:00,-7.774000000000001,25.1,72.0,44.3,70.2
2011-11-29 14:30:00,3.25,25.1,73.0,38.9,77.1
2011-11-29 15:00:00,7.61999999999999,24.6,76.0,42.5,79.4
2011-11-29 15:30:00,25.647999999999996,24.2,77.0,44.3,67.5
2011-11-29 16:00:00,49.08599999999999,23.9,79.0,48.2,49.8
2011-11-29 16:30:00,65.084,24.7,76.0,46.4,42.8
2011-11-29 17:00:00,67.97399999999999,23.6,80.0,51.8,42.4
2011-11-29 17:30:00,78.768,24.0,78.0,48.2,50.4
2011-11-29 18:00:00,101.11600000000001,22.7,84.0,46.4,56.0
2011-11-29 18:30:00,131.932,23.4,81.0,42.5,55.3
2011-11-29 19:00:00,147.776,22.5,86.0,42.5,51.8
2011-11-29 19:30:00,147.284,22.9,83.0,40.7,35.7
2011-11-29 20:00:00,143.052,23.0,84.0,38.9,11.5
2011-11-29 20:30:00,141.338,22.5,85.0,44.3,0.0
2011-11-29 21:00:00,137.676,22.2,87.0,38.9,0.0
2011-11-29 21:30:00,136.3,22.2,87.0,38.9,0.0
2011-11-29 22:00:00,130.08,21.5,90.0,35.3,0.0
2011-11-29 22:30:00,116.294,21.7,89.0,27.7,0.0
2011-11-29 23:00:00,109.794,21.9,88.0,33.5,0.0
2011-11-29 23:30:00,84.196,21.9,88.0,27.7,0.0
2011-11-30 00:00:00,74.036,21.7,89.0,27.7,0.0
2011-11-30 00:30:00,72.538,21.5,89.0,29.5,0.0
2011-11-30 01:00:00,66.006,21.6,88.0,29.5,0.0
2011-11-30 01:30:00,63.342,21.5,90.0,25.9,0.0
2011-11-30 02:00:00,56.996,21.3,90.0,18.4,0.0
2011-11-30 02:30:00,58.42,21.4,89.0,16.6,0.0
2011-11-30 03:00:00,54.236,21.8,89.0,13.0,0.0
2011-11-30 03:30:00,54.339999999999996,21.3,91.0,20.5,0.0
2011-11-30 04:00:00,55.98,21.8,89.0,16.6,0.0
2011-11-30 04:30:00,58.632,21.9,89.0,16.6,0.0
2011-11-30 05:00:00,59.304,22.5,85.0,18.4,7.2
2011-11-30 05:30:00,67.576,22.4,85.0,22.3,53.5
2011-11-30 06:00:00,67.49199999999999,22.9,81.0,25.9,83.4
2011-11-30 06:30:00,71.9,24.2,75.0,16.6,80.0
2011-11-30 07:00:00,72.638,24.9,71.0,20.5,66.7
2011-11-30 07:30:00,63.596,24.7,72.0,24.1,65.8
2011-11-30 08:00:00,66.696,25.2,70.0,31.3,67.1
2011-11-30 08:30:00,80.086,25.0,71.0,35.3,55.6
2011-11-30 09:00:00,65.626,25.9,67.0,33.5,41.6
2011-11-30 09:30:00,33.99999999999999,25.7,66.0,37.1,46.3
2011-11-30 10:00:00,-1.941999999999993,26.0,65.0,40.7,54.2
2011-11-30 10:30:00,-14.456000000000003,26.4,62.0,44.3,57.1
2011-11-30 11:00:00,-17.305999999999997,26.9,60.0,44.3,62.1
2011-11-30 11:30:00,-39.696,25.8,63.0,40.7,78.5
2011-11-30 12:00:00,-8.490000000000009,25.6,64.0,35.3,91.8
2011-11-30 12:30:00,30.436000000000007,26.7,60.0,33.5,87.4
2011-11-30 13:00:00,47.386,27.1,59.0,29.5,76.7
2011-11-30 13:30:00,28.883999999999993,31.1,35.0,35.3,71.5
2011-11-30 14:00:00,31.52600000000001,31.3,35.0,27.7,69.5
2011-11-30 14:30:00,32.128,31.7,35.0,29.5,49.6
2011-11-30 15:00:00,13.593999999999994,32.3,34.0,27.7,23.2
2011-11-30 15:30:00,-2.084000000000003,31.9,33.0,24.1,54.5
2011-11-30 16:00:00,9.560000000000002,31.3,32.0,24.1,86.0
2011-11-30 16:30:00,64.108,30.9,35.0,18.4,80.4
2011-11-30 17:00:00,117.93199999999999,30.0,39.0,16.6,68.5
2011-11-30 17:30:00,133.38600000000002,28.6,42.0,16.6,72.8
2011-11-30 18:00:00,135.874,28.4,44.0,14.8,74.7
2011-11-30 18:30:00,147.42399999999998,28.4,43.0,13.0,71.5
2011-11-30 19:00:00,166.97799999999998,28.0,46.0,11.2,67.3
2011-11-30 19:30:00,152.094,27.5,49.0,11.2,65.9
2011-11-30 20:00:00,147.614,26.3,55.0,9.4,65.4
2011-11-30 20:30:00,150.516,23.2,68.0,16.6,65.3
2011-11-30 21:00:00,144.182,21.8,78.0,22.3,65.6
2011-11-30 21:30:00,145.508,20.6,88.0,22.3,68.5
2011-11-30 22:00:00,131.364,20.0,81.0,16.6,71.7
2011-11-30 22:30:00,133.28,18.9,81.0,29.5,72.0
2011-11-30 23:00:00,109.312,18.1,81.0,18.4,71.1
2011-11-30 23:30:00,86.68599999999999,17.6,91.0,38.9,65.2
2011-12-01 00:00:00,78.95,17.0,91.0,42.5,57.9
2011-12-01 00:30:00,65.646,16.4,91.0,44.3,56.2
2011-12-01 01:00:00,63.873999999999995,16.1,88.0,46.4,56.2
2011-12-01 01:30:00,62.172,16.0,88.0,37.1,55.7
2011-12-01 02:00:00,55.18,16.3,82.0,37.1,55.5
2011-12-01 02:30:00,53.952,16.5,79.0,42.5,59.6
2011-12-01 03:00:00,51.519999999999996,16.4,78.0,33.5,64.4
2011-12-01 03:30:00,50.842,16.3,77.0,35.3,65.3
2011-12-01 04:00:00,50.204,16.4,74.0,35.3,64.9
2011-12-01 04:30:00,49.242,16.8,72.0,38.9,59.0
2011-12-01 05:00:00,50.81,17.0,71.0,42.5,53.3
2011-12-01 05:30:00,61.196,16.9,68.0,42.5,69.9
2011-12-01 06:00:00,62.206,17.0,66.0,42.5,85.1
2011-12-01 06:30:00,80.702,16.5,71.0,33.5,85.0
2011-12-01 07:00:00,80.164,16.7,66.0,37.1,79.8
2011-12-01 07:30:00,72.332,16.9,63.0,37.1,79.9
2011-12-01 08:00:00,64.844,17.0,61.0,37.1,80.5
2011-12-01 08:30:00,61.122,16.7,65.0,33.5,75.5
2011-12-01 09:00:00,55.617999999999995,17.1,66.0,37.1,68.5
2011-12-01 09:30:00,21.387999999999998,16.6,66.0,33.5,52.5
2011-12-01 10:00:00,16.536,17.6,58.0,35.3,34.4
2011-12-01 10:30:00,13.456000000000003,18.3,56.0,33.5,37.6
2011-12-01 11:00:00,-10.292000000000002,18.3,56.0,33.5,47.4
2011-12-01 11:30:00,-43.28800000000001,17.7,54.0,31.3,61.0
