datetime,netload_kW,air_temperature_in_degrees_c,relative_humidity_in_percentage,wind_speed_in_km_h
2021-07-01 00:00:00,75.6525886,13.7,96.0,13.0
2021-07-01 00:30:00,81.10461660000003,13.2,96.0,9.4
2021-07-01 01:00:00,83.79116639999998,13.3,97.0,11.2
2021-07-01 01:30:00,56.98355860000002,13.2,97.0,7.6
2021-07-01 02:00:00,48.19000519999998,12.9,98.0,7.6
2021-07-01 02:30:00,40.16739859999998,12.6,98.0,0.0
2021-07-01 03:00:00,33.8331138,12.3,98.0,7.6
2021-07-01 03:30:00,51.929960799999975,12.1,98.0,7.6
2021-07-01 04:00:00,50.9253808,11.7,98.0,11.2
2021-07-01 04:30:00,63.22201460000001,11.7,99.0,9.4
2021-07-01 05:00:00,74.28394479999994,11.3,99.0,11.2
2021-07-01 05:30:00,94.07655199999999,11.1,99.0,9.4
2021-07-01 06:00:00,112.50400499999998,11.1,99.0,11.2
2021-07-01 06:30:00,113.00500000000004,10.6,99.0,7.6
2021-07-01 07:00:00,118.96183920000003,10.9,99.0,7.6
2021-07-01 07:30:00,138.5983932000001,11.3,99.0,0.0
2021-07-01 08:00:00,126.16930740000005,11.7,99.0,7.6
2021-07-01 08:30:00,114.142459,11.9,97.0,11.2
2021-07-01 09:00:00,83.04487019999998,12.3,96.0,13.0
2021-07-01 09:30:00,76.4065886,12.9,96.0,13.0
2021-07-01 10:00:00,71.42714819999998,13.3,95.0,9.4
2021-07-01 10:30:00,53.75545980000001,13.4,94.0,9.4
2021-07-01 11:00:00,50.451031000000015,14.1,93.0,9.4
2021-07-01 11:30:00,38.715063400000005,14.4,90.0,9.4
2021-07-01 12:00:00,18.054753800000018,15.1,88.0,9.4
2021-07-01 12:30:00,-2.660983000000016,15.9,83.0,9.4
2021-07-01 13:00:00,-14.756666999999988,15.1,82.0,5.4
2021-07-01 13:30:00,28.477352,15.3,84.0,7.6
2021-07-01 14:00:00,60.06625660000001,15.4,85.0,7.6
2021-07-01 14:30:00,82.37895560000003,16.2,79.0,9.4
2021-07-01 15:00:00,92.81758260000004,16.0,81.0,7.6
2021-07-01 15:30:00,113.49366040000002,16.6,74.0,13.0
2021-07-01 16:00:00,112.86310280000002,16.7,75.0,13.0
2021-07-01 16:30:00,135.33300519999997,16.5,77.0,13.0
2021-07-01 17:00:00,132.37039959999993,16.1,80.0,9.4
2021-07-01 17:30:00,137.6808346,16.1,80.0,9.4
2021-07-01 18:00:00,131.30414739999995,16.2,80.0,9.4
2021-07-01 18:30:00,124.04346939999999,16.1,81.0,9.4
2021-07-01 19:00:00,126.30558420000003,15.8,83.0,11.2
2021-07-01 19:30:00,130.0873456,15.7,85.0,13.0
2021-07-01 20:00:00,117.98253479999998,14.7,90.0,13.0
2021-07-01 20:30:00,112.73068819999999,14.7,91.0,5.4
2021-07-01 21:00:00,116.0040008,14.2,93.0,13.0
2021-07-01 21:30:00,117.57412060000004,14.3,95.0,7.6
2021-07-01 22:00:00,117.5441814,14.3,95.0,11.2
2021-07-01 22:30:00,108.81375879999997,14.1,95.0,13.0
2021-07-01 23:00:00,92.111088,13.7,96.0,13.0
2021-07-01 23:30:00,81.05442840000002,13.5,96.0,11.2
2021-07-02 00:00:00,66.49916779999998,13.4,96.0,9.4
2021-07-02 00:30:00,40.54775460000003,13.4,96.0,9.4
2021-07-02 01:00:00,21.547625000000014,13.2,96.0,9.4
2021-07-02 01:30:00,11.165918399999978,13.0,95.0,9.4
2021-07-02 02:00:00,10.569937999999997,12.6,95.0,9.4
2021-07-02 02:30:00,5.555385599999986,12.4,96.0,7.6
2021-07-02 03:00:00,15.318541400000015,12.6,96.0,5.4
2021-07-02 03:30:00,8.314317200000009,12.5,96.0,0.0
2021-07-02 04:00:00,0.40889139999999813,12.0,96.0,9.4
2021-07-02 04:30:00,15.510365999999992,11.9,96.0,9.4
2021-07-02 05:00:00,30.663966199999987,11.5,97.0,9.4
2021-07-02 05:30:00,56.34310860000002,11.7,98.0,9.4
2021-07-02 06:00:00,87.6872744,12.2,98.0,11.2
2021-07-02 06:30:00,96.7088628,12.5,97.0,13.0
2021-07-02 07:00:00,100.47946679999998,12.8,96.0,13.0
2021-07-02 07:30:00,101.59937160000003,12.7,95.0,14.8
2021-07-02 08:00:00,91.2297282,12.7,95.0,14.8
2021-07-02 08:30:00,65.17727480000002,12.7,93.0,11.2
2021-07-02 09:00:00,59.78730460000001,13.4,91.0,11.2
2021-07-02 09:30:00,37.97527740000001,13.1,91.0,11.2
2021-07-02 10:00:00,5.380407999999997,13.5,91.0,14.8
2021-07-02 10:30:00,-24.22873720000001,14.0,87.0,14.8
2021-07-02 11:00:00,-69.40385660000003,15.0,83.0,16.6
2021-07-02 11:30:00,-80.41036599999994,15.5,79.0,16.6
2021-07-02 12:00:00,-86.60994720000002,15.8,78.0,13.0
2021-07-02 12:30:00,-89.67059100000003,17.3,73.0,14.8
2021-07-02 13:00:00,-89.407947,18.1,68.0,9.4
2021-07-02 13:30:00,-83.64274040000002,19.0,66.0,9.4
2021-07-02 14:00:00,-53.18276720000002,19.7,64.0,7.6
2021-07-02 14:30:00,-17.455093000000012,18.0,70.0,9.4
2021-07-02 15:00:00,20.879152200000014,16.6,81.0,9.4
2021-07-02 15:30:00,46.236876800000005,18.2,74.0,7.6
2021-07-02 16:00:00,81.60214880000002,16.4,81.0,7.6
2021-07-02 16:30:00,98.8050288,16.9,78.0,9.4
2021-07-02 17:00:00,106.35611740000002,16.6,82.0,9.4
2021-07-02 17:30:00,107.83741440000001,15.5,85.0,7.6
2021-07-02 18:00:00,124.5098722,15.4,86.0,3.6
2021-07-02 18:30:00,135.46881,16.4,80.0,7.6
