datetime,netload_kW,air_temperature_in_degrees_c,relative_humidity_in_percentage,wind_speed_in_km_h
2021-07-01 00:00:00,654.1912518000003,13.7,96.0,13.0
2021-07-01 00:30:00,636.8917514000001,13.2,96.0,9.4
2021-07-01 01:00:00,682.5029122000001,13.3,97.0,11.2
2021-07-01 01:30:00,432.8521167999997,13.2,97.0,7.6
2021-07-01 02:00:00,402.67660019999994,12.9,98.0,7.6
2021-07-01 02:30:00,330.04344740000005,12.6,98.0,0.0
2021-07-01 03:00:00,231.50573980000001,12.3,98.0,7.6
2021-07-01 03:30:00,401.6647766,12.1,98.0,7.6
2021-07-01 04:00:00,442.6769227999999,11.7,98.0,11.2
2021-07-01 04:30:00,504.2826004,11.7,99.0,9.4
2021-07-01 05:00:00,594.1473341999995,11.3,99.0,11.2
2021-07-01 05:30:00,720.0025094,11.1,99.0,9.4
2021-07-01 06:00:00,857.8931806000002,11.1,99.0,11.2
2021-07-01 06:30:00,953.6377807999996,10.6,99.0,7.6
2021-07-01 07:00:00,1022.0144664000002,10.9,99.0,7.6
2021-07-01 07:30:00,1190.6343877999998,11.3,99.0,0.0
2021-07-01 08:00:00,1102.030925199999,11.7,99.0,7.6
2021-07-01 08:30:00,1019.4009768000004,11.9,97.0,11.2
2021-07-01 09:00:00,797.6906685999996,12.3,96.0,13.0
2021-07-01 09:30:00,697.4708168000001,12.9,96.0,13.0
2021-07-01 10:00:00,676.0257962000001,13.3,95.0,9.4
2021-07-01 10:30:00,498.0059574000003,13.4,94.0,9.4
2021-07-01 11:00:00,508.1367264,14.1,93.0,9.4
2021-07-01 11:30:00,364.7491362,14.4,90.0,9.4
2021-07-01 12:00:00,172.43849959999991,15.1,88.0,9.4
2021-07-01 12:30:00,-35.19996040000018,15.9,83.0,9.4
2021-07-01 13:00:00,-91.98531079999991,15.1,82.0,5.4
2021-07-01 13:30:00,280.7327100000001,15.3,84.0,7.6
2021-07-01 14:00:00,538.9148106,15.4,85.0,7.6
2021-07-01 14:30:00,726.268565,16.2,79.0,9.4
2021-07-01 15:00:00,849.5180584000005,16.0,81.0,7.6
2021-07-01 15:30:00,946.4984652000002,16.6,74.0,13.0
2021-07-01 16:00:00,984.6884736,16.7,75.0,13.0
2021-07-01 16:30:00,1182.9793566000003,16.5,77.0,13.0
2021-07-01 17:00:00,1218.4916900000003,16.1,80.0,9.4
2021-07-01 17:30:00,1337.4166173999997,16.1,80.0,9.4
2021-07-01 18:00:00,1288.4242216000005,16.2,80.0,9.4
2021-07-01 18:30:00,1122.9289142,16.1,81.0,9.4
2021-07-01 19:00:00,1138.3714967999997,15.8,83.0,11.2
