datetime,netload_kW,air_temperature_in_degrees_c,relative_humidity_in_percentage,wind_speed_in_km_h
2021-07-01 00:00:00,84.76002380000001,13.7,96.0,13.0
2021-07-01 00:30:00,78.07680600000002,13.2,96.0,9.4
2021-07-01 01:00:00,65.42267600000001,13.3,97.0,11.2
2021-07-01 01:30:00,40.027438800000006,13.2,97.0,7.6
2021-07-01 02:00:00,39.076652,12.9,98.0,7.6
2021-07-01 02:30:00,40.3805476,12.6,98.0,0.0
2021-07-01 03:00:00,26.348387599999985,12.3,98.0,7.6
2021-07-01 03:30:00,50.126353799999976,12.1,98.0,7.6
2021-07-01 04:00:00,53.01578440000001,11.7,98.0,11.2
2021-07-01 04:30:00,56.02994040000001,11.7,99.0,9.4
2021-07-01 05:00:00,68.50312459999998,11.3,99.0,11.2
2021-07-01 05:30:00,81.41225240000003,11.1,99.0,9.4
2021-07-01 06:00:00,92.56446239999997,11.1,99.0,11.2
2021-07-01 06:30:00,110.26757440000004,10.6,99.0,7.6
2021-07-01 07:00:00,118.89283599999999,10.9,99.0,7.6
2021-07-01 07:30:00,136.95850320000002,11.3,99.0,0.0
2021-07-01 08:00:00,127.98259340000008,11.7,99.0,7.6
2021-07-01 08:30:00,119.71297580000005,11.9,97.0,11.2
2021-07-01 09:00:00,88.26331539999997,12.3,96.0,13.0
2021-07-01 09:30:00,76.56543140000001,12.9,96.0,13.0
2021-07-01 10:00:00,74.648382,13.3,95.0,9.4
2021-07-01 10:30:00,60.40650119999999,13.4,94.0,9.4
2021-07-01 11:00:00,61.17825160000001,14.1,93.0,9.4
2021-07-01 11:30:00,41.55596560000001,14.4,90.0,9.4
2021-07-01 12:00:00,17.874473600000016,15.1,88.0,9.4
2021-07-01 12:30:00,1.8620448000000027,15.9,83.0,9.4
2021-07-01 13:00:00,-0.07753680000002006,15.1,82.0,5.4
2021-07-01 13:30:00,36.629781400000006,15.3,84.0,7.6
2021-07-01 14:00:00,59.59345160000001,15.4,85.0,7.6
2021-07-01 14:30:00,78.69589880000002,16.2,79.0,9.4
2021-07-01 15:00:00,101.89184119999997,16.0,81.0,7.6
2021-07-01 15:30:00,111.2850672,16.6,74.0,13.0
2021-07-01 16:00:00,113.52852820000001,16.7,75.0,13.0
