datetime,netload_kW,air_temperature_in_degrees_c,relative_humidity_in_percentage,wind_speed_in_km_h
2021-07-01 00:00:00,9.1102824,13.7,96.0,13.0
2021-07-01 00:30:00,12.0900496,13.2,96.0,9.4
2021-07-01 01:00:00,12.519279800000001,13.3,97.0,11.2
2021-07-01 01:30:00,4.547204000000001,13.2,97.0,7.6
2021-07-01 02:00:00,4.607528800000001,12.9,98.0,7.6
2021-07-01 02:30:00,6.4805978,12.6,98.0,0.0
2021-07-01 03:00:00,4.8781622,12.3,98.0,7.6
2021-07-01 03:30:00,3.5304092000000007,12.1,98.0,7.6
2021-07-01 04:00:00,2.5359450000000003,11.7,98.0,11.2
2021-07-01 04:30:00,3.7498386000000004,11.7,99.0,9.4
2021-07-01 05:00:00,3.9650077999999995,11.3,99.0,11.2
2021-07-01 05:30:00,4.6242518,11.1,99.0,9.4
2021-07-01 06:00:00,8.1066474,11.1,99.0,11.2
2021-07-01 06:30:00,7.685332000000001,10.6,99.0,7.6
2021-07-01 07:00:00,10.88598,10.9,99.0,7.6
2021-07-01 07:30:00,20.1930916,11.3,99.0,0.0
2021-07-01 08:00:00,16.0324244,11.7,99.0,7.6
2021-07-01 08:30:00,17.818051,11.9,97.0,11.2
2021-07-01 09:00:00,6.4864192,12.3,96.0,13.0
2021-07-01 09:30:00,5.326776199999999,12.9,96.0,13.0
2021-07-01 10:00:00,1.1955632,13.3,95.0,9.4
2021-07-01 10:30:00,-0.5487823999999999,13.4,94.0,9.4
2021-07-01 11:00:00,0.6284374000000001,14.1,93.0,9.4
2021-07-01 11:30:00,1.9748765999999993,14.4,90.0,9.4
2021-07-01 12:00:00,-1.5931516000000001,15.1,88.0,9.4
2021-07-01 12:30:00,-3.1200411999999993,15.9,83.0,9.4
2021-07-01 13:00:00,-6.467537399999999,15.1,82.0,5.4
2021-07-01 13:30:00,2.0156434,15.3,84.0,7.6
2021-07-01 14:00:00,3.8594236000000004,15.4,85.0,7.6
2021-07-01 14:30:00,6.1357236,16.2,79.0,9.4
2021-07-01 15:00:00,9.5665084,16.0,81.0,7.6
2021-07-01 15:30:00,13.147888199999999,16.6,74.0,13.0
2021-07-01 16:00:00,11.187930600000001,16.7,75.0,13.0
2021-07-01 16:30:00,8.0213984,16.5,77.0,13.0
2021-07-01 17:00:00,9.8542722,16.1,80.0,9.4
2021-07-01 17:30:00,11.339395800000002,16.1,80.0,9.4
2021-07-01 18:00:00,9.104292200000003,16.2,80.0,9.4
2021-07-01 18:30:00,11.347524199999999,16.1,81.0,9.4
2021-07-01 19:00:00,8.921332600000001,15.8,83.0,11.2
2021-07-01 19:30:00,7.7134166,15.7,85.0,13.0
2021-07-01 20:00:00,7.724469600000001,14.7,90.0,13.0
2021-07-01 20:30:00,7.618780800000001,14.7,91.0,5.4
2021-07-01 21:00:00,7.0701562000000004,14.2,93.0,13.0
2021-07-01 21:30:00,6.8242552000000005,14.3,95.0,7.6
2021-07-01 22:00:00,8.600561,14.3,95.0,11.2
2021-07-01 22:30:00,6.9792684000000005,14.1,95.0,13.0
2021-07-01 23:00:00,7.549973400000001,13.7,96.0,13.0
2021-07-01 23:30:00,7.215044400000001,13.5,96.0,11.2
2021-07-02 00:00:00,6.666668000000001,13.4,96.0,9.4
2021-07-02 00:30:00,8.2483618,13.4,96.0,9.4
2021-07-02 01:00:00,0.24302100000000015,13.2,96.0,9.4
2021-07-02 01:30:00,2.8153466,13.0,95.0,9.4
2021-07-02 02:00:00,2.9536207999999995,12.6,95.0,9.4
2021-07-02 02:30:00,2.3405476,12.4,96.0,7.6
2021-07-02 03:00:00,3.0021610000000005,12.6,96.0,5.4
2021-07-02 03:30:00,3.3025460000000004,12.5,96.0,0.0
2021-07-02 04:00:00,0.8425800000000003,12.0,96.0,9.4
2021-07-02 04:30:00,1.3346014000000002,11.9,96.0,9.4
2021-07-02 05:00:00,2.6233066,11.5,97.0,9.4
2021-07-02 05:30:00,5.5093841999999995,11.7,98.0,9.4
2021-07-02 06:00:00,6.5358688,12.2,98.0,11.2
2021-07-02 06:30:00,7.0784614,12.5,97.0,13.0
2021-07-02 07:00:00,8.8901076,12.8,96.0,13.0
2021-07-02 07:30:00,7.5812588000000005,12.7,95.0,14.8
2021-07-02 08:00:00,4.4684578,12.7,95.0,14.8
2021-07-02 08:30:00,0.9161094000000003,12.7,93.0,11.2
2021-07-02 09:00:00,1.949122000000001,13.4,91.0,11.2
2021-07-02 09:30:00,-2.3937746,13.1,91.0,11.2
2021-07-02 10:00:00,-6.3683971999999995,13.5,91.0,14.8
2021-07-02 10:30:00,-8.659260799999998,14.0,87.0,14.8
2021-07-02 11:00:00,-14.1252022,15.0,83.0,16.6
2021-07-02 11:30:00,-14.7961376,15.5,79.0,16.6
2021-07-02 12:00:00,-19.5027348,15.8,78.0,13.0
2021-07-02 12:30:00,-12.096756800000001,17.3,73.0,14.8
2021-07-02 13:00:00,-13.6663,18.1,68.0,9.4
2021-07-02 13:30:00,-16.9385438,19.0,66.0,9.4
2021-07-02 14:00:00,-13.745351000000001,19.7,64.0,7.6
2021-07-02 14:30:00,-12.2957098,18.0,70.0,9.4
2021-07-02 15:00:00,-2.2802128000000006,16.6,81.0,9.4
2021-07-02 15:30:00,-0.7809335999999999,18.2,74.0,7.6
2021-07-02 16:00:00,4.1100698,16.4,81.0,7.6
2021-07-02 16:30:00,8.298812799999999,16.9,78.0,9.4
2021-07-02 17:00:00,12.271496200000001,16.6,82.0,9.4
2021-07-02 17:30:00,8.032109,15.5,85.0,7.6
2021-07-02 18:00:00,11.4112308,15.4,86.0,3.6
2021-07-02 18:30:00,10.9991896,16.4,80.0,7.6
2021-07-02 19:00:00,7.825501600000001,15.8,75.0,0.0
2021-07-02 19:30:00,9.1075276,16.2,68.0,9.4
2021-07-02 20:00:00,10.825368800000001,15.8,68.0,16.6
2021-07-02 20:30:00,13.261261600000001,14.6,71.0,16.6
2021-07-02 21:00:00,9.140492600000002,14.7,71.0,13.0
2021-07-02 21:30:00,10.3084174,14.4,73.0,18.4
2021-07-02 22:00:00,11.0170472,13.6,76.0,14.8
2021-07-02 22:30:00,10.503817800000002,13.1,78.0,11.2
2021-07-02 23:00:00,13.5437144,12.9,78.0,11.2
2021-07-02 23:30:00,12.0439038,12.6,78.0,13.0
2021-07-03 00:00:00,10.2866132,12.2,81.0,13.0
2021-07-03 00:30:00,11.9334746,11.7,81.0,13.0
2021-07-03 01:00:00,10.659498200000002,11.6,82.0,16.6
2021-07-03 01:30:00,5.118823,11.6,80.0,13.0
2021-07-03 02:00:00,6.8567556000000005,11.5,79.0,13.0
2021-07-03 02:30:00,6.623371000000001,11.3,79.0,14.8
2021-07-03 03:00:00,5.5869722,10.7,82.0,13.0
2021-07-03 03:30:00,3.702578,10.6,82.0,13.0
2021-07-03 04:00:00,5.7410218,9.8,85.0,20.5
2021-07-03 04:30:00,5.4888102,9.9,86.0,20.5
2021-07-03 05:00:00,6.0387654,9.4,86.0,7.6
2021-07-03 05:30:00,8.961608,9.1,88.0,14.8
2021-07-03 06:00:00,9.63307,9.0,88.0,11.2
2021-07-03 06:30:00,11.2422316,9.5,86.0,14.8
2021-07-03 07:00:00,10.144840199999999,9.7,85.0,16.6
2021-07-03 07:30:00,13.103935200000002,9.5,86.0,13.0
2021-07-03 08:00:00,16.2442974,10.0,83.0,18.4
2021-07-03 08:30:00,6.6351608,10.8,78.0,13.0
2021-07-03 09:00:00,1.402798400000001,12.3,72.0,14.8
2021-07-03 09:30:00,-6.3828216,13.4,69.0,13.0
2021-07-03 10:00:00,-9.409762400000002,14.4,63.0,13.0
2021-07-03 10:30:00,-14.478447399999997,15.3,61.0,14.8
2021-07-03 11:00:00,-20.191145999999996,16.1,60.0,16.6
2021-07-03 11:30:00,-23.0816356,17.6,55.0,13.0
2021-07-03 12:00:00,-18.246108,17.9,56.0,11.2
2021-07-03 12:30:00,-18.5943644,17.6,53.0,7.6
2021-07-03 13:00:00,-14.0681256,19.3,48.0,9.4
2021-07-03 13:30:00,-17.6802232,19.4,42.0,3.6
2021-07-03 14:00:00,-11.686814800000002,17.6,49.0,7.6
2021-07-03 14:30:00,-7.574115999999999,19.6,42.0,5.4
2021-07-03 15:00:00,-5.1888984,20.0,40.0,9.4
2021-07-03 15:30:00,-0.2900149999999999,16.7,65.0,13.0
2021-07-03 16:00:00,4.8377128,17.4,57.0,7.6
2021-07-03 16:30:00,11.374312,17.1,60.0,9.4
2021-07-03 17:00:00,11.3082334,16.4,62.0,11.2
2021-07-03 17:30:00,8.6511182,16.3,63.0,7.6
2021-07-03 18:00:00,10.5885926,16.2,65.0,11.2
2021-07-03 18:30:00,10.7462824,16.4,64.0,9.4
2021-07-03 19:00:00,11.8649458,15.6,66.0,5.4
2021-07-03 19:30:00,7.666341200000001,15.4,69.0,0.0
2021-07-03 20:00:00,11.4265722,14.2,69.0,18.4
2021-07-03 20:30:00,14.338558400000002,14.0,64.0,16.6
2021-07-03 21:00:00,9.788729,13.2,66.0,13.0
2021-07-03 21:30:00,9.8795918,12.9,68.0,14.8
2021-07-03 22:00:00,13.4222254,12.6,69.0,13.0
2021-07-03 22:30:00,10.619286800000001,11.6,73.0,11.2
2021-07-03 23:00:00,11.926854200000001,11.0,79.0,14.8
2021-07-03 23:30:00,10.157562200000001,10.8,77.0,14.8
2021-07-04 00:00:00,8.9695608,10.7,74.0,13.0
2021-07-04 00:30:00,7.0473596,10.0,72.0,20.5
2021-07-04 01:00:00,7.1121336,10.2,64.0,25.9
2021-07-04 01:30:00,6.4459736,10.2,58.0,27.7
2021-07-04 02:00:00,6.6479334,9.7,59.0,18.4
2021-07-04 02:30:00,4.8873712000000005,9.3,61.0,14.8
2021-07-04 03:00:00,3.8579712,9.3,59.0,18.4
2021-07-04 03:30:00,5.556666,8.3,63.0,25.9
2021-07-04 04:00:00,5.7697076,9.1,60.0,16.6
2021-07-04 04:30:00,4.4131526,10.4,53.0,25.9
2021-07-04 05:00:00,5.0535132,9.4,57.0,14.8
2021-07-04 05:30:00,6.697856000000002,9.0,58.0,27.7
2021-07-04 06:00:00,5.416003600000001,9.0,58.0,24.1
2021-07-04 06:30:00,5.5727612,9.4,58.0,18.4
2021-07-04 07:00:00,7.4911586,9.0,61.0,16.6
2021-07-04 07:30:00,8.7133826,8.8,62.0,14.8
2021-07-04 08:00:00,5.367698200000001,8.9,63.0,13.0
2021-07-04 08:30:00,2.3150908000000006,9.4,59.0,20.5
2021-07-04 09:00:00,-4.051732199999998,10.5,57.0,11.2
2021-07-04 09:30:00,-9.003727,11.6,51.0,24.1
2021-07-04 10:00:00,-16.286182600000004,12.5,46.0,24.1
2021-07-04 10:30:00,-16.591741400000004,13.4,44.0,25.9
2021-07-04 11:00:00,-18.955108600000003,13.3,44.0,24.1
2021-07-04 11:30:00,-19.3336076,14.2,45.0,22.3
2021-07-04 12:00:00,-20.378301,14.9,42.0,22.3
2021-07-04 12:30:00,-21.7667314,14.5,41.0,20.5
2021-07-04 13:00:00,-22.695661800000003,15.5,42.0,16.6
2021-07-04 13:30:00,-21.431416600000006,15.2,38.0,16.6
2021-07-04 14:00:00,-17.602142200000003,15.3,41.0,18.4
2021-07-04 14:30:00,-12.6146156,16.0,39.0,16.6
2021-07-04 15:00:00,-4.035358400000001,15.8,37.0,14.8
2021-07-04 15:30:00,3.3501588,15.4,37.0,18.4
2021-07-04 16:00:00,8.271842399999999,15.4,38.0,14.8
2021-07-04 16:30:00,16.9206064,15.2,40.0,16.6
2021-07-04 17:00:00,16.831463400000004,14.6,41.0,13.0
2021-07-04 17:30:00,14.440267800000003,14.0,44.0,13.0
2021-07-04 18:00:00,14.3088232,13.0,49.0,11.2
2021-07-04 18:30:00,13.252078400000002,12.4,52.0,13.0
2021-07-04 19:00:00,9.9922634,11.5,55.0,18.4
2021-07-04 19:30:00,13.717143799999999,11.3,52.0,22.3
2021-07-04 20:00:00,13.0130062,10.9,55.0,22.3
2021-07-04 20:30:00,9.8557804,10.3,57.0,22.3
2021-07-04 21:00:00,10.727613200000002,9.8,60.0,16.6
2021-07-04 21:30:00,11.781815800000002,9.3,62.0,22.3
2021-07-04 22:00:00,16.805382400000003,9.7,57.0,29.5
2021-07-04 22:30:00,11.985060400000002,9.7,56.0,22.3
2021-07-04 23:00:00,7.5330878000000006,8.9,60.0,16.6
2021-07-04 23:30:00,6.7580984000000015,8.4,61.0,18.4
2021-07-05 00:00:00,9.2584384,8.0,63.0,16.6
2021-07-05 00:30:00,8.7388944,8.2,63.0,16.6
2021-07-05 01:00:00,7.9169697999999995,8.0,63.0,14.8
2021-07-05 01:30:00,7.3533784,7.5,66.0,22.3
2021-07-05 02:00:00,9.7810124,7.5,67.0,20.5
2021-07-05 02:30:00,7.034222,6.9,70.0,18.4
2021-07-05 03:00:00,4.4263242,6.6,72.0,18.4
2021-07-05 03:30:00,3.4150598,6.8,71.0,16.6
2021-07-05 04:00:00,2.9344533999999998,6.9,72.0,16.6
2021-07-05 04:30:00,4.536845200000001,7.3,70.0,16.6
2021-07-05 05:00:00,5.0185196,7.6,68.0,13.0
2021-07-05 05:30:00,8.912157,8.2,69.0,13.0
2021-07-05 06:00:00,13.3571808,7.7,70.0,25.9
2021-07-05 06:30:00,12.332978200000001,8.4,70.0,25.9
2021-07-05 07:00:00,17.434473600000004,8.0,70.0,20.5
2021-07-05 07:30:00,18.266247200000002,8.4,70.0,9.4
2021-07-05 08:00:00,17.9413464,9.7,66.0,16.6
2021-07-05 08:30:00,13.680390800000001,10.5,63.0,14.8
2021-07-05 09:00:00,4.5990992,12.0,59.0,16.6
2021-07-05 09:30:00,0.8126414000000004,12.2,57.0,24.1
2021-07-05 10:00:00,-7.101676000000001,12.7,55.0,27.7
2021-07-05 10:30:00,-15.226709000000003,13.9,54.0,22.3
2021-07-05 11:00:00,-14.002567200000001,14.4,51.0,20.5
2021-07-05 11:30:00,-16.1757304,14.9,49.0,18.4
2021-07-05 12:00:00,-11.861917599999998,15.0,49.0,18.4
2021-07-05 12:30:00,-14.852645400000004,15.5,48.0,16.6
2021-07-05 13:00:00,-20.002174000000004,14.9,50.0,16.6
2021-07-05 13:30:00,-18.0697918,15.5,45.0,13.0
2021-07-05 14:00:00,-12.3287906,15.7,44.0,13.0
2021-07-05 14:30:00,-9.079125399999999,16.2,38.0,13.0
2021-07-05 15:00:00,-0.7996879999999995,15.7,41.0,16.6
2021-07-05 15:30:00,4.95473,15.6,41.0,11.2
2021-07-05 16:00:00,10.215803399999999,15.4,43.0,11.2
2021-07-05 16:30:00,14.5766474,15.0,42.0,16.6
2021-07-05 17:00:00,19.2689756,14.6,43.0,14.8
2021-07-05 17:30:00,17.0310928,13.2,48.0,13.0
2021-07-05 18:00:00,13.532583,12.8,49.0,16.6
2021-07-05 18:30:00,11.3648934,12.8,48.0,16.6
2021-07-05 19:00:00,15.078432000000001,12.7,48.0,20.5
2021-07-05 19:30:00,14.842982200000002,12.2,50.0,25.9
2021-07-05 20:00:00,12.850156400000001,11.5,54.0,24.1
2021-07-05 20:30:00,15.2211998,11.1,57.0,27.7
2021-07-05 21:00:00,14.2958506,10.4,59.0,27.7
2021-07-05 21:30:00,11.845268,10.1,61.0,24.1
2021-07-05 22:00:00,11.7225206,9.8,60.0,18.4
2021-07-05 22:30:00,11.973084800000002,9.2,63.0,16.6
2021-07-05 23:00:00,12.619333600000001,9.3,63.0,20.5
2021-07-05 23:30:00,8.748476,9.2,64.0,14.8
2021-07-06 00:00:00,6.751590200000001,8.5,65.0,25.9
2021-07-06 00:30:00,7.404882200000001,9.5,61.0,27.7
2021-07-06 01:00:00,8.844939,9.6,60.0,27.7
2021-07-06 01:30:00,9.48146,8.5,65.0,20.5
2021-07-06 02:00:00,4.382387,8.0,67.0,13.0
2021-07-06 02:30:00,3.462169,7.8,68.0,13.0
2021-07-06 03:00:00,4.502782,7.2,70.0,16.6
2021-07-06 03:30:00,1.9293006000000001,7.4,70.0,9.4
2021-07-06 04:00:00,4.1773204,7.5,71.0,13.0
2021-07-06 04:30:00,1.4385568,7.1,71.0,13.0
2021-07-06 05:00:00,2.9473792000000003,7.1,72.0,16.6
2021-07-06 05:30:00,5.7989116,7.1,73.0,14.8
2021-07-06 06:00:00,6.6477274,6.9,72.0,13.0
2021-07-06 06:30:00,7.639025,7.2,72.0,14.8
2021-07-06 07:00:00,11.2766862,6.9,72.0,14.8
2021-07-06 07:30:00,14.580550200000001,7.7,70.0,14.8
2021-07-06 08:00:00,17.723483,7.5,69.0,18.4
2021-07-06 08:30:00,11.3889084,9.3,62.0,13.0
2021-07-06 09:00:00,2.5715656000000005,10.2,60.0,14.8
2021-07-06 09:30:00,4.402476200000001,10.7,58.0,16.6
2021-07-06 10:00:00,1.053915599999999,11.6,56.0,16.6
2021-07-06 10:30:00,-12.9546794,12.4,53.0,18.4
2021-07-06 11:00:00,-10.8368194,13.6,50.0,13.0
2021-07-06 11:30:00,-10.991412,14.8,46.0,13.0
2021-07-06 12:00:00,-13.206622800000002,14.5,48.0,18.4
2021-07-06 12:30:00,-14.565880000000003,15.1,46.0,14.8
2021-07-06 13:00:00,-16.842322000000003,16.1,46.0,9.4
2021-07-06 13:30:00,-15.162683999999999,15.1,49.0,7.6
2021-07-06 14:00:00,-10.949731,15.1,52.0,9.4
2021-07-06 14:30:00,-6.8230526000000005,15.5,48.0,5.4
2021-07-06 15:00:00,3.21681,15.1,54.0,9.4
2021-07-06 15:30:00,5.6261804,14.7,53.0,9.4
2021-07-06 16:00:00,8.8502216,14.2,64.0,11.2
2021-07-06 16:30:00,11.0025244,14.2,56.0,11.2
2021-07-06 17:00:00,15.275446600000002,13.8,57.0,9.4
2021-07-06 17:30:00,20.5114322,13.3,63.0,11.2
2021-07-06 18:00:00,15.7972624,13.4,67.0,13.0
2021-07-06 18:30:00,20.167931600000003,13.2,71.0,14.8
2021-07-06 19:00:00,28.376801,12.7,78.0,13.0
2021-07-06 19:30:00,26.378636,12.3,78.0,11.2
2021-07-06 20:00:00,18.875358000000002,11.5,77.0,9.4
2021-07-06 20:30:00,13.674099800000002,11.5,75.0,13.0
2021-07-06 21:00:00,12.935653800000003,11.6,74.0,13.0
2021-07-06 21:30:00,14.328003800000001,10.9,75.0,13.0
2021-07-06 22:00:00,17.4094202,10.6,79.0,18.4
2021-07-06 22:30:00,11.775467600000002,10.2,78.0,18.4
2021-07-06 23:00:00,13.309778599999998,9.8,78.0,14.8
2021-07-06 23:30:00,12.3368088,8.4,81.0,9.4
2021-07-07 00:00:00,10.171459599999999,8.1,81.0,11.2
2021-07-07 00:30:00,9.158641399999999,7.9,79.0,11.2
2021-07-07 01:00:00,10.715476599999999,7.4,79.0,13.0
2021-07-07 01:30:00,8.4655962,7.0,78.0,14.8
2021-07-07 02:00:00,7.153115199999999,6.6,78.0,16.6
2021-07-07 02:30:00,6.0361764,6.1,79.0,14.8
2021-07-07 03:00:00,7.578596200000001,5.9,79.0,13.0
2021-07-07 03:30:00,6.247919800000001,5.8,80.0,13.0
2021-07-07 04:00:00,7.6568396000000005,5.7,80.0,14.8
2021-07-07 04:30:00,6.5300924,5.7,80.0,11.2
2021-07-07 05:00:00,7.896489,5.8,79.0,14.8
2021-07-07 05:30:00,9.6617718,5.9,79.0,14.8
2021-07-07 06:00:00,9.713574800000002,5.9,77.0,14.8
2021-07-07 06:30:00,7.1699324,6.3,77.0,16.6
2021-07-07 07:00:00,9.0618768,6.0,76.0,14.8
