experiment_no,exp_date,dataset_no,dataset,dataset_freq_min,dataset_length_week,forecast_horizon_min,train_pct,test_pct,model_no,hyperparameter_no,model_name,hyperparamter,run_seed,seed_keys_overridden,runtime_ms,train_RMSE,train_RMSE_stddev,test_RMSE,test_RMSE_stddev,train_nRMSE,train_nRMSE_stddev,test_nRMSE,test_nRMSE_stddev
E00012,2026-05-26,ds22,sa,30,40,1440,0.9,0.1,m17,hp1,m17_xgb_hp1,"xgb_seed: 1, n_estimators: 200, learning_rate: 0.1, max_depth: 6, subsample: 0.8, colsample_bytree: 0.8",,,25372.088098526,2.4602000000000004,0.04596810488443771,6.749199999999999,1.4573138760518725,1.7889765316006858,0.033426494122598946,4.907796279603019,1.0597107241008175
