datetime,grossload_kWh,pv_kWh,netload_kWh,netload_kW
2010-07-01 00:00:00,107.92,0.024,107.896,215.792
2010-07-01 00:30:00,96.71,0.036000000000000004,96.67399999999999,193.34799999999998
2010-07-01 01:00:00,83.088,0.032,83.056,166.112
2010-07-01 01:30:00,76.777,0.024,76.753,153.506
2010-07-01 02:00:00,70.262,0.008,70.254,140.508
2010-07-01 02:30:00,72.246,0.012,72.234,144.468
2010-07-01 03:00:00,75.406,0.018000000000000002,75.388,150.776
2010-07-01 03:30:00,72.766,0.025,72.741,145.482
2010-07-01 04:00:00,74.369,0.024,74.345,148.69
2010-07-01 04:30:00,78.703,0.013000000000000001,78.69,157.38
2010-07-01 05:00:00,84.167,0.031,84.136,168.272
2010-07-01 05:30:00,93.153,0.012,93.141,186.282
2010-07-01 06:00:00,108.4,0.024,108.376,216.752
2010-07-01 06:30:00,147.701,0.031,147.67,295.34
2010-07-01 07:00:00,179.142,0.015,179.127,358.254
2010-07-01 07:30:00,191.323,0.676,190.64700000000002,381.29400000000004
2010-07-01 08:00:00,204.599,8.778,195.821,391.642
2010-07-01 08:30:00,197.543,22.555,174.988,349.976
2010-07-01 09:00:00,178.374,40.42,137.954,275.908
2010-07-01 09:30:00,149.242,61.735,87.50699999999999,175.01399999999998
2010-07-01 10:00:00,141.556,81.553,60.003000000000014,120.00600000000003
2010-07-01 10:30:00,130.692,99.91,30.78200000000001,61.56400000000002
2010-07-01 11:00:00,131.744,100.613,31.131,62.262
2010-07-01 11:30:00,125.713,123.977,1.73599999999999,3.47199999999998
2010-07-01 12:00:00,117.156,130.121,-12.965000000000003,-25.930000000000007
2010-07-01 12:30:00,115.762,132.421,-16.658999999999992,-33.317999999999984
2010-07-01 13:00:00,107.12,128.337,-21.216999999999985,-42.43399999999997
2010-07-01 13:30:00,95.903,123.597,-27.69399999999999,-55.38799999999998
2010-07-01 14:00:00,94.837,107.517,-12.679999999999993,-25.359999999999985
2010-07-01 14:30:00,89.884,88.321,1.5630000000000024,3.1260000000000048
2010-07-01 15:00:00,91.284,61.511,29.773000000000003,59.54600000000001
2010-07-01 15:30:00,97.548,36.673,60.875,121.75
2010-07-01 16:00:00,113.321,20.519,92.80199999999999,185.60399999999998
2010-07-01 16:30:00,138.798,5.442,133.356,266.712
2010-07-01 17:00:00,191.302,0.477,190.825,381.65
2010-07-01 17:30:00,243.152,0.012,243.14,486.28
2010-07-01 18:00:00,284.594,0.049,284.545,569.09
2010-07-01 18:30:00,282.588,0.008,282.58000000000004,565.1600000000001
2010-07-01 19:00:00,268.335,0.024,268.311,536.622
2010-07-01 19:30:00,265.962,0.038,265.924,531.848
2010-07-01 20:00:00,269.152,0.049,269.103,538.206
2010-07-01 20:30:00,253.152,0.019,253.13299999999998,506.26599999999996
2010-07-01 21:00:00,236.449,0.006,236.443,472.886
2010-07-01 21:30:00,220.461,0.018000000000000002,220.443,440.886
2010-07-01 22:00:00,195.164,0.002,195.16199999999998,390.32399999999996
2010-07-01 22:30:00,168.641,0.051,168.59,337.18
2010-07-01 23:00:00,143.761,0.006,143.755,287.51
2010-07-01 23:30:00,125.259,0.031,125.228,250.456
2010-07-02 00:00:00,128.783,0.014,128.76899999999998,257.53799999999995
2010-07-02 00:30:00,89.276,0.006,89.27,178.54
2010-07-02 01:00:00,82.81,0.006,82.804,165.608
2010-07-02 01:30:00,74.128,0.024,74.104,148.208
2010-07-02 02:00:00,73.154,0.006,73.148,146.296
2010-07-02 02:30:00,70.911,0.012,70.899,141.798
2010-07-02 03:00:00,68.401,0.006,68.395,136.79
2010-07-02 03:30:00,70.138,0.024,70.114,140.228
2010-07-02 04:00:00,65.581,0.03,65.551,131.102
2010-07-02 04:30:00,70.271,0.018000000000000002,70.253,140.506
2010-07-02 05:00:00,74.207,0.036000000000000004,74.17099999999999,148.34199999999998
2010-07-02 05:30:00,93.09,0.018000000000000002,93.072,186.144
2010-07-02 06:00:00,104.414,0.042,104.372,208.744
2010-07-02 06:30:00,125.82,0.043,125.77699999999999,251.55399999999997
2010-07-02 07:00:00,150.647,0.018000000000000002,150.629,301.258
2010-07-02 07:30:00,168.888,0.147,168.741,337.482
2010-07-02 08:00:00,188.468,3.93,184.53799999999998,369.07599999999996
2010-07-02 08:30:00,184.947,12.981,171.966,343.932
2010-07-02 09:00:00,164.772,24.873,139.899,279.798
2010-07-02 09:30:00,149.308,31.971,117.33699999999999,234.67399999999998
2010-07-02 10:00:00,152.67,31.299,121.37099999999998,242.74199999999996
2010-07-02 10:30:00,144.137,32.075,112.062,224.124
2010-07-02 11:00:00,141.667,34.452,107.215,214.43
2010-07-02 11:30:00,141.714,33.976,107.738,215.476
2010-07-02 12:00:00,134.986,34.189,100.797,201.594
2010-07-02 12:30:00,140.394,32.766,107.62800000000001,215.25600000000003
2010-07-02 13:00:00,143.49,32.647,110.84300000000002,221.68600000000004
2010-07-02 13:30:00,149.767,28.802,120.965,241.93
2010-07-02 14:00:00,151.254,27.053,124.201,248.402
2010-07-02 14:30:00,142.644,20.054,122.59,245.18
2010-07-02 15:00:00,142.749,16.58,126.169,252.338
2010-07-02 15:30:00,141.003,10.682,130.321,260.642
2010-07-02 16:00:00,167.14,7.023,160.117,320.234
2010-07-02 16:30:00,195.931,2.758,193.173,386.346
2010-07-02 17:00:00,214.39600000000002,0.075,214.32100000000003,428.64200000000005
2010-07-02 17:30:00,289.319,0.038,289.281,578.562
2010-07-02 18:00:00,309.191,0.007,309.18399999999997,618.3679999999999
2010-07-02 18:30:00,294.112,0.001,294.11100000000005,588.2220000000001
2010-07-02 19:00:00,281.541,0.036000000000000004,281.505,563.01
2010-07-02 19:30:00,278.337,0.026000000000000002,278.311,556.622
2010-07-02 20:00:00,267.005,0.024,266.981,533.962
2010-07-02 20:30:00,273.416,0.031,273.385,546.77
2010-07-02 21:00:00,259.497,0.025,259.47200000000004,518.9440000000001
2010-07-02 21:30:00,232.691,0.024,232.667,465.334
2010-07-02 22:00:00,210.52,0.026000000000000002,210.494,420.988
2010-07-02 22:30:00,187.714,0.032,187.682,375.364
2010-07-02 23:00:00,165.394,0.007,165.387,330.774
2010-07-02 23:30:00,144.208,0.024,144.184,288.368
2010-07-03 00:00:00,115.496,0.039,115.457,230.914
2010-07-03 00:30:00,110.842,0.026000000000000002,110.816,221.632
2010-07-03 01:00:00,92.786,0.016,92.77,185.54
2010-07-03 01:30:00,81.16,0.016,81.14399999999999,162.28799999999998
2010-07-03 02:00:00,77.243,0.036000000000000004,77.207,154.414
2010-07-03 02:30:00,74.244,0.031,74.213,148.426
2010-07-03 03:00:00,71.813,0.036000000000000004,71.777,143.554
2010-07-03 03:30:00,71.064,0.012,71.05199999999999,142.10399999999998
2010-07-03 04:00:00,73.267,0.018000000000000002,73.249,146.498
2010-07-03 04:30:00,70.984,0.06,70.92399999999999,141.84799999999998
2010-07-03 05:00:00,74.441,0.018000000000000002,74.423,148.846
2010-07-03 05:30:00,84.471,0.036000000000000004,84.435,168.87
2010-07-03 06:00:00,94.528,0.012,94.516,189.032
2010-07-03 06:30:00,97.507,0.027999999999999997,97.479,194.958
2010-07-03 07:00:00,114.28999999999999,0.009000000000000001,114.28099999999999,228.56199999999998
2010-07-03 07:30:00,149.43,1.694,147.73600000000002,295.47200000000004
2010-07-03 08:00:00,182.434,13.546,168.888,337.776
2010-07-03 08:30:00,187.534,27.561,159.97299999999998,319.94599999999997
2010-07-03 09:00:00,175.482,50.064,125.418,250.836
2010-07-03 09:30:00,165.591,74.674,90.917,181.834
2010-07-03 10:00:00,154.651,97.798,56.85300000000001,113.70600000000002
2010-07-03 10:30:00,138.466,114.368,24.098000000000013,48.196000000000026
2010-07-03 11:00:00,122.627,126.818,-4.1910000000000025,-8.382000000000005
2010-07-03 11:30:00,129.014,134.629,-5.614999999999981,-11.229999999999961
2010-07-03 12:00:00,127.921,137.905,-9.983999999999995,-19.96799999999999
2010-07-03 12:30:00,127.886,137.96,-10.074000000000012,-20.148000000000025
2010-07-03 13:00:00,123.037,135.13,-12.09299999999999,-24.18599999999998
2010-07-03 13:30:00,122.602,127.588,-4.98599999999999,-9.97199999999998
2010-07-03 14:00:00,114.486,114.599,-0.11299999999999955,-0.2259999999999991
2010-07-03 14:30:00,111.758,97.445,14.313000000000002,28.626000000000005
2010-07-03 15:00:00,111.362,76.085,35.277,70.554
2010-07-03 15:30:00,117.145,52.577,64.568,129.136
2010-07-03 16:00:00,128.855,29.414,99.44099999999999,198.88199999999998
2010-07-03 16:30:00,156.309,11.008000000000001,145.301,290.602
2010-07-03 17:00:00,188.179,1.12,187.059,374.118
2010-07-03 17:30:00,235.481,0.016,235.465,470.93
2010-07-03 18:00:00,260.689,0.03,260.65900000000005,521.3180000000001
2010-07-03 18:30:00,254.889,0.025,254.864,509.728
2010-07-03 19:00:00,244.802,0.014,244.78799999999998,489.57599999999996
2010-07-03 19:30:00,246.304,0.031,246.273,492.546
2010-07-03 20:00:00,251.284,0.015,251.269,502.538
2010-07-03 20:30:00,242.494,0.02,242.474,484.948
2010-07-03 21:00:00,232.72,0.026000000000000002,232.694,465.388
2010-07-03 21:30:00,216.987,0.051000000000000004,216.936,433.872
2010-07-03 22:00:00,196.347,0.007,196.34,392.68
2010-07-03 22:30:00,191.809,0.026000000000000002,191.783,383.566
2010-07-03 23:00:00,166.52700000000002,0.026000000000000002,166.501,333.002
2010-07-03 23:30:00,134.353,0.018000000000000002,134.335,268.67
2010-07-04 00:00:00,103.222,0.03,103.192,206.384
2010-07-04 00:30:00,98.326,0.007,98.31899999999999,196.63799999999998
2010-07-04 01:00:00,90.0,0.018000000000000002,89.982,179.964
2010-07-04 01:30:00,80.413,0.012,80.401,160.802
2010-07-04 02:00:00,82.507,0.019,82.488,164.976
2010-07-04 02:30:00,73.296,0.03,73.266,146.532
2010-07-04 03:00:00,69.884,0.006,69.878,139.756
2010-07-04 03:30:00,67.783,0.024,67.759,135.518
2010-07-04 04:00:00,70.085,0.012,70.073,140.146
2010-07-04 04:30:00,70.381,0.006,70.375,140.75
2010-07-04 05:00:00,71.994,0.02,71.974,143.948
2010-07-04 05:30:00,78.067,0.032,78.035,156.07
2010-07-04 06:00:00,84.793,0.03,84.763,169.526
2010-07-04 06:30:00,104.923,0.036000000000000004,104.887,209.774
2010-07-04 07:00:00,119.957,0.024,119.93299999999999,239.86599999999999
2010-07-04 07:30:00,131.118,0.516,130.602,261.204
2010-07-04 08:00:00,155.543,7.216,148.327,296.654
2010-07-04 08:30:00,158.701,23.142,135.559,271.118
2010-07-04 09:00:00,167.636,39.646,127.99,255.98
2010-07-04 09:30:00,168.357,54.013,114.344,228.688
2010-07-04 10:00:00,158.226,73.249,84.977,169.954
2010-07-04 10:30:00,146.139,81.715,64.424,128.848
2010-07-04 11:00:00,140.217,95.242,44.97500000000001,89.95000000000002
2010-07-04 11:30:00,124.721,103.979,20.742000000000004,41.48400000000001
2010-07-04 12:00:00,129.044,98.42099999999999,30.62300000000002,61.24600000000004
2010-07-04 12:30:00,130.969,100.874,30.095,60.19
2010-07-04 13:00:00,120.38,89.286,31.093999999999994,62.18799999999999
2010-07-04 13:30:00,120.891,96.79,24.101,48.202
2010-07-04 14:00:00,122.906,94.338,28.568000000000012,57.136000000000024
2010-07-04 14:30:00,125.95100000000001,76.515,49.43600000000001,98.87200000000001
2010-07-04 15:00:00,124.804,57.364,67.44,134.88
2010-07-04 15:30:00,133.927,37.745,96.18199999999999,192.36399999999998
2010-07-04 16:00:00,145.93,21.848,124.08200000000001,248.16400000000002
2010-07-04 16:30:00,158.672,8.054,150.618,301.236
2010-07-04 17:00:00,203.086,0.675,202.411,404.822
2010-07-04 17:30:00,236.502,0.013000000000000001,236.489,472.978
2010-07-04 18:00:00,257.791,0.044,257.747,515.494
2010-07-04 18:30:00,253.188,0.038,253.14999999999998,506.29999999999995
2010-07-04 19:00:00,251.603,0.012,251.591,503.182
2010-07-04 19:30:00,239.765,0.025,239.73999999999998,479.47999999999996
2010-07-04 20:00:00,239.399,0.026000000000000002,239.373,478.746
2010-07-04 20:30:00,223.433,0.038,223.39499999999998,446.78999999999996
2010-07-04 21:00:00,215.257,0.048,215.209,430.418
2010-07-04 21:30:00,204.276,0.018000000000000002,204.258,408.516
2010-07-04 22:00:00,182.721,0.031,182.69,365.38
2010-07-04 22:30:00,154.717,0.007,154.71,309.42
2010-07-04 23:00:00,130.793,0.042,130.751,261.502
2010-07-04 23:30:00,118.621,0.019,118.60199999999999,237.20399999999998
2010-07-05 00:00:00,96.012,0.02,95.992,191.984
2010-07-05 00:30:00,86.395,0.012,86.383,172.766
2010-07-05 01:00:00,79.414,0.012,79.402,158.804
2010-07-05 01:30:00,72.865,0.032,72.833,145.666
2010-07-05 02:00:00,66.876,0.0,66.876,133.752
2010-07-05 02:30:00,67.492,0.024,67.468,134.936
2010-07-05 03:00:00,68.757,0.018000000000000002,68.739,137.478
2010-07-05 03:30:00,65.153,0.018000000000000002,65.135,130.27
2010-07-05 04:00:00,67.539,0.014,67.525,135.05
2010-07-05 04:30:00,67.775,0.02,67.75500000000001,135.51000000000002
2010-07-05 05:00:00,77.536,0.031,77.505,155.01
2010-07-05 05:30:00,80.172,0.018000000000000002,80.154,160.308
2010-07-05 06:00:00,89.631,0.03,89.601,179.202
2010-07-05 06:30:00,106.224,0.036000000000000004,106.188,212.376
2010-07-05 07:00:00,119.837,0.015,119.822,239.644
2010-07-05 07:30:00,139.821,0.531,139.29,278.58
2010-07-05 08:00:00,145.232,5.96,139.272,278.544
2010-07-05 08:30:00,158.174,16.348,141.82600000000002,283.65200000000004
2010-07-05 09:00:00,166.108,21.656,144.452,288.904
2010-07-05 09:30:00,145.121,22.331,122.79,245.58
2010-07-05 10:00:00,128.676,25.397,103.279,206.558
2010-07-05 10:30:00,130.962,27.728,103.23399999999998,206.46799999999996
2010-07-05 11:00:00,124.017,38.172,85.845,171.69
2010-07-05 11:30:00,118.384,43.796,74.588,149.176
2010-07-05 12:00:00,123.726,55.739,67.987,135.974
2010-07-05 12:30:00,126.872,44.504,82.368,164.736
2010-07-05 13:00:00,133.195,40.910000000000004,92.285,184.57
2010-07-05 13:30:00,127.914,38.543,89.37100000000001,178.74200000000002
2010-07-05 14:00:00,130.066,31.723,98.343,196.686
2010-07-05 14:30:00,123.06,29.949,93.111,186.222
2010-07-05 15:00:00,127.989,19.751,108.238,216.476
2010-07-05 15:30:00,135.572,14.404,121.168,242.336
2010-07-05 16:00:00,138.487,8.898,129.589,259.178
2010-07-05 16:30:00,161.801,2.734,159.06699999999998,318.13399999999996
2010-07-05 17:00:00,181.737,0.10400000000000001,181.63299999999998,363.26599999999996
2010-07-05 17:30:00,235.457,0.019,235.438,470.876
2010-07-05 18:00:00,260.591,0.001,260.59000000000003,521.1800000000001
2010-07-05 18:30:00,255.407,0.012,255.395,510.79
2010-07-05 19:00:00,250.168,0.037,250.131,500.262
2010-07-05 19:30:00,225.142,0.031,225.111,450.222
2010-07-05 20:00:00,212.148,0.002,212.146,424.292
2010-07-05 20:30:00,227.755,0.043,227.712,455.424
2010-07-05 21:00:00,213.042,0.025,213.017,426.034
2010-07-05 21:30:00,188.073,0.018000000000000002,188.055,376.11
2010-07-05 22:00:00,173.156,0.03,173.126,346.252
2010-07-05 22:30:00,150.116,0.036000000000000004,150.08,300.16
2010-07-05 23:00:00,132.279,0.024,132.255,264.51
2010-07-05 23:30:00,115.162,0.03,115.132,230.264
2010-07-06 00:00:00,100.991,0.018000000000000002,100.973,201.946
2010-07-06 00:30:00,80.835,0.019,80.81599999999999,161.63199999999998
2010-07-06 01:00:00,71.454,0.024,71.42999999999999,142.85999999999999
2010-07-06 01:30:00,65.79,0.024,65.766,131.532
2010-07-06 02:00:00,62.406,0.018000000000000002,62.388,124.776
2010-07-06 02:30:00,67.441,0.03,67.411,134.822
2010-07-06 03:00:00,65.774,0.012,65.762,131.524
2010-07-06 03:30:00,62.032,0.044,61.988,123.976
2010-07-06 04:00:00,67.083,0.018000000000000002,67.065,134.13
2010-07-06 04:30:00,64.03,0.012,64.018,128.036
2010-07-06 05:00:00,69.103,0.03,69.073,138.146
2010-07-06 05:30:00,80.81,0.019,80.791,161.582
2010-07-06 06:00:00,89.988,0.026000000000000002,89.962,179.924
2010-07-06 06:30:00,115.586,0.024,115.562,231.124
2010-07-06 07:00:00,126.01,0.019,125.991,251.982
2010-07-06 07:30:00,132.778,0.228,132.54999999999998,265.09999999999997
2010-07-06 08:00:00,141.88,1.479,140.40099999999998,280.80199999999996
2010-07-06 08:30:00,143.148,9.195,133.953,267.906
2010-07-06 09:00:00,140.612,17.951,122.661,245.322
2010-07-06 09:30:00,124.892,24.864,100.02799999999999,200.05599999999998
2010-07-06 10:00:00,123.85,40.861,82.989,165.978
2010-07-06 10:30:00,117.578,51.253,66.325,132.65
2010-07-06 11:00:00,111.644,60.039,51.605000000000004,103.21000000000001
2010-07-06 11:30:00,105.437,55.187,50.25,100.5
2010-07-06 12:00:00,102.017,78.553,23.464,46.928
2010-07-06 12:30:00,105.774,95.172,10.602000000000004,21.204000000000008
2010-07-06 13:00:00,97.881,98.162,-0.2810000000000059,-0.5620000000000118
2010-07-06 13:30:00,92.781,90.747,2.034000000000006,4.068000000000012
2010-07-06 14:00:00,93.619,69.287,24.331999999999994,48.66399999999999
2010-07-06 14:30:00,99.166,49.2,49.965999999999994,99.93199999999999
2010-07-06 15:00:00,103.815,40.361,63.454,126.908
2010-07-06 15:30:00,109.548,27.074,82.474,164.948
2010-07-06 16:00:00,123.23,18.889,104.34100000000001,208.68200000000002
2010-07-06 16:30:00,148.503,7.546,140.957,281.914
2010-07-06 17:00:00,175.739,0.488,175.251,350.502
2010-07-06 17:30:00,217.933,0.012,217.921,435.842
2010-07-06 18:00:00,238.555,0.025,238.53,477.06
2010-07-06 18:30:00,237.053,0.026000000000000002,237.027,474.054
2010-07-06 19:00:00,238.964,0.018000000000000002,238.946,477.892
2010-07-06 19:30:00,230.656,0.03,230.626,461.252
2010-07-06 20:00:00,220.26,0.012,220.248,440.496
2010-07-06 20:30:00,216.906,0.02,216.886,433.772
2010-07-06 21:00:00,211.175,0.043,211.132,422.264
2010-07-06 21:30:00,201.572,0.037,201.535,403.07
2010-07-06 22:00:00,180.757,0.013000000000000001,180.744,361.488
2010-07-06 22:30:00,166.028,0.03,165.998,331.996
2010-07-06 23:00:00,139.885,0.024,139.861,279.722
2010-07-06 23:30:00,114.568,0.025,114.54299999999999,229.08599999999998
2010-07-07 00:00:00,98.572,0.037,98.535,197.07
2010-07-07 00:30:00,85.564,0.018000000000000002,85.54599999999999,171.09199999999998
2010-07-07 01:00:00,77.084,0.025,77.059,154.118
2010-07-07 01:30:00,70.26,0.019,70.241,140.482
2010-07-07 02:00:00,66.255,0.025,66.22999999999999,132.45999999999998
2010-07-07 02:30:00,67.687,0.018000000000000002,67.669,135.338
2010-07-07 03:00:00,65.308,0.019,65.289,130.578
2010-07-07 03:30:00,66.706,0.054,66.652,133.304
2010-07-07 04:00:00,69.336,0.018000000000000002,69.318,138.636
2010-07-07 04:30:00,70.234,0.03,70.204,140.408
2010-07-07 05:00:00,72.752,0.001,72.75099999999999,145.50199999999998
2010-07-07 05:30:00,78.982,0.03,78.952,157.904
2010-07-07 06:00:00,83.46300000000001,0.0,83.46300000000001,166.92600000000002
2010-07-07 06:30:00,90.569,0.025,90.544,181.088
2010-07-07 07:00:00,111.643,0.014,111.629,223.258
2010-07-07 07:30:00,115.035,0.53,114.505,229.01
2010-07-07 08:00:00,126.534,2.822,123.712,247.424
2010-07-07 08:30:00,130.395,6.58,123.81500000000001,247.63000000000002
2010-07-07 09:00:00,143.11,16.923000000000002,126.18700000000001,252.37400000000002
2010-07-07 09:30:00,135.463,35.622,99.841,199.682
2010-07-07 10:00:00,131.489,44.297,87.19200000000001,174.38400000000001
2010-07-07 10:30:00,124.962,39.982,84.98,169.96
2010-07-07 11:00:00,119.81099999999999,50.472,69.339,138.678
2010-07-07 11:30:00,116.086,41.884,74.202,148.404
2010-07-07 12:00:00,116.453,52.262,64.191,128.382
2010-07-07 12:30:00,114.229,51.632,62.597,125.194
2010-07-07 13:00:00,112.84,40.705,72.135,144.27
2010-07-07 13:30:00,111.936,37.858,74.078,148.156
2010-07-07 14:00:00,119.922,32.182,87.74,175.48
2010-07-07 14:30:00,120.12,42.646,77.474,154.948
2010-07-07 15:00:00,110.208,32.487,77.721,155.442
2010-07-07 15:30:00,126.87,20.252,106.61800000000001,213.23600000000002
2010-07-07 16:00:00,142.196,12.007,130.189,260.378
2010-07-07 16:30:00,157.819,4.924,152.89499999999998,305.78999999999996
2010-07-07 17:00:00,179.514,0.421,179.09300000000002,358.18600000000004
2010-07-07 17:30:00,217.87,0.037,217.833,435.666
2010-07-07 18:00:00,244.274,0.019,244.255,488.51
2010-07-07 18:30:00,248.019,0.008,248.011,496.022
2010-07-07 19:00:00,237.603,0.026000000000000002,237.577,475.154
2010-07-07 19:30:00,244.728,0.013000000000000001,244.715,489.43
2010-07-07 20:00:00,230.451,0.019,230.432,460.864
2010-07-07 20:30:00,222.764,0.013,222.751,445.502
2010-07-07 21:00:00,210.005,0.036000000000000004,209.969,419.938
2010-07-07 21:30:00,198.796,0.02,198.77599999999998,397.55199999999996
2010-07-07 22:00:00,182.072,0.026000000000000002,182.046,364.092
2010-07-07 22:30:00,173.07,0.054,173.016,346.032
2010-07-07 23:00:00,152.79,0.055,152.73499999999999,305.46999999999997
2010-07-07 23:30:00,119.054,0.006,119.048,238.096
2010-07-08 00:00:00,107.865,0.019,107.84599999999999,215.69199999999998
2010-07-08 00:30:00,89.93900000000001,0.013000000000000001,89.926,179.852
2010-07-08 01:00:00,78.55,0.026000000000000002,78.524,157.048
2010-07-08 01:30:00,68.218,0.018000000000000002,68.2,136.4
2010-07-08 02:00:00,62.78,0.024,62.756,125.512
2010-07-08 02:30:00,65.151,0.0,65.151,130.302
2010-07-08 03:00:00,63.884,0.012,63.872,127.744
2010-07-08 03:30:00,65.098,0.013000000000000001,65.085,130.17
2010-07-08 04:00:00,68.873,0.026,68.84700000000001,137.69400000000002
2010-07-08 04:30:00,72.313,0.012,72.301,144.602
2010-07-08 05:00:00,77.606,0.018000000000000002,77.588,155.176
2010-07-08 05:30:00,87.688,0.018000000000000002,87.67,175.34
2010-07-08 06:00:00,95.465,0.018000000000000002,95.447,190.894
2010-07-08 06:30:00,107.828,0.036000000000000004,107.792,215.584
2010-07-08 07:00:00,121.661,0.03,121.631,243.262
2010-07-08 07:30:00,128.94,0.206,128.734,257.468
2010-07-08 08:00:00,156.429,5.715,150.714,301.428
2010-07-08 08:30:00,143.47,19.78,123.69,247.38
2010-07-08 09:00:00,140.568,31.772,108.79600000000002,217.59200000000004
2010-07-08 09:30:00,143.757,44.135,99.62200000000001,199.24400000000003
2010-07-08 10:00:00,131.236,49.767,81.469,162.938
2010-07-08 10:30:00,130.851,47.404,83.447,166.894
2010-07-08 11:00:00,120.03,47.779,72.251,144.502
2010-07-08 11:30:00,116.529,55.655,60.873999999999995,121.74799999999999
2010-07-08 12:00:00,120.503,66.295,54.208,108.416
2010-07-08 12:30:00,117.07300000000001,63.725,53.348000000000006,106.69600000000001
2010-07-08 13:00:00,114.05,62.786,51.263999999999996,102.52799999999999
2010-07-08 13:30:00,128.815,67.922,60.893,121.786
2010-07-08 14:00:00,127.261,48.07,79.191,158.382
2010-07-08 14:30:00,126.862,38.786,88.076,176.152
2010-07-08 15:00:00,126.255,26.228,100.02699999999999,200.05399999999997
2010-07-08 15:30:00,134.666,17.019,117.64699999999999,235.29399999999998
2010-07-08 16:00:00,150.711,11.365,139.346,278.692
2010-07-08 16:30:00,172.25900000000001,4.315,167.94400000000002,335.88800000000003
2010-07-08 17:00:00,185.23,0.525,184.70499999999998,369.40999999999997
2010-07-08 17:30:00,223.041,0.037,223.004,446.008
2010-07-08 18:00:00,239.335,0.013000000000000001,239.322,478.644
2010-07-08 18:30:00,256.931,0.036000000000000004,256.895,513.79
2010-07-08 19:00:00,248.329,0.024,248.305,496.61
2010-07-08 19:30:00,254.155,0.049,254.106,508.212
2010-07-08 20:00:00,228.172,0.018000000000000002,228.154,456.308
2010-07-08 20:30:00,216.058,0.019,216.039,432.078
2010-07-08 21:00:00,210.328,0.013000000000000001,210.315,420.63
2010-07-08 21:30:00,195.088,0.018000000000000002,195.07,390.14
2010-07-08 22:00:00,178.775,0.022,178.75300000000001,357.50600000000003
2010-07-08 22:30:00,158.501,0.026000000000000002,158.475,316.95
2010-07-08 23:00:00,138.354,0.031,138.323,276.646
2010-07-08 23:30:00,128.291,0.056,128.23499999999999,256.46999999999997
2010-07-09 00:00:00,107.646,0.019,107.627,215.254
2010-07-09 00:30:00,91.127,0.006,91.121,182.242
2010-07-09 01:00:00,83.414,0.019,83.395,166.79
2010-07-09 01:30:00,76.888,0.012,76.876,153.752
2010-07-09 02:00:00,67.381,0.031,67.35,134.7
2010-07-09 02:30:00,68.263,0.024,68.239,136.478
2010-07-09 03:00:00,70.089,0.013000000000000001,70.076,140.152
2010-07-09 03:30:00,70.705,0.031,70.67399999999999,141.34799999999998
2010-07-09 04:00:00,69.883,0.026000000000000002,69.857,139.714
2010-07-09 04:30:00,71.571,0.018000000000000002,71.553,143.106
2010-07-09 05:00:00,77.198,0.0,77.198,154.396
2010-07-09 05:30:00,85.907,0.018000000000000002,85.889,171.778
2010-07-09 06:00:00,90.458,0.036000000000000004,90.422,180.844
2010-07-09 06:30:00,105.903,0.031,105.872,211.744
2010-07-09 07:00:00,120.974,0.006,120.968,241.936
2010-07-09 07:30:00,134.186,0.528,133.65800000000002,267.31600000000003
2010-07-09 08:00:00,154.12,4.461,149.659,299.318
2010-07-09 08:30:00,154.987,11.892,143.095,286.19
2010-07-09 09:00:00,141.058,19.082,121.976,243.952
2010-07-09 09:30:00,142.827,37.956,104.871,209.742
2010-07-09 10:00:00,135.239,47.304,87.935,175.87
2010-07-09 10:30:00,126.72,64.814,61.906000000000006,123.81200000000001
2010-07-09 11:00:00,110.05,81.276,28.774,57.548
2010-07-09 11:30:00,110.243,75.108,35.13499999999999,70.26999999999998
2010-07-09 12:00:00,108.389,83.699,24.689999999999998,49.379999999999995
2010-07-09 12:30:00,108.631,67.52,41.111000000000004,82.22200000000001
2010-07-09 13:00:00,109.383,59.37,50.013,100.026
2010-07-09 13:30:00,111.098,52.697,58.400999999999996,116.80199999999999
2010-07-09 14:00:00,121.79,52.782000000000004,69.00800000000001,138.01600000000002
2010-07-09 14:30:00,120.291,50.356,69.935,139.87
2010-07-09 15:00:00,123.301,37.036,86.265,172.53
2010-07-09 15:30:00,132.044,24.041,108.00300000000001,216.00600000000003
2010-07-09 16:00:00,141.753,11.229,130.524,261.048
2010-07-09 16:30:00,164.164,3.734,160.42999999999998,320.85999999999996
2010-07-09 17:00:00,178.853,0.278,178.57500000000002,357.15000000000003
2010-07-09 17:30:00,224.189,0.018000000000000002,224.171,448.342
2010-07-09 18:00:00,255.523,0.043000000000000003,255.48,510.96
2010-07-09 18:30:00,248.49,0.02,248.47,496.94
2010-07-09 19:00:00,233.685,0.025,233.66,467.32
2010-07-09 19:30:00,233.864,0.024,233.84,467.68
2010-07-09 20:00:00,231.538,0.031,231.507,463.014
2010-07-09 20:30:00,224.234,0.012,224.222,448.444
2010-07-09 21:00:00,208.929,0.018000000000000002,208.911,417.822
2010-07-09 21:30:00,200.526,0.032,200.494,400.988
2010-07-09 22:00:00,178.689,0.018000000000000002,178.671,357.342
2010-07-09 22:30:00,162.19,0.021,162.169,324.338
2010-07-09 23:00:00,138.751,0.049,138.702,277.404
2010-07-09 23:30:00,115.917,0.018000000000000002,115.899,231.798
2010-07-10 00:00:00,102.627,0.025,102.60199999999999,205.20399999999998
