experiment_no,exp_date,dataset_no,dataset,dataset_freq_min,dataset_length_week,forecast_horizon_min,train_pct,test_pct,model_no,hyperparameter_no,model_name,hyperparamter,run_seed,seed_keys_overridden,runtime_ms,train_RMSE,train_RMSE_stddev,test_RMSE,test_RMSE_stddev,train_nRMSE,train_nRMSE_stddev,test_nRMSE,test_nRMSE_stddev
E00003,2026-05-01,ds16,sa,30,40,30,0.9,0.1,m6,hp1,m6_lr_hp1,num_features: 50,,,96.43945693969727,11.0213,0.09343690681714348,11.0732,0.8218670884705819,3.0680955407985735,0.026010847826634802,3.082543397092064,0.22879031958713575
