experiment_no,exp_date,dataset_no,dataset,dataset_freq_min,dataset_length_week,forecast_horizon_min,train_pct,test_pct,model_no,hyperparameter_no,model_name,hyperparamter,run_seed,seed_keys_overridden,runtime_ms,train_RMSE,train_RMSE_stddev,test_RMSE,test_RMSE_stddev,train_nRMSE,train_nRMSE_stddev,test_nRMSE,test_nRMSE_stddev
E00040,2026-05-15,ds20,ashd,30,140,30,0.9,0.1,m2,hp2,m2_snaive_hp2,days: 7,,,4.390096664428711,41.2104,0.41716588760081724,41.067,3.6458048951271826,10.984460377961991,0.11119382882448457,10.946237705573472,0.9717741011080795
