model_name,1,10,100,1000
m1_naive_hp1,2.905101549001484,2.5300585799638298,2.9356131558425083,3.034151275054319
m6_lr_hp1,2.969895447007898,1.9985736793575957,2.4085315604912867,2.4566785161594376
m17_xgb_hp1,3.1542789729111806,1.7468467698157382,1.95047429423723,2.0345314987562753
