dataset_id,aggregation_level_hh,sample_no,edp_site_id,weight,postcode,state,lat_deg,long_deg
ds34,1000,1,W0005,10,2233,NSW,-34.0535,151.0356
ds34,1000,1,W0008,6,2287,NSW,-32.8937,151.6901
ds34,1000,1,W0011,5,2283,NSW,-33.0423,151.6116
ds34,1000,1,W0013,8,2226,NSW,-33.9994,151.0639
ds34,1000,1,W0015,10,2785,NSW,-33.7333,150.25
ds34,1000,1,W0018,2,2750,NSW,-33.77350000000001,150.6947
ds34,1000,1,W0024,5,2137,NSW,-33.8569,151.0912
ds34,1000,1,W0027,7,2008,NSW,-33.8867,151.1975
ds34,1000,1,W0031,6,2784,NSW,-33.7292,150.4177
ds34,1000,1,W0037,5,2282,NSW,-32.9725,151.6527
ds34,1000,1,W0042,4,2082,NSW,-33.6035,151.1202
ds34,1000,1,W0047,8,2765,NSW,-33.5922,150.9198
ds34,1000,1,W0070,11,2323,NSW,-32.8305,151.5312
ds34,1000,1,W0073,7,2420,NSW,-32.4043,151.7519
ds34,1000,1,W0075,4,2304,NSW,-32.8979,151.7361
ds34,1000,1,W0077,6,2148,NSW,-33.7482,150.8927
ds34,1000,1,W0079,5,2285,NSW,-32.9547,151.6645
ds34,1000,1,W0081,8,2101,NSW,-33.6846,151.2635
ds34,1000,1,W0084,10,2300,NSW,-32.9295,151.7801
ds34,1000,1,W0085,7,2026,NSW,-33.8879,151.2808
ds34,1000,1,W0092,3,2148,NSW,-33.7482,150.8927
ds34,1000,1,W0094,7,2113,NSW,-33.7956,151.126
ds34,1000,1,W0097,10,2783,NSW,-33.7206,150.4297
ds34,1000,1,W0114,4,2234,NSW,-34.0341,151.0119
ds34,1000,1,W0118,7,2072,NSW,-33.7553,151.1512
ds34,1000,1,W0120,6,2088,NSW,-33.839,151.2396
ds34,1000,1,W0124,9,2147,NSW,-33.7833,150.9333
ds34,1000,1,W0142,8,2519,NSW,-34.3887,150.8938
ds34,1000,1,W0155,7,2076,NSW,-33.7053,151.1228
ds34,1000,1,W0175,6,2074,NSW,-33.7131,151.1464
ds34,1000,1,W0179,8,2117,NSW,-33.7883,151.0526
ds34,1000,1,W0181,7,2216,NSW,-33.9535,151.1481
ds34,1000,1,W0182,14,2259,NSW,-33.2323,151.4367
ds34,1000,1,W0183,2,2120,NSW,-33.7118,151.0714
ds34,1000,1,W0195,17,2777,NSW,-33.6985,150.6346
ds34,1000,1,W0198,5,2232,NSW,-34.0244,151.0386
ds34,1000,1,W0199,11,2530,NSW,-34.543,150.793
ds34,1000,1,W0207,6,2173,NSW,-33.9544,150.9445
ds34,1000,1,W0221,13,2113,NSW,-33.7956,151.126
ds34,1000,1,W0232,6,2166,NSW,-33.8866,150.948
ds34,1000,1,W0237,8,2026,NSW,-33.8879,151.2808
ds34,1000,1,W0250,5,2080,NSW,-33.642,151.1287
ds34,1000,1,W0253,7,2213,NSW,-33.961,150.9882
ds34,1000,1,W0263,9,2294,NSW,-32.915,151.7644
ds34,1000,1,W0266,9,2530,NSW,-34.543,150.793
ds34,1000,1,W0271,4,2280,NSW,-33.0493,151.6569
ds34,1000,1,W0280,10,2111,NSW,-33.8317,151.1168
ds34,1000,1,W0291,7,2207,NSW,-33.9353,151.1257
ds34,1000,1,W0294,8,2112,NSW,-33.796,151.0974
ds34,1000,1,W0302,7,2031,NSW,-33.9121,151.2588
ds34,1000,1,W0319,4,2153,NSW,-33.7588,150.9929
ds34,1000,1,W0324,6,2170,NSW,-33.9522,150.8995
ds34,1000,1,W0336,7,2065,NSW,-33.8257,151.1931
ds34,1000,1,W0345,8,2287,NSW,-32.8937,151.6901
ds35,1000,2,S0120,4,2073,NSW,-33.7439,151.1419
ds35,1000,2,S0135,5,2321,NSW,-32.7908,151.5154
ds35,1000,2,S0158,3,2155,NSW,-33.6999,150.9411
ds35,1000,2,S0168,12,2299,NSW,-32.9028,151.6907
ds35,1000,2,S0170,10,2307,NSW,-32.8788,151.691
ds35,1000,2,S0172,4,2070,NSW,-33.7833,151.1667
ds35,1000,2,S0177,12,2121,NSW,-33.7594,151.0925
ds35,1000,2,S0179,11,2285,NSW,-32.9547,151.6645
ds35,1000,2,S0185,7,2065,NSW,-33.8257,151.1931
ds35,1000,2,S0191,9,2577,NSW,-34.6504,150.6487
ds35,1000,2,S0209,6,2151,NSW,-33.7722,151.0172
ds35,1000,2,S0212,7,2106,NSW,-33.6564,151.314
ds35,1000,2,S0216,9,2289,NSW,-32.9428,151.6958
ds35,1000,2,S0217,9,2121,NSW,-33.7594,151.0925
ds35,1000,2,S0244,8,2087,NSW,-33.7745,151.2203
ds35,1000,2,S0247,3,2508,NSW,-34.2377,150.9195
ds35,1000,2,S0256,7,2765,NSW,-33.5922,150.9198
ds35,1000,2,S0259,5,2155,NSW,-33.6999,150.9411
ds35,1000,2,S0273,6,2569,NSW,-34.185,150.7145
ds35,1000,2,S0289,3,2756,NSW,-33.6586,150.8108
ds35,1000,2,S0295,6,2330,NSW,-32.6377,151.093
ds35,1000,2,S0299,5,2321,NSW,-32.7908,151.5154
ds35,1000,2,S0310,10,2077,NSW,-33.7024,151.0993
ds35,1000,2,S0316,8,2323,NSW,-32.8305,151.5312
ds35,1000,2,S0318,7,2191,NSW,-33.9035,151.0847
ds35,1000,2,S0320,7,2285,NSW,-32.9547,151.6645
ds35,1000,2,S0321,10,2322,NSW,-32.7931,151.6769
ds35,1000,2,S0334,3,2008,NSW,-33.8867,151.1975
ds35,1000,2,S0335,6,2760,NSW,-33.7328,150.791
ds35,1000,2,S0337,5,2227,NSW,-34.0521,151.088
ds35,1000,2,S0345,8,2321,NSW,-32.7908,151.5154
ds35,1000,2,S0347,11,2765,NSW,-33.5922,150.9198
ds35,1000,2,S0349,8,2048,NSW,-33.8941,151.1642
ds35,1000,2,S0350,3,2261,NSW,-33.35,151.4333
ds35,1000,2,S0366,9,2334,NSW,-32.6778,151.3892
ds35,1000,2,S0367,5,2525,NSW,-34.4356,150.8583
ds35,1000,2,S0374,7,2230,NSW,-34.0367,151.1592
ds35,1000,2,S0380,14,2320,NSW,-32.7288,151.5345
ds35,1000,2,S0387,5,2044,NSW,-33.9233,151.1602
ds35,1000,2,S0393,11,2325,NSW,-32.8887,151.2832
ds35,1000,2,S0396,6,2325,NSW,-32.8887,151.2832
ds35,1000,2,S0403,9,2747,NSW,-33.7478,150.7221
ds35,1000,2,S0405,7,2282,NSW,-32.9725,151.6527
ds35,1000,2,S0406,5,2147,NSW,-33.7833,150.9333
ds35,1000,2,S0410,7,2137,NSW,-33.8569,151.0912
ds35,1000,2,S0413,8,2225,NSW,-34.0041,151.0759
ds35,1000,2,S0417,4,2330,NSW,-32.6377,151.093
ds35,1000,2,S0425,9,2750,NSW,-33.77350000000001,150.6947
ds35,1000,2,S0428,7,2179,NSW,-33.9698,150.7967
ds35,1000,2,S0431,10,2284,NSW,-32.9806,151.6184
ds35,1000,2,S0443,9,2120,NSW,-33.7118,151.0714
ds35,1000,2,S0444,2,2295,NSW,-32.8643,151.8131
ds35,1000,2,S0450,7,2265,NSW,-33.0667,151.4167
ds35,1000,2,S0452,8,2765,NSW,-33.5922,150.9198
ds35,1000,2,S0455,5,2566,NSW,-34.0224,150.8296
ds35,1000,2,S0459,10,2753,NSW,-33.5996,150.7514
ds35,1000,2,S0478,9,2322,NSW,-32.7931,151.6769
ds35,1000,2,S0487,5,2116,NSW,-33.8145,151.0375
ds35,1000,2,S0494,5,2280,NSW,-33.0493,151.6569
ds35,1000,2,S0501,4,2232,NSW,-34.0244,151.0386
ds35,1000,2,S0502,3,2232,NSW,-34.0244,151.0386
ds35,1000,2,S0516,6,2263,NSW,-33.243,151.5043
ds35,1000,2,S0517,4,2150,NSW,-33.8178,151.0035
ds35,1000,2,S0524,10,2324,NSW,-32.6478,151.7616
ds35,1000,2,S0530,7,2125,NSW,-33.7457,151.0476
ds35,1000,2,S0532,6,2045,NSW,-33.883,151.1439
ds35,1000,2,S0533,6,2316,NSW,-32.7858,152.0896
ds35,1000,2,S0536,12,2281,NSW,-33.0823,151.6455
ds35,1000,2,S0538,6,2291,NSW,-32.9382,151.7591
ds35,1000,2,S0544,6,2250,NSW,-33.20500000000001,151.1759
ds35,1000,2,S0553,7,2518,NSW,-34.3761,150.9108
ds35,1000,2,S0558,7,2322,NSW,-32.7931,151.6769
ds35,1000,2,S0562,5,2155,NSW,-33.6999,150.9411
ds35,1000,2,S0567,7,2285,NSW,-32.9547,151.6645
ds35,1000,2,S0569,6,2110,NSW,-33.8343,151.1459
ds35,1000,2,S0570,8,2285,NSW,-32.9547,151.6645
ds35,1000,2,S0571,8,2100,NSW,-33.7666,151.2498
ds35,1000,2,S0579,7,2291,NSW,-32.9382,151.7591
ds35,1000,2,S0582,9,2289,NSW,-32.9428,151.6958
ds35,1000,2,S0585,6,2097,NSW,-33.732,151.3012
ds35,1000,2,S0588,6,2043,NSW,-33.9025,151.1858
ds35,1000,2,S0596,10,2203,NSW,-33.9041,151.1394
ds35,1000,2,S0598,6,2131,NSW,-33.8883,151.1227
ds35,1000,2,S0600,6,2291,NSW,-32.9382,151.7591
ds35,1000,2,W0001,8,2233,NSW,-34.0535,151.0356
ds35,1000,2,W0005,12,2233,NSW,-34.0535,151.0356
ds35,1000,2,W0008,9,2287,NSW,-32.8937,151.6901
ds35,1000,2,W0011,8,2283,NSW,-33.0423,151.6116
ds35,1000,2,W0013,5,2226,NSW,-33.9994,151.0639
ds35,1000,2,W0015,7,2785,NSW,-33.7333,150.25
ds35,1000,2,W0018,5,2750,NSW,-33.77350000000001,150.6947
ds35,1000,2,W0024,6,2137,NSW,-33.8569,151.0912
ds35,1000,2,W0027,3,2008,NSW,-33.8867,151.1975
ds35,1000,2,W0031,10,2784,NSW,-33.7292,150.4177
ds35,1000,2,W0037,5,2282,NSW,-32.9725,151.6527
ds35,1000,2,W0042,10,2082,NSW,-33.6035,151.1202
ds35,1000,2,W0047,7,2765,NSW,-33.5922,150.9198
ds35,1000,2,W0070,12,2323,NSW,-32.8305,151.5312
ds35,1000,2,W0073,4,2420,NSW,-32.4043,151.7519
ds35,1000,2,W0075,7,2304,NSW,-32.8979,151.7361
ds35,1000,2,W0077,7,2148,NSW,-33.7482,150.8927
ds35,1000,2,W0079,4,2285,NSW,-32.9547,151.6645
ds35,1000,2,W0081,6,2101,NSW,-33.6846,151.2635
ds35,1000,2,W0084,8,2300,NSW,-32.9295,151.7801
ds35,1000,2,W0085,12,2026,NSW,-33.8879,151.2808
ds35,1000,2,W0092,7,2148,NSW,-33.7482,150.8927
ds35,1000,2,W0094,5,2113,NSW,-33.7956,151.126
ds35,1000,2,W0097,8,2783,NSW,-33.7206,150.4297
ds35,1000,2,W0114,10,2234,NSW,-34.0341,151.0119
ds35,1000,2,W0118,5,2072,NSW,-33.7553,151.1512
ds35,1000,2,W0120,8,2088,NSW,-33.839,151.2396
ds35,1000,2,W0124,6,2147,NSW,-33.7833,150.9333
ds35,1000,2,W0142,8,2519,NSW,-34.3887,150.8938
ds35,1000,2,W0155,9,2076,NSW,-33.7053,151.1228
ds35,1000,2,W0175,11,2074,NSW,-33.7131,151.1464
ds35,1000,2,W0179,4,2117,NSW,-33.7883,151.0526
ds35,1000,2,W0181,8,2216,NSW,-33.9535,151.1481
ds35,1000,2,W0182,7,2259,NSW,-33.2323,151.4367
ds35,1000,2,W0183,6,2120,NSW,-33.7118,151.0714
ds35,1000,2,W0195,8,2777,NSW,-33.6985,150.6346
ds35,1000,2,W0198,8,2232,NSW,-34.0244,151.0386
ds35,1000,2,W0199,7,2530,NSW,-34.543,150.793
ds35,1000,2,W0207,7,2173,NSW,-33.9544,150.9445
ds35,1000,2,W0221,4,2113,NSW,-33.7956,151.126
ds35,1000,2,W0232,10,2166,NSW,-33.8866,150.948
ds35,1000,2,W0237,8,2026,NSW,-33.8879,151.2808
ds35,1000,2,W0250,10,2080,NSW,-33.642,151.1287
ds35,1000,2,W0253,12,2213,NSW,-33.961,150.9882
ds35,1000,2,W0263,11,2294,NSW,-32.915,151.7644
ds35,1000,2,W0266,5,2530,NSW,-34.543,150.793
ds35,1000,2,W0271,8,2280,NSW,-33.0493,151.6569
ds35,1000,2,W0280,5,2111,NSW,-33.8317,151.1168
ds35,1000,2,W0291,8,2207,NSW,-33.9353,151.1257
ds35,1000,2,W0294,5,2112,NSW,-33.796,151.0974
ds35,1000,2,W0302,7,2031,NSW,-33.9121,151.2588
ds35,1000,2,W0319,5,2153,NSW,-33.7588,150.9929
ds35,1000,2,W0324,12,2170,NSW,-33.9522,150.8995
ds35,1000,2,W0336,4,2065,NSW,-33.8257,151.1931
ds35,1000,2,W0345,11,2287,NSW,-32.8937,151.6901
ds36,1000,3,S0120,13,2073,NSW,-33.7439,151.1419
ds36,1000,3,S0135,4,2321,NSW,-32.7908,151.5154
ds36,1000,3,S0158,9,2155,NSW,-33.6999,150.9411
ds36,1000,3,S0168,9,2299,NSW,-32.9028,151.6907
ds36,1000,3,S0170,9,2307,NSW,-32.8788,151.691
ds36,1000,3,S0172,4,2070,NSW,-33.7833,151.1667
ds36,1000,3,S0177,6,2121,NSW,-33.7594,151.0925
ds36,1000,3,S0179,9,2285,NSW,-32.9547,151.6645
ds36,1000,3,S0185,8,2065,NSW,-33.8257,151.1931
ds36,1000,3,S0191,10,2577,NSW,-34.6504,150.6487
ds36,1000,3,S0209,9,2151,NSW,-33.7722,151.0172
ds36,1000,3,S0212,13,2106,NSW,-33.6564,151.314
ds36,1000,3,S0216,4,2289,NSW,-32.9428,151.6958
ds36,1000,3,S0217,5,2121,NSW,-33.7594,151.0925
ds36,1000,3,S0244,6,2087,NSW,-33.7745,151.2203
ds36,1000,3,S0247,8,2508,NSW,-34.2377,150.9195
ds36,1000,3,S0256,11,2765,NSW,-33.5922,150.9198
ds36,1000,3,S0259,7,2155,NSW,-33.6999,150.9411
ds36,1000,3,S0273,10,2569,NSW,-34.185,150.7145
ds36,1000,3,S0289,6,2756,NSW,-33.6586,150.8108
ds36,1000,3,S0295,3,2330,NSW,-32.6377,151.093
ds36,1000,3,S0299,7,2321,NSW,-32.7908,151.5154
ds36,1000,3,S0310,4,2077,NSW,-33.7024,151.0993
ds36,1000,3,S0316,5,2323,NSW,-32.8305,151.5312
ds36,1000,3,S0318,9,2191,NSW,-33.9035,151.0847
ds36,1000,3,S0320,4,2285,NSW,-32.9547,151.6645
ds36,1000,3,S0321,9,2322,NSW,-32.7931,151.6769
ds36,1000,3,S0334,5,2008,NSW,-33.8867,151.1975
ds36,1000,3,S0335,6,2760,NSW,-33.7328,150.791
ds36,1000,3,S0337,3,2227,NSW,-34.0521,151.088
ds36,1000,3,S0345,7,2321,NSW,-32.7908,151.5154
ds36,1000,3,S0347,8,2765,NSW,-33.5922,150.9198
ds36,1000,3,S0349,7,2048,NSW,-33.8941,151.1642
ds36,1000,3,S0350,10,2261,NSW,-33.35,151.4333
ds36,1000,3,S0366,8,2334,NSW,-32.6778,151.3892
ds36,1000,3,S0367,10,2525,NSW,-34.4356,150.8583
ds36,1000,3,S0374,4,2230,NSW,-34.0367,151.1592
ds36,1000,3,S0380,7,2320,NSW,-32.7288,151.5345
ds36,1000,3,S0387,6,2044,NSW,-33.9233,151.1602
ds36,1000,3,S0393,6,2325,NSW,-32.8887,151.2832
ds36,1000,3,S0396,9,2325,NSW,-32.8887,151.2832
ds36,1000,3,S0403,7,2747,NSW,-33.7478,150.7221
ds36,1000,3,S0405,6,2282,NSW,-32.9725,151.6527
ds36,1000,3,S0406,6,2147,NSW,-33.7833,150.9333
ds36,1000,3,S0410,6,2137,NSW,-33.8569,151.0912
ds36,1000,3,S0413,7,2225,NSW,-34.0041,151.0759
ds36,1000,3,S0417,6,2330,NSW,-32.6377,151.093
ds36,1000,3,S0425,4,2750,NSW,-33.77350000000001,150.6947
ds36,1000,3,S0428,6,2179,NSW,-33.9698,150.7967
ds36,1000,3,S0431,6,2284,NSW,-32.9806,151.6184
ds36,1000,3,S0443,5,2120,NSW,-33.7118,151.0714
ds36,1000,3,S0444,10,2295,NSW,-32.8643,151.8131
ds36,1000,3,S0450,11,2265,NSW,-33.0667,151.4167
ds36,1000,3,S0452,12,2765,NSW,-33.5922,150.9198
ds36,1000,3,S0455,10,2566,NSW,-34.0224,150.8296
ds36,1000,3,S0459,8,2753,NSW,-33.5996,150.7514
ds36,1000,3,S0478,5,2322,NSW,-32.7931,151.6769
ds36,1000,3,S0487,6,2116,NSW,-33.8145,151.0375
ds36,1000,3,S0494,10,2280,NSW,-33.0493,151.6569
ds36,1000,3,S0501,6,2232,NSW,-34.0244,151.0386
ds36,1000,3,S0502,6,2232,NSW,-34.0244,151.0386
ds36,1000,3,S0516,10,2263,NSW,-33.243,151.5043
ds36,1000,3,S0517,4,2150,NSW,-33.8178,151.0035
ds36,1000,3,S0524,8,2324,NSW,-32.6478,151.7616
ds36,1000,3,S0530,8,2125,NSW,-33.7457,151.0476
ds36,1000,3,S0532,6,2045,NSW,-33.883,151.1439
ds36,1000,3,S0533,6,2316,NSW,-32.7858,152.0896
ds36,1000,3,S0536,6,2281,NSW,-33.0823,151.6455
ds36,1000,3,S0538,3,2291,NSW,-32.9382,151.7591
ds36,1000,3,S0544,4,2250,NSW,-33.20500000000001,151.1759
ds36,1000,3,S0553,10,2518,NSW,-34.3761,150.9108
ds36,1000,3,S0558,12,2322,NSW,-32.7931,151.6769
ds36,1000,3,S0562,10,2155,NSW,-33.6999,150.9411
ds36,1000,3,S0567,12,2285,NSW,-32.9547,151.6645
ds36,1000,3,S0569,2,2110,NSW,-33.8343,151.1459
ds36,1000,3,S0570,5,2285,NSW,-32.9547,151.6645
ds36,1000,3,S0571,15,2100,NSW,-33.7666,151.2498
ds36,1000,3,S0579,8,2291,NSW,-32.9382,151.7591
ds36,1000,3,S0582,7,2289,NSW,-32.9428,151.6958
ds36,1000,3,S0585,10,2097,NSW,-33.732,151.3012
ds36,1000,3,S0588,4,2043,NSW,-33.9025,151.1858
ds36,1000,3,S0596,5,2203,NSW,-33.9041,151.1394
ds36,1000,3,S0598,10,2131,NSW,-33.8883,151.1227
ds36,1000,3,S0600,1,2291,NSW,-32.9382,151.7591
ds36,1000,3,W0001,12,2233,NSW,-34.0535,151.0356
ds36,1000,3,W0005,6,2233,NSW,-34.0535,151.0356
ds36,1000,3,W0008,11,2287,NSW,-32.8937,151.6901
ds36,1000,3,W0011,1,2283,NSW,-33.0423,151.6116
ds36,1000,3,W0013,13,2226,NSW,-33.9994,151.0639
ds36,1000,3,W0015,8,2785,NSW,-33.7333,150.25
ds36,1000,3,W0018,8,2750,NSW,-33.77350000000001,150.6947
ds36,1000,3,W0024,3,2137,NSW,-33.8569,151.0912
ds36,1000,3,W0027,10,2008,NSW,-33.8867,151.1975
ds36,1000,3,W0031,6,2784,NSW,-33.7292,150.4177
ds36,1000,3,W0037,4,2282,NSW,-32.9725,151.6527
ds36,1000,3,W0042,8,2082,NSW,-33.6035,151.1202
ds36,1000,3,W0047,7,2765,NSW,-33.5922,150.9198
ds36,1000,3,W0070,9,2323,NSW,-32.8305,151.5312
ds36,1000,3,W0073,6,2420,NSW,-32.4043,151.7519
ds36,1000,3,W0075,9,2304,NSW,-32.8979,151.7361
ds36,1000,3,W0077,10,2148,NSW,-33.7482,150.8927
ds36,1000,3,W0079,5,2285,NSW,-32.9547,151.6645
ds36,1000,3,W0081,3,2101,NSW,-33.6846,151.2635
ds36,1000,3,W0084,4,2300,NSW,-32.9295,151.7801
ds36,1000,3,W0085,11,2026,NSW,-33.8879,151.2808
ds36,1000,3,W0092,8,2148,NSW,-33.7482,150.8927
ds36,1000,3,W0094,10,2113,NSW,-33.7956,151.126
ds36,1000,3,W0097,7,2783,NSW,-33.7206,150.4297
ds36,1000,3,W0114,8,2234,NSW,-34.0341,151.0119
ds36,1000,3,W0118,6,2072,NSW,-33.7553,151.1512
ds36,1000,3,W0120,8,2088,NSW,-33.839,151.2396
ds36,1000,3,W0124,9,2147,NSW,-33.7833,150.9333
ds36,1000,3,W0142,10,2519,NSW,-34.3887,150.8938
ds36,1000,3,W0155,9,2076,NSW,-33.7053,151.1228
ds36,1000,3,W0175,6,2074,NSW,-33.7131,151.1464
ds36,1000,3,W0179,6,2117,NSW,-33.7883,151.0526
ds36,1000,3,W0181,7,2216,NSW,-33.9535,151.1481
ds36,1000,3,W0182,5,2259,NSW,-33.2323,151.4367
ds36,1000,3,W0183,3,2120,NSW,-33.7118,151.0714
ds36,1000,3,W0195,7,2777,NSW,-33.6985,150.6346
ds36,1000,3,W0198,6,2232,NSW,-34.0244,151.0386
ds36,1000,3,W0199,4,2530,NSW,-34.543,150.793
ds36,1000,3,W0207,10,2173,NSW,-33.9544,150.9445
ds36,1000,3,W0221,12,2113,NSW,-33.7956,151.126
ds36,1000,3,W0232,13,2166,NSW,-33.8866,150.948
ds36,1000,3,W0237,3,2026,NSW,-33.8879,151.2808
ds36,1000,3,W0250,7,2080,NSW,-33.642,151.1287
ds36,1000,3,W0253,7,2213,NSW,-33.961,150.9882
ds36,1000,3,W0263,6,2294,NSW,-32.915,151.7644
ds36,1000,3,W0266,12,2530,NSW,-34.543,150.793
ds36,1000,3,W0271,6,2280,NSW,-33.0493,151.6569
ds36,1000,3,W0280,4,2111,NSW,-33.8317,151.1168
ds36,1000,3,W0291,4,2207,NSW,-33.9353,151.1257
ds36,1000,3,W0294,7,2112,NSW,-33.796,151.0974
ds36,1000,3,W0302,9,2031,NSW,-33.9121,151.2588
ds36,1000,3,W0319,5,2153,NSW,-33.7588,150.9929
ds36,1000,3,W0324,4,2170,NSW,-33.9522,150.8995
ds36,1000,3,W0336,6,2065,NSW,-33.8257,151.1931
ds36,1000,3,W0345,6,2287,NSW,-32.8937,151.6901
