datetime,netload_kW,air_temperature_in_degrees_c,relative_humidity_in_percentage,wind_speed_in_km_h
2021-07-01 00:00:00,-1.3437246,13.7,96.0,13.0
2021-07-01 00:30:00,-1.5339316,13.2,96.0,9.4
2021-07-01 01:00:00,-1.0071502,13.3,97.0,11.2
2021-07-01 01:30:00,-1.1194714000000001,13.2,97.0,7.6
2021-07-01 02:00:00,-2.0603438,12.9,98.0,7.6
2021-07-01 02:30:00,-1.4591414,12.6,98.0,0.0
2021-07-01 03:00:00,-0.8499902,12.3,98.0,7.6
2021-07-01 03:30:00,-1.1084904000000002,12.1,98.0,7.6
2021-07-01 04:00:00,-1.1492030000000002,11.7,98.0,11.2
2021-07-01 04:30:00,-0.2800306,11.7,99.0,9.4
2021-07-01 05:00:00,-0.1442988,11.3,99.0,11.2
2021-07-01 05:30:00,-0.1028016,11.1,99.0,9.4
2021-07-01 06:00:00,0.0757072,11.1,99.0,11.2
2021-07-01 06:30:00,1.6657660000000003,10.6,99.0,7.6
2021-07-01 07:00:00,1.0822960000000001,10.9,99.0,7.6
2021-07-01 07:30:00,1.3286538,11.3,99.0,0.0
2021-07-01 08:00:00,0.23032300000000003,11.7,99.0,7.6
2021-07-01 08:30:00,0.3131396,11.9,97.0,11.2
2021-07-01 09:00:00,0.1725594,12.3,96.0,13.0
2021-07-01 09:30:00,0.20530420000000002,12.9,96.0,13.0
2021-07-01 10:00:00,0.30551720000000004,13.3,95.0,9.4
2021-07-01 10:30:00,0.27773240000000005,13.4,94.0,9.4
2021-07-01 11:00:00,0.165264,14.1,93.0,9.4
2021-07-01 11:30:00,0.11289339999999999,14.4,90.0,9.4
2021-07-01 12:00:00,0.1266594,15.1,88.0,9.4
2021-07-01 12:30:00,0.12224420000000001,15.9,83.0,9.4
2021-07-01 13:00:00,0.09472600000000002,15.1,82.0,5.4
2021-07-01 13:30:00,0.10950720000000001,15.3,84.0,7.6
2021-07-01 14:00:00,0.1326912,15.4,85.0,7.6
2021-07-01 14:30:00,0.0846424,16.2,79.0,9.4
2021-07-01 15:00:00,0.11185400000000001,16.0,81.0,7.6
2021-07-01 15:30:00,0.1129076,16.6,74.0,13.0
2021-07-01 16:00:00,0.09224840000000001,16.7,75.0,13.0
2021-07-01 16:30:00,0.11451,16.5,77.0,13.0
2021-07-01 17:00:00,0.1208316,16.1,80.0,9.4
2021-07-01 17:30:00,0.087494,16.1,80.0,9.4
2021-07-01 18:00:00,0.1201186,16.2,80.0,9.4
2021-07-01 18:30:00,0.1082046,16.1,81.0,9.4
2021-07-01 19:00:00,0.099012,15.8,83.0,11.2
2021-07-01 19:30:00,0.20651719999999998,15.7,85.0,13.0
2021-07-01 20:00:00,0.1409882,14.7,90.0,13.0
2021-07-01 20:30:00,0.267404,14.7,91.0,5.4
2021-07-01 21:00:00,0.315876,14.2,93.0,13.0
2021-07-01 21:30:00,0.1407372,14.3,95.0,7.6
2021-07-01 22:00:00,-0.2446172,14.3,95.0,11.2
2021-07-01 22:30:00,-0.35565260000000004,14.1,95.0,13.0
2021-07-01 23:00:00,-0.6184318000000001,13.7,96.0,13.0
2021-07-01 23:30:00,-1.0126982,13.5,96.0,11.2
2021-07-02 00:00:00,-2.4747092,13.4,96.0,9.4
2021-07-02 00:30:00,-3.023229,13.4,96.0,9.4
2021-07-02 01:00:00,-3.2592958000000003,13.2,96.0,9.4
2021-07-02 01:30:00,-2.3069798,13.0,95.0,9.4
2021-07-02 02:00:00,-1.9210818000000003,12.6,95.0,9.4
2021-07-02 02:30:00,-1.1584750000000001,12.4,96.0,7.6
2021-07-02 03:00:00,-0.43588840000000006,12.6,96.0,5.4
2021-07-02 03:30:00,-0.5009494,12.5,96.0,0.0
2021-07-02 04:00:00,-0.34733580000000003,12.0,96.0,9.4
2021-07-02 04:30:00,-0.1505038,11.9,96.0,9.4
2021-07-02 05:00:00,-0.535505,11.5,97.0,9.4
2021-07-02 05:30:00,-0.1402512,11.7,98.0,9.4
2021-07-02 06:00:00,0.6958652000000001,12.2,98.0,11.2
2021-07-02 06:30:00,0.45153060000000006,12.5,97.0,13.0
2021-07-02 07:00:00,0.3073818,12.8,96.0,13.0
2021-07-02 07:30:00,0.242891,12.7,95.0,14.8
2021-07-02 08:00:00,0.25954380000000005,12.7,95.0,14.8
2021-07-02 08:30:00,0.24719940000000004,12.7,93.0,11.2
2021-07-02 09:00:00,0.6481006,13.4,91.0,11.2
2021-07-02 09:30:00,0.8753753999999999,13.1,91.0,11.2
2021-07-02 10:00:00,0.862516,13.5,91.0,14.8
2021-07-02 10:30:00,0.8369994,14.0,87.0,14.8
2021-07-02 11:00:00,0.8646512000000001,15.0,83.0,16.6
2021-07-02 11:30:00,0.862091,15.5,79.0,16.6
2021-07-02 12:00:00,0.6779458000000002,15.8,78.0,13.0
2021-07-02 12:30:00,0.6570166000000001,17.3,73.0,14.8
2021-07-02 13:00:00,0.6777460000000001,18.1,68.0,9.4
2021-07-02 13:30:00,0.64979,19.0,66.0,9.4
2021-07-02 14:00:00,0.7831962,19.7,64.0,7.6
2021-07-02 14:30:00,0.6846540000000001,18.0,70.0,9.4
2021-07-02 15:00:00,0.6652648,16.6,81.0,9.4
2021-07-02 15:30:00,0.6552918000000001,18.2,74.0,7.6
2021-07-02 16:00:00,0.6556882,16.4,81.0,7.6
2021-07-02 16:30:00,0.6764568000000001,16.9,78.0,9.4
2021-07-02 17:00:00,0.6558054000000001,16.6,82.0,9.4
2021-07-02 17:30:00,0.6766086000000001,15.5,85.0,7.6
2021-07-02 18:00:00,0.6793554,15.4,86.0,3.6
2021-07-02 18:30:00,0.6593584,16.4,80.0,7.6
2021-07-02 19:00:00,0.6833806,15.8,75.0,0.0
2021-07-02 19:30:00,0.5324816,16.2,68.0,9.4
2021-07-02 20:00:00,0.1544902,15.8,68.0,16.6
2021-07-02 20:30:00,0.16839780000000001,14.6,71.0,16.6
2021-07-02 21:00:00,1.3273866,14.7,71.0,13.0
2021-07-02 21:30:00,0.20146820000000001,14.4,73.0,18.4
2021-07-02 22:00:00,1.1851474000000002,13.6,76.0,14.8
2021-07-02 22:30:00,-0.7625362,13.1,78.0,11.2
2021-07-02 23:00:00,-0.3446156,12.9,78.0,11.2
2021-07-02 23:30:00,-2.0643256,12.6,78.0,13.0
2021-07-03 00:00:00,-0.7881662,12.2,81.0,13.0
2021-07-03 00:30:00,-2.6457670000000006,11.7,81.0,13.0
2021-07-03 01:00:00,-3.0661050000000003,11.6,82.0,16.6
2021-07-03 01:30:00,-2.8124298000000003,11.6,80.0,13.0
2021-07-03 02:00:00,-2.1829346000000003,11.5,79.0,13.0
2021-07-03 02:30:00,-1.0401854000000001,11.3,79.0,14.8
2021-07-03 03:00:00,-0.46857260000000006,10.7,82.0,13.0
2021-07-03 03:30:00,-0.7770028,10.6,82.0,13.0
2021-07-03 04:00:00,-0.9078916,9.8,85.0,20.5
2021-07-03 04:30:00,-0.34257580000000004,9.9,86.0,20.5
2021-07-03 05:00:00,-0.930351,9.4,86.0,7.6
2021-07-03 05:30:00,-0.3173846,9.1,88.0,14.8
2021-07-03 06:00:00,0.22719560000000003,9.0,88.0,11.2
2021-07-03 06:30:00,0.41415620000000003,9.5,86.0,14.8
2021-07-03 07:00:00,1.2079154,9.7,85.0,16.6
2021-07-03 07:30:00,0.1928584,9.5,86.0,13.0
2021-07-03 08:00:00,0.318518,10.0,83.0,18.4
2021-07-03 08:30:00,0.5495474,10.8,78.0,13.0
2021-07-03 09:00:00,0.7863350000000001,12.3,72.0,14.8
2021-07-03 09:30:00,0.5893702,13.4,69.0,13.0
2021-07-03 10:00:00,0.3899396,14.4,63.0,13.0
2021-07-03 10:30:00,0.39870279999999997,15.3,61.0,14.8
2021-07-03 11:00:00,0.3901684,16.1,60.0,16.6
2021-07-03 11:30:00,0.36455339999999997,17.6,55.0,13.0
2021-07-03 12:00:00,0.3240778,17.9,56.0,11.2
2021-07-03 12:30:00,0.3055772,17.6,53.0,7.6
2021-07-03 13:00:00,0.303664,19.3,48.0,9.4
2021-07-03 13:30:00,0.27248880000000003,19.4,42.0,3.6
2021-07-03 14:00:00,0.3119538,17.6,49.0,7.6
2021-07-03 14:30:00,0.3518234,19.6,42.0,5.4
2021-07-03 15:00:00,0.3220072,20.0,40.0,9.4
2021-07-03 15:30:00,0.35257619999999995,16.7,65.0,13.0
2021-07-03 16:00:00,0.3503596,17.4,57.0,7.6
2021-07-03 16:30:00,0.2956168,17.1,60.0,9.4
2021-07-03 17:00:00,0.31815220000000005,16.4,62.0,11.2
2021-07-03 17:30:00,0.28714120000000004,16.3,63.0,7.6
2021-07-03 18:00:00,0.31347719999999996,16.2,65.0,11.2
2021-07-03 18:30:00,0.283534,16.4,64.0,9.4
2021-07-03 19:00:00,0.3606248,15.6,66.0,5.4
2021-07-03 19:30:00,0.22783640000000002,15.4,69.0,0.0
2021-07-03 20:00:00,0.1108322,14.2,69.0,18.4
2021-07-03 20:30:00,0.1235292,14.0,64.0,16.6
2021-07-03 21:00:00,0.36166159999999997,13.2,66.0,13.0
2021-07-03 21:30:00,0.0409822,12.9,68.0,14.8
2021-07-03 22:00:00,0.3855374,12.6,69.0,13.0
2021-07-03 22:30:00,-0.8725618,11.6,73.0,11.2
