datetime,netload_kW,air_temperature_in_degrees_c,relative_humidity_in_percentage,wind_speed_in_km_h
2021-07-01 00:00:00,715.2529882000001,13.7,96.0,13.0
2021-07-01 00:30:00,724.8351731999998,13.2,96.0,9.4
2021-07-01 01:00:00,764.9005274000002,13.3,97.0,11.2
2021-07-01 01:30:00,465.62865480000005,13.2,97.0,7.6
2021-07-01 02:00:00,389.06686859999996,12.9,98.0,7.6
2021-07-01 02:30:00,316.2519312,12.6,98.0,0.0
2021-07-01 03:00:00,245.8705287999999,12.3,98.0,7.6
2021-07-01 03:30:00,418.9897085999999,12.1,98.0,7.6
2021-07-01 04:00:00,439.5534135999999,11.7,98.0,11.2
2021-07-01 04:30:00,506.62124119999993,11.7,99.0,9.4
2021-07-01 05:00:00,612.2545352,11.3,99.0,11.2
2021-07-01 05:30:00,803.9371051999999,11.1,99.0,9.4
2021-07-01 06:00:00,966.5164744000004,11.1,99.0,11.2
2021-07-01 06:30:00,1003.5222372000002,10.6,99.0,7.6
2021-07-01 07:00:00,1091.4342105999997,10.9,99.0,7.6
2021-07-01 07:30:00,1281.2890740000005,11.3,99.0,0.0
2021-07-01 08:00:00,1181.2803368,11.7,99.0,7.6
2021-07-01 08:30:00,1103.6000316000002,11.9,97.0,11.2
2021-07-01 09:00:00,841.9391318,12.3,96.0,13.0
2021-07-01 09:30:00,719.3235037999998,12.9,96.0,13.0
2021-07-01 10:00:00,655.1247172000002,13.3,95.0,9.4
2021-07-01 10:30:00,479.18609600000013,13.4,94.0,9.4
2021-07-01 11:00:00,466.9877294000001,14.1,93.0,9.4
2021-07-01 11:30:00,313.1267048000001,14.4,90.0,9.4
2021-07-01 12:00:00,181.59452979999986,15.1,88.0,9.4
2021-07-01 12:30:00,-17.306731799999895,15.9,83.0,9.4
2021-07-01 13:00:00,-91.96169000000005,15.1,82.0,5.4
2021-07-01 13:30:00,283.11010659999994,15.3,84.0,7.6
2021-07-01 14:00:00,524.3867294000001,15.4,85.0,7.6
2021-07-01 14:30:00,712.6472744,16.2,79.0,9.4
2021-07-01 15:00:00,824.2375764,16.0,81.0,7.6
2021-07-01 15:30:00,976.2210614000004,16.6,74.0,13.0
2021-07-01 16:00:00,1042.8194726000002,16.7,75.0,13.0
2021-07-01 16:30:00,1249.1886106,16.5,77.0,13.0
2021-07-01 17:00:00,1269.249029999999,16.1,80.0,9.4
2021-07-01 17:30:00,1347.4883626000005,16.1,80.0,9.4
2021-07-01 18:00:00,1266.847692,16.2,80.0,9.4
2021-07-01 18:30:00,1209.5400090000005,16.1,81.0,9.4
2021-07-01 19:00:00,1216.1055716000012,15.8,83.0,11.2
2021-07-01 19:30:00,1314.1931367999996,15.7,85.0,13.0
2021-07-01 20:00:00,1191.5167146000003,14.7,90.0,13.0
2021-07-01 20:30:00,1084.8430607999994,14.7,91.0,5.4
2021-07-01 21:00:00,1108.3968306,14.2,93.0,13.0
2021-07-01 21:30:00,1167.4334240000003,14.3,95.0,7.6
2021-07-01 22:00:00,1171.5017962000002,14.3,95.0,11.2
2021-07-01 22:30:00,1142.0284398000001,14.1,95.0,13.0
2021-07-01 23:00:00,889.3835314000003,13.7,96.0,13.0
2021-07-01 23:30:00,800.8925180000003,13.5,96.0,11.2
2021-07-02 00:00:00,666.9863215999997,13.4,96.0,9.4
2021-07-02 00:30:00,373.2681856000001,13.4,96.0,9.4
2021-07-02 01:00:00,169.79323439999993,13.2,96.0,9.4
2021-07-02 01:30:00,83.55061399999985,13.0,95.0,9.4
2021-07-02 02:00:00,70.9697603999998,12.6,95.0,9.4
2021-07-02 02:30:00,-41.77331099999987,12.4,96.0,7.6
2021-07-02 03:00:00,7.760424000000291,12.6,96.0,5.4
2021-07-02 03:30:00,16.739439199999886,12.5,96.0,0.0
2021-07-02 04:00:00,13.226937800000051,12.0,96.0,9.4
2021-07-02 04:30:00,133.61723880000005,11.9,96.0,9.4
2021-07-02 05:00:00,288.5490761999997,11.5,97.0,9.4
2021-07-02 05:30:00,494.3606454000001,11.7,98.0,9.4
2021-07-02 06:00:00,782.6973258000003,12.2,98.0,11.2
2021-07-02 06:30:00,933.2618613999999,12.5,97.0,13.0
2021-07-02 07:00:00,1018.8796846000001,12.8,96.0,13.0
2021-07-02 07:30:00,1050.9193672000001,12.7,95.0,14.8
2021-07-02 08:00:00,938.5611964,12.7,95.0,14.8
2021-07-02 08:30:00,671.3925278000002,12.7,93.0,11.2
2021-07-02 09:00:00,546.8604184,13.4,91.0,11.2
2021-07-02 09:30:00,320.24824820000003,13.1,91.0,11.2
2021-07-02 10:00:00,10.756092199999848,13.5,91.0,14.8
2021-07-02 10:30:00,-313.3376176000002,14.0,87.0,14.8
2021-07-02 11:00:00,-715.3885366000006,15.0,83.0,16.6
2021-07-02 11:30:00,-885.5515195999996,15.5,79.0,16.6
2021-07-02 12:00:00,-928.6174810000007,15.8,78.0,13.0
2021-07-02 12:30:00,-958.7886427999994,17.3,73.0,14.8
2021-07-02 13:00:00,-938.5756468,18.1,68.0,9.4
2021-07-02 13:30:00,-892.4461437999995,19.0,66.0,9.4
2021-07-02 14:00:00,-606.5162554000003,19.7,64.0,7.6
2021-07-02 14:30:00,-253.6783745999999,18.0,70.0,9.4
2021-07-02 15:00:00,126.12750300000005,16.6,81.0,9.4
2021-07-02 15:30:00,350.7359574000001,18.2,74.0,7.6
