datetime,netload_kW,air_temperature_in_degrees_c,relative_humidity_in_percentage,wind_speed_in_km_h
2021-07-01 00:00:00,1.334593,13.7,96.0,13.0
2021-07-01 00:30:00,1.4003256000000002,13.2,96.0,9.4
2021-07-01 01:00:00,1.707025,13.3,97.0,11.2
2021-07-01 01:30:00,0.6417640000000001,13.2,97.0,7.6
2021-07-01 02:00:00,0.6120268,12.9,98.0,7.6
2021-07-01 02:30:00,0.6408518,12.6,98.0,0.0
2021-07-01 03:00:00,0.6380226000000001,12.3,98.0,7.6
2021-07-01 03:30:00,0.6364008,12.1,98.0,7.6
2021-07-01 04:00:00,0.617882,11.7,98.0,11.2
2021-07-01 04:30:00,0.6380718000000001,11.7,99.0,9.4
2021-07-01 05:00:00,0.639693,11.3,99.0,11.2
2021-07-01 05:30:00,0.7465264,11.1,99.0,9.4
2021-07-01 06:00:00,1.9570334000000003,11.1,99.0,11.2
2021-07-01 06:30:00,4.675862800000001,10.6,99.0,7.6
2021-07-01 07:00:00,4.2018848,10.9,99.0,7.6
2021-07-01 07:30:00,0.9023294000000001,11.3,99.0,0.0
2021-07-01 08:00:00,0.5501090000000001,11.7,99.0,7.6
2021-07-01 08:30:00,0.43028320000000003,11.9,97.0,11.2
2021-07-01 09:00:00,0.1203998,12.3,96.0,13.0
2021-07-01 09:30:00,0.473887,12.9,96.0,13.0
2021-07-01 10:00:00,1.1944050000000002,13.3,95.0,9.4
2021-07-01 10:30:00,0.8409848000000001,13.4,94.0,9.4
2021-07-01 11:00:00,1.009218,14.1,93.0,9.4
2021-07-01 11:30:00,1.2159328,14.4,90.0,9.4
2021-07-01 12:00:00,-0.8249772000000001,15.1,88.0,9.4
2021-07-01 12:30:00,0.07803380000000004,15.9,83.0,9.4
2021-07-01 13:00:00,1.0934738000000002,15.1,82.0,5.4
2021-07-01 13:30:00,1.2152614,15.3,84.0,7.6
2021-07-01 14:00:00,2.2158388,15.4,85.0,7.6
2021-07-01 14:30:00,3.0878822000000006,16.2,79.0,9.4
2021-07-01 15:00:00,3.0429732,16.0,81.0,7.6
2021-07-01 15:30:00,3.1393646,16.6,74.0,13.0
2021-07-01 16:00:00,3.1694714000000004,16.7,75.0,13.0
2021-07-01 16:30:00,2.0819560000000004,16.5,77.0,13.0
2021-07-01 17:00:00,2.0761184,16.1,80.0,9.4
2021-07-01 17:30:00,2.3768416,16.1,80.0,9.4
2021-07-01 18:00:00,4.445349800000001,16.2,80.0,9.4
2021-07-01 18:30:00,3.4670948,16.1,81.0,9.4
2021-07-01 19:00:00,1.3960918,15.8,83.0,11.2
2021-07-01 19:30:00,4.0178234,15.7,85.0,13.0
2021-07-01 20:00:00,5.188301200000001,14.7,90.0,13.0
2021-07-01 20:30:00,2.3789062,14.7,91.0,5.4
2021-07-01 21:00:00,0.9545868,14.2,93.0,13.0
2021-07-01 21:30:00,1.8725374,14.3,95.0,7.6
2021-07-01 22:00:00,1.028839,14.3,95.0,11.2
2021-07-01 22:30:00,2.3040262000000005,14.1,95.0,13.0
2021-07-01 23:00:00,1.7833764,13.7,96.0,13.0
2021-07-01 23:30:00,0.2510084,13.5,96.0,11.2
2021-07-02 00:00:00,0.1711254,13.4,96.0,9.4
2021-07-02 00:30:00,0.1785072,13.4,96.0,9.4
2021-07-02 01:00:00,0.168905,13.2,96.0,9.4
2021-07-02 01:30:00,0.1459936,13.0,95.0,9.4
2021-07-02 02:00:00,0.1524992,12.6,95.0,9.4
2021-07-02 02:30:00,0.1573904,12.4,96.0,7.6
2021-07-02 03:00:00,0.1513662,12.6,96.0,5.4
2021-07-02 03:30:00,0.1362622,12.5,96.0,0.0
2021-07-02 04:00:00,0.1387854,12.0,96.0,9.4
2021-07-02 04:30:00,0.15599500000000002,11.9,96.0,9.4
2021-07-02 05:00:00,0.1513494,11.5,97.0,9.4
2021-07-02 05:30:00,0.3200872,11.7,98.0,9.4
2021-07-02 06:00:00,4.0034768000000005,12.2,98.0,11.2
2021-07-02 06:30:00,4.238107,12.5,97.0,13.0
2021-07-02 07:00:00,0.6029918000000001,12.8,96.0,13.0
2021-07-02 07:30:00,0.17446520000000001,12.7,95.0,14.8
2021-07-02 08:00:00,0.0255966,12.7,95.0,14.8
2021-07-02 08:30:00,-0.079664,12.7,93.0,11.2
2021-07-02 09:00:00,-0.19885620000000004,13.4,91.0,11.2
2021-07-02 09:30:00,0.3877472,13.1,91.0,11.2
2021-07-02 10:00:00,2.0945063999999998,13.5,91.0,14.8
2021-07-02 10:30:00,1.8891170000000004,14.0,87.0,14.8
2021-07-02 11:00:00,0.8563378,15.0,83.0,16.6
2021-07-02 11:30:00,-0.18736660000000002,15.5,79.0,16.6
2021-07-02 12:00:00,-2.538445,15.8,78.0,13.0
2021-07-02 12:30:00,-3.046511,17.3,73.0,14.8
2021-07-02 13:00:00,-1.5272092,18.1,68.0,9.4
2021-07-02 13:30:00,-0.5471914000000001,19.0,66.0,9.4
2021-07-02 14:00:00,-0.8104984000000001,19.7,64.0,7.6
2021-07-02 14:30:00,1.2868612,18.0,70.0,9.4
2021-07-02 15:00:00,0.9556846000000001,16.6,81.0,9.4
2021-07-02 15:30:00,0.7420059999999999,18.2,74.0,7.6
2021-07-02 16:00:00,0.832701,16.4,81.0,7.6
2021-07-02 16:30:00,3.1471801999999998,16.9,78.0,9.4
2021-07-02 17:00:00,4.582576,16.6,82.0,9.4
2021-07-02 17:30:00,1.4263846000000002,15.5,85.0,7.6
2021-07-02 18:00:00,0.7560318,15.4,86.0,3.6
2021-07-02 18:30:00,0.9379884,16.4,80.0,7.6
2021-07-02 19:00:00,0.8239831999999999,15.8,75.0,0.0
2021-07-02 19:30:00,4.145734200000001,16.2,68.0,9.4
2021-07-02 20:00:00,4.4515488,15.8,68.0,16.6
